Cell	CellType	Age
GSM2658772	Unknown	27
GSM2658773	Ntng1.Chrm2	27
GSM2658774	Unknown	27
GSM2658775	Unknown	27
GSM2658776	Unknown	27
GSM2658777	Unknown	27
GSM2658778	Unknown	27
GSM2658779	Unknown	27
GSM2658780	Unknown	27
GSM2658781	Unknown	27
GSM2658782	Unknown	27
GSM2658783	Cacna2d1.Ndnf.Npy	27
GSM2658784	Unknown	27
GSM2658785	Unknown	27
GSM2658786	Unknown	27
GSM2658787	Unknown	27
GSM2658788	Unknown	27
GSM2658789	Unknown	27
GSM2658790	Unknown	27
GSM2658791	Sst.Npy.Serpine2	27
GSM2658792	Unknown	27
GSM2658793	Sst.Npy.Cort	27
GSM2658794	Unknown	27
GSM2658795	Cacna2d1.Lhx6.Vwa5a	27
GSM2658796	Unknown	27
GSM2658797	Cacna2d1.Ndnf.Rgs10	27
GSM2658798	Unknown	27
GSM2658799	Unknown	27
GSM2658800	Unknown	27
GSM2658801	Unknown	27
GSM2658802	Unknown	27
GSM2658803	Unknown	27
GSM2658804	Unknown	27
GSM2658805	Unknown	27
GSM2658806	Unknown	27
GSM2658807	Unknown	27
GSM2658808	Unknown	27
GSM2658809	Unknown	27
GSM2658810	Unknown	27
GSM2658811	Unknown	27
GSM2658812	Unknown	27
GSM2658813	Unknown	27
GSM2658814	Unknown	27
GSM2658815	Unknown	27
GSM2658816	Unknown	27
GSM2658817	Unknown	27
GSM2658818	Pvalb.Tac1.Akr1c18	27
GSM2658819	Unknown	27
GSM2658820	Unknown	27
GSM2658821	Unknown	27
GSM2658822	Unknown	27
GSM2658823	Unknown	27
GSM2658824	Unknown	27
GSM2658825	Cacna2d1.Ndnf.Cxcl14	27
GSM2658826	Unknown	27
GSM2658827	Calb2.Cntnap5a.Rspo3	27
GSM2658828	Unknown	27
GSM2658829	Unknown	27
GSM2658830	Calb2.Cntnap5a.Vip	27
GSM2658831	Unknown	27
GSM2658832	Unknown	27
GSM2658833	Unknown	27
GSM2658834	Cck.Cxcl14.Slc17a8	27
GSM2658835	Unknown	27
GSM2658836	Unknown	27
GSM2658837	Unknown	27
GSM2658838	Unknown	27
GSM2658839	Unknown	27
GSM2658840	Pvalb.C1ql1.Cpne5	27
GSM2658841	Unknown	27
GSM2658842	Cck.Cxcl14.Slc17a8	27
GSM2658843	Unknown	27
GSM2658844	Unknown	27
GSM2658845	Unknown	27
GSM2658846	Unknown	27
GSM2658847	Unknown	27
GSM2658848	Cck.Lypd1	27
GSM2658849	Unknown	27
GSM2658850	Unknown	27
GSM2658851	Unknown	27
GSM2658852	Unknown	27
GSM2658853	Unknown	27
GSM2658854	Unknown	27
GSM2658855	Unknown	27
GSM2658856	Unknown	27
GSM2658857	Unknown	27
GSM2658858	Unknown	27
GSM2658859	Unknown	27
GSM2658860	Unknown	27
GSM2658861	Unknown	27
GSM2658862	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658863	Unknown	27
GSM2658864	Sst.Npy.Zbtb20	27
GSM2658865	Unknown	27
GSM2658866	Cacna2d1.Ndnf.Rgs10	27
GSM2658867	Cck.Cxcl14.Calb1.Igfbp5	27
GSM2658868	Unknown	27
GSM2658869	Unknown	27
GSM2658870	Unknown	27
GSM2658871	Unknown	27
GSM2658872	Cck.Cxcl14.Calb1.Tnfaip8l3	27
GSM2658873	Cck.Cxcl14.Slc17a8	27
GSM2658874	Cck.Cxcl14.Slc17a8	27
GSM2658875	Pvalb.Tac1.Sst	27
GSM2658876	Unknown	27
GSM2658877	Unknown	27
GSM2658878	Unknown	27
GSM2658879	Unknown	27
GSM2658880	Unknown	27
GSM2658881	Unknown	27
GSM2658882	Pvalb.C1ql1.Cpne5	27
GSM2658883	Unknown	27
GSM2658884	Unknown	27
GSM2658885	Unknown	27
GSM2658886	Unknown	27
GSM2658887	Unknown	27
GSM2658888	Unknown	27
GSM2658889	Unknown	27
GSM2658890	Sst.Pnoc.Pvalb	27
GSM2658891	Unknown	27
GSM2658892	Calb2.Vip.Igfbp4	27
GSM2658893	Unknown	27
GSM2658894	Pvalb.Tac1.Syt2	27
GSM2658895	Unknown	27
GSM2658896	Cck.Cxcl14.Calb1.Igfbp5	27
GSM2658897	Unknown	27
GSM2658898	Unknown	27
GSM2658899	Unknown	27
GSM2658900	Pvalb.Tac1.Sst	27
GSM2658901	Unknown	27
GSM2658902	Unknown	27
GSM2658903	Unknown	27
GSM2658904	Unknown	27
GSM2658905	Unknown	27
GSM2658906	Unknown	27
GSM2658907	Unknown	27
GSM2658908	Unknown	27
GSM2658909	Calb2.Cntnap5a.Igfbp6	27
GSM2658910	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658911	Unknown	27
GSM2658912	Unknown	27
GSM2658913	Unknown	27
GSM2658914	Unknown	27
GSM2658915	Unknown	27
GSM2658916	Unknown	27
GSM2658917	Vip.Crh.Pcp4	27
GSM2658918	Sst.Pnoc.Calb1.Pvalb	27
GSM2658919	Unknown	27
GSM2658920	Unknown	27
GSM2658921	Unknown	27
GSM2658922	Unknown	27
GSM2658923	Unknown	27
GSM2658924	Unknown	27
GSM2658925	Unknown	27
GSM2658926	Unknown	27
GSM2658927	Unknown	27
GSM2658928	Unknown	27
GSM2658929	Unknown	27
GSM2658930	Unknown	27
GSM2658931	Unknown	27
GSM2658932	Ntng1.Rgs10	27
GSM2658933	Unknown	27
GSM2658934	Unknown	27
GSM2658935	Unknown	27
GSM2658936	Unknown	27
GSM2658937	Unknown	27
GSM2658938	Unknown	27
GSM2658939	Unknown	27
GSM2658940	Unknown	27
GSM2658941	Unknown	27
GSM2658942	Unknown	27
GSM2658943	Unknown	27
GSM2658944	Unknown	27
GSM2658945	Unknown	27
GSM2658946	Unknown	27
GSM2658947	Unknown	27
GSM2658948	Unknown	27
GSM2658949	Unknown	27
GSM2658950	Unknown	27
GSM2658951	Unknown	27
GSM2658952	Unknown	27
GSM2658953	Cck.Cxcl14.Calb1.Tac2	27
GSM2658954	Unknown	27
GSM2658955	Unknown	27
GSM2658956	Unknown	27
GSM2658957	Unknown	27
GSM2658958	Unknown	27
GSM2658959	Unknown	27
GSM2658960	Unknown	27
GSM2658961	Unknown	27
GSM2658962	Unknown	27
GSM2658963	Unknown	27
GSM2658964	Unknown	27
GSM2658965	Unknown	27
GSM2658966	Cacna2d1.Lhx6.Reln	27
GSM2658967	Unknown	27
GSM2658968	Unknown	27
GSM2658969	Unknown	27
GSM2658970	Unknown	27
GSM2658971	Unknown	27
GSM2658972	Cck.Lmo1.Npy	27
GSM2658973	Unknown	27
GSM2658974	Cacna2d1.Lhx6.Reln	27
GSM2658975	Cacna2d1.Ndnf.Npy	27
GSM2658976	Calb2.Cntnap5a.Rspo3	27
GSM2658977	Unknown	27
GSM2658978	Unknown	27
GSM2658979	Unknown	27
GSM2658980	Unknown	27
GSM2658981	Unknown	27
GSM2658982	Unknown	27
GSM2658983	Unknown	27
GSM2658984	Unknown	27
GSM2658985	Unknown	27
GSM2658986	Unknown	27
GSM2658987	Unknown	27
GSM2658988	Unknown	27
GSM2658989	Unknown	27
GSM2658990	Unknown	27
GSM2658991	Cck.Lypd1	27
GSM2658992	Unknown	27
GSM2658993	Unknown	27
GSM2658994	Unknown	27
GSM2658995	Calb2.Vip.Gpd1	27
GSM2658996	Unknown	27
GSM2658997	Unknown	27
GSM2658998	Unknown	27
GSM2658999	Unknown	27
GSM2659000	Unknown	27
GSM2659001	Unknown	27
GSM2659002	Unknown	27
GSM2659003	Sst.Pnoc.Pvalb	27
GSM2659004	Unknown	27
GSM2659005	Unknown	27
GSM2659006	Cck.Cxcl14.Vip	27
GSM2659007	Sst.Npy.Serpine2	27
GSM2659008	Unknown	27
GSM2659009	Unknown	27
GSM2659010	Unknown	27
GSM2659011	Unknown	27
GSM2659012	Unknown	27
GSM2659013	Sst.Npy.Zbtb20	27
GSM2659014	Unknown	27
GSM2659015	Unknown	27
GSM2659016	Unknown	27
GSM2659017	Unknown	27
GSM2659018	Unknown	27
GSM2659019	Unknown	27
GSM2659020	Unknown	27
GSM2659021	Unknown	27
GSM2659022	Unknown	27
GSM2659023	Unknown	27
GSM2659024	Unknown	27
GSM2659025	Unknown	27
GSM2659026	Unknown	27
GSM2659027	Unknown	27
GSM2659028	Unknown	27
GSM2659029	Unknown	27
GSM2659030	Unknown	27
GSM2659031	Unknown	27
GSM2659032	Pvalb.C1ql1.Npy	27
GSM2659033	Unknown	27
GSM2659034	Unknown	27
GSM2659035	Unknown	27
GSM2659036	Unknown	27
GSM2659037	Unknown	27
GSM2659038	Unknown	27
GSM2659039	Unknown	27
GSM2659040	Unknown	27
GSM2659041	Unknown	27
GSM2659042	Unknown	27
GSM2659043	Unknown	27
GSM2659044	Unknown	27
GSM2659045	Unknown	27
GSM2659046	Unknown	27
GSM2659047	Cacna2d1.Lhx6.Reln	27
GSM2659048	Sst.Npy.Serpine2	27
GSM2659049	Unknown	27
GSM2659050	Cacna2d1.Ndnf.Npy	27
GSM2659051	Vip.Crh.Pcp4	27
GSM2659052	Unknown	27
GSM2659053	Unknown	27
GSM2659054	Ntng1.Chrm2	27
GSM2659055	Unknown	27
GSM2659056	Unknown	27
GSM2659057	Unknown	27
GSM2659058	Unknown	27
GSM2659059	Unknown	27
GSM2659060	Unknown	27
GSM2659061	Unknown	27
GSM2659062	Unknown	27
GSM2659063	Cacna2d1.Ndnf.Npy	27
GSM2659064	Unknown	27
GSM2659065	Unknown	27
GSM2659066	Unknown	27
GSM2659067	Unknown	27
GSM2659068	Unknown	27
GSM2659069	Sst.Pnoc.Calb1.Pvalb	27
GSM2659070	Unknown	27
GSM2659071	Unknown	27
GSM2659072	Unknown	27
GSM2659073	Unknown	27
GSM2659074	Sst.Pnoc.Calb1.Igfbp5	27
GSM2659075	Unknown	27
GSM2659076	Calb2.Cryab	27
GSM2659077	Unknown	27
GSM2659078	Unknown	27
GSM2659079	Calb2.Cryab	27
GSM2659080	Unknown	27
GSM2659081	Unknown	27
GSM2659082	Unknown	27
GSM2659083	Unknown	27
GSM2659084	Unknown	27
GSM2659085	Unknown	27
GSM2659086	Unknown	27
GSM2659087	Cacna2d1.Lhx6.Vwa5a	27
GSM2659088	Unknown	27
GSM2659089	Unknown	27
GSM2659090	Unknown	27
GSM2659091	Unknown	27
GSM2659092	Unknown	27
GSM2659093	Unknown	27
GSM2659094	Unknown	27
GSM2659095	Unknown	27
GSM2659096	Unknown	27
GSM2659097	Unknown	27
GSM2659098	Unknown	27
GSM2659099	Unknown	27
GSM2659100	Unknown	27
GSM2659101	Unknown	27
GSM2659102	Unknown	27
GSM2659103	Unknown	27
GSM2659104	Unknown	27
GSM2659105	Unknown	27
GSM2659106	Unknown	27
GSM2659107	Cacna2d1.Ndnf.Npy	27
GSM2659108	Unknown	27
GSM2659109	Unknown	27
GSM2659110	Unknown	27
GSM2659111	Unknown	27
GSM2659112	Unknown	27
GSM2659113	Unknown	27
GSM2659114	Unknown	27
GSM2659115	Unknown	27
GSM2659116	Unknown	27
GSM2659117	Unknown	27
GSM2659118	Unknown	27
GSM2659119	Unknown	27
GSM2659120	Unknown	27
GSM2659121	Unknown	27
GSM2659122	Unknown	27
GSM2659123	Cck.Sema5a	27
GSM2659124	Unknown	27
GSM2659125	Unknown	27
GSM2659126	Unknown	27
GSM2659127	Cck.Lmo1.Vip.Crh	27
GSM2659128	Unknown	27
GSM2659129	Unknown	27
GSM2659130	Unknown	27
GSM2659131	Unknown	27
GSM2659132	Unknown	27
GSM2659133	Unknown	27
GSM2659134	Unknown	27
GSM2659135	Unknown	27
GSM2659136	Unknown	27
GSM2659137	Unknown	27
GSM2659138	Unknown	27
GSM2659139	Sst.Pnoc.Calb1.Pvalb	27
GSM2659140	Sst.Npy.Mgat4c	60
GSM2659141	Calb2.Cryab	60
GSM2659142	Calb2.Vip.Gpd1	60
GSM2659143	Ntng1.Synpr	60
GSM2659144	Unknown	60
GSM2659145	Unknown	60
GSM2659146	Sst.Pnoc.Calb1.Pvalb	60
GSM2659147	Ntng1.Synpr	60
GSM2659148	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659149	Cacna2d1.Lhx6.Vwa5a	60
GSM2659150	Sst.Npy.Mgat4c	60
GSM2659151	Calb2.Cntnap5a.Vip	60
GSM2659152	Pvalb.Tac1.Akr1c18	60
GSM2659153	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659154	Unknown	60
GSM2659155	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659156	Unknown	60
GSM2659157	Sst.Npy.Serpine2	60
GSM2659158	Cck.Cxcl14.Vip	60
GSM2659159	Pvalb.Tac1.Nr4a2	60
GSM2659160	Sst.Cryab	60
GSM2659161	Cacna2d1.Lhx6.Reln	60
GSM2659162	Cck.Cxcl14.Calb1.Tac2	60
GSM2659163	Pvalb.Tac1.Syt2	60
GSM2659164	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659165	Unknown	60
GSM2659166	Cacna2d1.Lhx6.Reln	60
GSM2659167	Cacna2d1.Ndnf.Cxcl14	60
GSM2659168	Pvalb.C1ql1.Pvalb	60
GSM2659169	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659170	Unknown	60
GSM2659171	Cck.Cxcl14.Vip	60
GSM2659172	Unknown	60
GSM2659173	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659174	Sst.Pnoc.Calb1.Pvalb	60
GSM2659175	Pvalb.Tac1.Nr4a2	60
GSM2659176	Calb2.Vip.Igfbp4	60
GSM2659177	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659178	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659179	Unknown	60
GSM2659180	Cacna2d1.Lhx6.Vwa5a	60
GSM2659181	Cacna2d1.Lhx6.Reln	60
GSM2659182	Cck.Cxcl14.Calb1.Tac2	60
GSM2659183	Cck.Lmo1.Vip.Fam19a2	60
GSM2659184	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659185	Unknown	60
GSM2659186	Sst.Cryab	60
GSM2659187	Pvalb.Tac1.Akr1c18	60
GSM2659188	Cacna2d1.Lhx6.Vwa5a	60
GSM2659189	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659190	Unknown	60
GSM2659191	Cck.Lmo1.Vip.Tac2	60
GSM2659192	Unknown	60
GSM2659193	Calb2.Vip.Gpd1	60
GSM2659194	Sst.Nos1	60
GSM2659195	Unknown	60
GSM2659196	Pvalb.C1ql1.Pvalb	60
GSM2659197	Pvalb.Tac1.Syt2	60
GSM2659198	Unknown	60
GSM2659199	Unknown	60
GSM2659200	Unknown	60
GSM2659201	Unknown	60
GSM2659202	Pvalb.C1ql1.Cpne5	60
GSM2659203	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659204	Cacna2d1.Ndnf.Cxcl14	60
GSM2659205	Calb2.Vip.Igfbp4	60
GSM2659206	Unknown	60
GSM2659207	Unknown	60
GSM2659208	Cck.Sema5a	60
GSM2659209	Cacna2d1.Lhx6.Vwa5a	60
GSM2659210	Unknown	60
GSM2659211	Unknown	60
GSM2659212	Ntng1.Rgs10	60
GSM2659213	Unknown	60
GSM2659214	Unknown	60
GSM2659215	Unknown	60
GSM2659216	Sst.Cryab	60
GSM2659217	Calb2.Vip.Nos1	60
GSM2659218	Pvalb.C1ql1.Pvalb	60
GSM2659219	Sst.Npy.Cort	60
GSM2659220	Sst.Erbb4.Th	60
GSM2659221	Sst.Npy.Mgat4c	60
GSM2659222	Calb2.Cntnap5a.Rspo3	60
GSM2659223	Cck.Cxcl14.Slc17a8	60
GSM2659224	Sst.Cryab	60
GSM2659225	Unknown	60
GSM2659226	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659227	Unknown	60
GSM2659228	Cacna2d1.Ndnf.Rgs10	60
GSM2659229	Cck.Lmo1.Vip.Tac2	60
GSM2659230	Cacna2d1.Ndnf.Npy	60
GSM2659231	Cacna2d1.Lhx6.Reln	60
GSM2659232	Cck.Sema5a	60
GSM2659233	Cacna2d1.Lhx6.Reln	60
GSM2659234	Cacna2d1.Ndnf.Rgs10	60
GSM2659235	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659236	Unknown	60
GSM2659237	Unknown	60
GSM2659238	Cck.Lmo1.Npy	60
GSM2659239	Unknown	60
GSM2659240	Sst.Npy.Cort	60
GSM2659241	Unknown	60
GSM2659242	Unknown	60
GSM2659243	Unknown	60
GSM2659244	Unknown	60
GSM2659245	Calb2.Cntnap5a.Igfbp6	60
GSM2659246	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659247	Cck.Cxcl14.Vip	60
GSM2659248	Unknown	60
GSM2659249	Calb2.Vip.Gpd1	60
GSM2659250	Cacna2d1.Lhx6.Reln	60
GSM2659251	Unknown	60
GSM2659252	Sst.Npy.Mgat4c	60
GSM2659253	Unknown	60
GSM2659254	Unknown	60
GSM2659255	Cacna2d1.Lhx6.Reln	60
GSM2659256	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659257	Sst.Npy.Mgat4c	60
GSM2659258	Pvalb.Tac1.Sst	60
GSM2659259	Unknown	60
GSM2659260	Sst.Npy.Cort	60
GSM2659261	Sst.Pnoc.Pvalb	60
GSM2659262	Cacna2d1.Ndnf.Rgs10	60
GSM2659263	Pvalb.C1ql1.Pvalb	60
GSM2659264	Pvalb.Tac1.Sst	60
GSM2659265	Sst.Pnoc.Calb1.Pvalb	60
GSM2659266	Unknown	60
GSM2659267	Cck.Cxcl14.Vip	60
GSM2659268	Unknown	60
GSM2659269	Unknown	60
GSM2659270	Unknown	60
GSM2659271	Unknown	60
GSM2659272	Pvalb.C1ql1.Pvalb	60
GSM2659273	Vip.Crh.C1ql1	60
GSM2659274	Unknown	60
GSM2659275	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659276	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659277	Pvalb.Tac1.Syt2	60
GSM2659278	Pvalb.Tac1.Syt2	60
GSM2659279	Sst.Pnoc.Pvalb	60
GSM2659280	Unknown	60
GSM2659281	Sst.Pnoc.Pvalb	60
GSM2659282	Calb2.Vip.Nos1	60
GSM2659283	Unknown	60
GSM2659284	Vip.Crh.Pcp4	60
GSM2659285	Calb2.Vip.Nos1	60
GSM2659286	Cck.Lmo1.Vip.Tac2	60
GSM2659287	Sst.Nos1	60
GSM2659288	Calb2.Vip.Igfbp4	60
GSM2659289	Pvalb.Tac1.Syt2	60
GSM2659290	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659291	Cck.Sema5a	60
GSM2659292	Unknown	60
GSM2659293	Ntng1.Rgs10	60
GSM2659294	Cacna2d1.Lhx6.Reln	60
GSM2659295	Vip.Crh.Pcp4	60
GSM2659296	Ntng1.Rgs10	60
GSM2659297	Pvalb.C1ql1.Npy	60
GSM2659298	Calb2.Cntnap5a.Vip	60
GSM2659299	Ntng1.Chrm2	60
GSM2659300	Cck.Cxcl14.Slc17a8	60
GSM2659301	Unknown	60
GSM2659302	Calb2.Vip.Gpd1	60
GSM2659303	Calb2.Cntnap5a.Rspo3	60
GSM2659304	Unknown	60
GSM2659305	Unknown	60
GSM2659306	Sst.Pnoc.Calb1.Pvalb	60
GSM2659307	Unknown	60
GSM2659308	Cacna2d1.Ndnf.Cxcl14	60
GSM2659309	Calb2.Cntnap5a.Rspo3	60
GSM2659310	Cacna2d1.Lhx6.Reln	60
GSM2659311	Sst.Pnoc.Calb1.Pvalb	60
GSM2659312	Unknown	60
GSM2659313	Cck.Lmo1.Vip.Crh	60
GSM2659314	Pvalb.C1ql1.Pvalb	60
GSM2659315	Calb2.Cryab	60
GSM2659316	Cck.Lmo1.Npy	60
GSM2659317	Sst.Pnoc.Pvalb	60
GSM2659318	Cacna2d1.Lhx6.Vwa5a	60
GSM2659319	Unknown	60
GSM2659320	Cck.Calca	60
GSM2659321	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659322	Vip.Crh.Pcp4	60
GSM2659323	Unknown	60
GSM2659324	Unknown	60
GSM2659325	Ntng1.Synpr	60
GSM2659326	Calb2.Vip.Nos1	60
GSM2659327	Unknown	60
GSM2659328	Cck.Lmo1.Vip.Tac2	60
GSM2659329	Cck.Cxcl14.Slc17a8	60
GSM2659330	Pvalb.C1ql1.Cpne5	60
GSM2659331	Pvalb.C1ql1.Pvalb	60
GSM2659332	Cacna2d1.Lhx6.Reln	60
GSM2659333	Unknown	60
GSM2659334	Unknown	60
GSM2659335	Unknown	60
GSM2659336	Pvalb.Tac1.Akr1c18	60
GSM2659337	Ntng1.Synpr	60
GSM2659338	Cck.Cxcl14.Slc17a8	60
GSM2659339	Unknown	60
GSM2659340	Cck.Lmo1.Vip.Tac2	60
GSM2659341	Unknown	60
GSM2659342	Unknown	60
GSM2659343	Sst.Pnoc.Calb1.Pvalb	60
GSM2659344	Cck.Cxcl14.Calb1.Kctd12	60
GSM2659345	Sst.Npy.Cort	60
GSM2659346	Unknown	60
GSM2659347	Cck.Lypd1	60
GSM2659348	Cacna2d1.Ndnf.Npy	60
GSM2659349	Sst.Pnoc.Calb1.Pvalb	60
GSM2659350	Calb2.Vip.Gpd1	60
GSM2659351	Ntng1.Chrm2	60
GSM2659352	Unknown	60
GSM2659353	Calb2.Vip.Gpd1	60
GSM2659354	Pvalb.Tac1.Nr4a2	60
GSM2659355	Unknown	60
GSM2659356	Unknown	60
GSM2659357	Cacna2d1.Lhx6.Reln	60
GSM2659358	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659359	Cacna2d1.Lhx6.Reln	60
GSM2659360	Cacna2d1.Lhx6.Reln	60
GSM2659361	Cck.Sema5a	60
GSM2659362	Ntng1.Chrm2	60
GSM2659363	Sst.Npy.Zbtb20	60
GSM2659364	Cck.Cxcl14.Vip	60
GSM2659365	Unknown	60
GSM2659366	Cck.Lmo1.Vip.Fam19a2	60
GSM2659367	Pvalb.Tac1.Syt2	60
GSM2659368	Sst.Npy.Serpine2	60
GSM2659369	Ntng1.Chrm2	60
GSM2659370	Unknown	60
GSM2659371	Unknown	60
GSM2659372	Sst.Npy.Mgat4c	60
GSM2659373	Unknown	60
GSM2659374	Pvalb.C1ql1.Npy	60
GSM2659375	Unknown	60
GSM2659376	Unknown	60
GSM2659377	Unknown	60
GSM2659378	Unknown	60
GSM2659379	Pvalb.Tac1.Akr1c18	60
GSM2659380	Pvalb.C1ql1.Cpne5	60
GSM2659381	Cck.Cxcl14.Slc17a8	60
GSM2659382	Unknown	60
GSM2659383	Unknown	60
GSM2659384	Sst.Erbb4.Rgs10	60
GSM2659385	Unknown	60
GSM2659386	Cck.Lmo1.Vip.Fam19a2	60
GSM2659387	Ntng1.Rgs10	60
GSM2659388	Cacna2d1.Lhx6.Reln	60
GSM2659389	Cacna2d1.Lhx6.Reln	60
GSM2659390	Cck.Cxcl14.Calb1.Kctd12	60
GSM2659391	Unknown	60
GSM2659392	Unknown	60
GSM2659393	Cacna2d1.Lhx6.Vwa5a	60
GSM2659394	Sst.Npy.Serpine2	60
GSM2659395	Pvalb.Tac1.Sst	60
GSM2659396	Pvalb.C1ql1.Npy	60
GSM2659397	Unknown	60
GSM2659398	Cck.Cxcl14.Slc17a8	60
GSM2659399	Sst.Pnoc.Pvalb	60
GSM2659400	Unknown	60
GSM2659401	Cck.Sema5a	60
GSM2659402	Unknown	60
GSM2659403	Calb2.Vip.Gpd1	60
GSM2659404	Sst.Npy.Serpine2	60
GSM2659405	Pvalb.Tac1.Sst	60
GSM2659406	Unknown	60
GSM2659407	Sst.Pnoc.Pvalb	60
GSM2659408	Unknown	60
GSM2659409	Cck.Cxcl14.Vip	60
GSM2659410	Cck.Lmo1.Npy	60
GSM2659411	Sst.Npy.Serpine2	60
GSM2659412	Unknown	60
GSM2659413	Calb2.Vip.Igfbp4	60
GSM2659414	Unknown	60
GSM2659415	Cacna2d1.Ndnf.Cxcl14	60
GSM2659416	Unknown	60
GSM2659417	Unknown	60
GSM2659418	Sst.Npy.Mgat4c	60
GSM2659419	Sst.Pnoc.Calb1.Pvalb	60
GSM2659420	Sst.Npy.Serpine2	60
GSM2659421	Sst.Pnoc.Pvalb	60
GSM2659422	Cacna2d1.Lhx6.Reln	60
GSM2659423	Pvalb.Tac1.Akr1c18	60
GSM2659424	Unknown	60
GSM2659425	Sst.Npy.Serpine2	60
GSM2659426	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659427	Calb2.Cntnap5a.Rspo3	60
GSM2659428	Pvalb.C1ql1.Pvalb	60
GSM2659429	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659430	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659431	Ntng1.Rgs10	60
GSM2659432	Unknown	60
GSM2659433	Sst.Npy.Mgat4c	60
GSM2659434	Pvalb.C1ql1.Pvalb	60
GSM2659435	Unknown	60
GSM2659436	Pvalb.Tac1.Nr4a2	60
GSM2659437	Cacna2d1.Lhx6.Reln	60
GSM2659438	Unknown	60
GSM2659439	Unknown	60
GSM2659440	Sst.Npy.Serpine2	60
GSM2659441	Pvalb.Tac1.Akr1c18	60
GSM2659442	Unknown	60
GSM2659443	Unknown	60
GSM2659444	Unknown	60
GSM2659445	Sst.Nos1	60
GSM2659446	Cck.Sema5a	60
GSM2659447	Calb2.Vip.Gpd1	60
GSM2659448	Cck.Cxcl14.Slc17a8	60
GSM2659449	Unknown	60
GSM2659450	Cacna2d1.Lhx6.Reln	60
GSM2659451	Unknown	60
GSM2659452	Unknown	60
GSM2659453	Unknown	60
GSM2659454	Sst.Pnoc.Calb1.Pvalb	60
GSM2659455	Cck.Lmo1.Vip.Tac2	60
GSM2659456	Calb2.Vip.Igfbp4	60
GSM2659457	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659458	Sst.Pnoc.Pvalb	60
GSM2659459	Ntng1.Rgs10	60
GSM2659460	Unknown	60
GSM2659461	Unknown	60
GSM2659462	Pvalb.Tac1.Nr4a2	60
GSM2659463	Unknown	60
GSM2659464	Calb2.Vip.Gpd1	60
GSM2659465	Pvalb.Tac1.Sst	60
GSM2659466	Cacna2d1.Lhx6.Reln	60
GSM2659467	Cck.Cxcl14.Calb1.Kctd12	60
GSM2659468	Pvalb.C1ql1.Pvalb	60
GSM2659469	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659470	Sst.Pnoc.Calb1.Pvalb	60
GSM2659471	Unknown	60
GSM2659472	Unknown	60
GSM2659473	Sst.Nos1	60
GSM2659474	Unknown	60
GSM2659475	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659476	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659477	Unknown	60
GSM2659478	Cacna2d1.Ndnf.Cxcl14	60
GSM2659479	Unknown	60
GSM2659480	Sst.Npy.Zbtb20	60
GSM2659481	Cacna2d1.Lhx6.Reln	60
GSM2659482	Unknown	60
GSM2659483	Ntng1.Synpr	60
GSM2659484	Unknown	60
GSM2659485	Cck.Cxcl14.Calb1.Tnfaip8l3	60
GSM2659486	Sst.Erbb4.Th	60
GSM2659487	Calb2.Vip.Igfbp4	60
GSM2659488	Sst.Pnoc.Calb1.Igfbp5	60
GSM2659489	Sst.Npy.Mgat4c	60
GSM2659490	Pvalb.C1ql1.Cpne5	60
GSM2659491	Unknown	60
GSM2659492	Unknown	60
GSM2659493	Cck.Lmo1.Vip.Crh	60
GSM2659494	Calb2.Vip.Igfbp4	60
GSM2659495	Cck.Cxcl14.Calb1.Igfbp5	60
GSM2659496	Cck.Sema5a	60
GSM2659497	Unknown	60
GSM2659498	Sst.Pnoc.Pvalb	60
GSM2659499	Unknown	60
GSM2659500	Unknown	60
GSM2659501	Cck.Cxcl14.Vip	60
GSM2659502	Sst.Pnoc.Pvalb	60
GSM2659503	Sst.Erbb4.Crh	60
