Cell	CellType	Age
GSM2657625	Unknown	27
GSM2657626	Unknown	27
GSM2657627	Pvalb.Tac1.Syt2	27
GSM2657628	Unknown	27
GSM2657629	Unknown	27
GSM2657630	Unknown	27
GSM2657631	Unknown	27
GSM2657632	Unknown	27
GSM2657633	Unknown	27
GSM2657634	Vip.Crh.Pcp4	27
GSM2657635	Sst.Npy.Serpine2	27
GSM2657636	Unknown	27
GSM2657637	Unknown	27
GSM2657638	Unknown	27
GSM2657639	Unknown	27
GSM2657640	Cacna2d1.Lhx6.Reln	27
GSM2657641	Sst.Pnoc.Pvalb	27
GSM2657642	Unknown	27
GSM2657643	Unknown	27
GSM2657644	Unknown	27
GSM2657645	Unknown	27
GSM2657646	Unknown	27
GSM2657647	Unknown	27
GSM2657648	Pvalb.Tac1.Akr1c18	27
GSM2657649	Unknown	27
GSM2657650	Unknown	27
GSM2657651	Unknown	27
GSM2657652	Unknown	27
GSM2657653	Unknown	27
GSM2657654	Unknown	27
GSM2657655	Unknown	27
GSM2657656	Unknown	27
GSM2657657	Unknown	27
GSM2657658	Unknown	27
GSM2657659	Unknown	27
GSM2657660	Unknown	27
GSM2657661	Unknown	27
GSM2657662	Unknown	27
GSM2657663	Sst.Erbb4.Rgs10	27
GSM2657664	Unknown	27
GSM2657665	Sst.Erbb4.Crh	27
GSM2657666	Unknown	27
GSM2657667	Unknown	27
GSM2657668	Cck.Sema5a	27
GSM2657669	Unknown	27
GSM2657670	Unknown	27
GSM2657671	Sst.Npy.Serpine2	27
GSM2657672	Unknown	27
GSM2657673	Pvalb.C1ql1.Pvalb	27
GSM2657674	Unknown	27
GSM2657675	Calb2.Cryab	27
GSM2657676	Unknown	27
GSM2657677	Unknown	27
GSM2657678	Unknown	27
GSM2657679	Unknown	27
GSM2657680	Unknown	27
GSM2657681	Unknown	27
GSM2657682	Unknown	27
GSM2657683	Unknown	27
GSM2657684	Calb2.Cntnap5a.Rspo3	27
GSM2657685	Unknown	27
GSM2657686	Unknown	27
GSM2657687	Unknown	27
GSM2657688	Unknown	27
GSM2657689	Unknown	27
GSM2657690	Unknown	27
GSM2657691	Unknown	27
GSM2657692	Unknown	27
GSM2657693	Unknown	27
GSM2657694	Unknown	27
GSM2657695	Unknown	27
GSM2657696	Unknown	27
GSM2657697	Unknown	27
GSM2657698	Unknown	27
GSM2657699	Unknown	27
GSM2657700	Unknown	27
GSM2657701	Sst.Pnoc.Calb1.Igfbp5	27
GSM2657702	Unknown	27
GSM2657703	Unknown	27
GSM2657704	Unknown	27
GSM2657705	Unknown	27
GSM2657706	Unknown	27
GSM2657707	Unknown	27
GSM2657708	Unknown	27
GSM2657709	Unknown	27
GSM2657710	Unknown	27
GSM2657711	Unknown	27
GSM2657712	Unknown	27
GSM2657713	Unknown	27
GSM2657714	Unknown	27
GSM2657715	Unknown	27
GSM2657716	Unknown	27
GSM2657717	Unknown	27
GSM2657718	Unknown	27
GSM2657719	Unknown	27
GSM2657720	Unknown	27
GSM2657721	Unknown	27
GSM2657722	Unknown	27
GSM2657723	Unknown	27
GSM2657724	Unknown	27
GSM2657725	Unknown	27
GSM2657726	Unknown	27
GSM2657727	Unknown	27
GSM2657728	Unknown	27
GSM2657729	Pvalb.C1ql1.Cpne5	27
GSM2657730	Unknown	27
GSM2657731	Calb2.Cntnap5a.Vip	27
GSM2657732	Unknown	27
GSM2657733	Calb2.Cntnap5a.Igfbp6	27
GSM2657734	Unknown	27
GSM2657735	Unknown	27
GSM2657736	Unknown	27
GSM2657737	Unknown	27
GSM2657738	Unknown	27
GSM2657739	Unknown	27
GSM2657740	Unknown	27
GSM2657741	Unknown	27
GSM2657742	Unknown	27
GSM2657743	Unknown	27
GSM2657744	Unknown	27
GSM2657745	Unknown	27
GSM2657746	Unknown	27
GSM2657747	Unknown	27
GSM2657748	Unknown	27
GSM2657749	Unknown	27
GSM2657750	Unknown	27
GSM2657751	Unknown	27
GSM2657752	Unknown	27
GSM2657753	Unknown	27
GSM2657754	Pvalb.Tac1.Sst	27
GSM2657755	Unknown	27
GSM2657756	Unknown	27
GSM2657757	Unknown	27
GSM2657758	Unknown	27
GSM2657759	Unknown	27
GSM2657760	Unknown	27
GSM2657761	Unknown	27
GSM2657762	Unknown	27
GSM2657763	Unknown	27
GSM2657764	Unknown	27
GSM2657765	Unknown	27
GSM2657766	Unknown	27
GSM2657767	Unknown	27
GSM2657768	Unknown	27
GSM2657769	Cacna2d1.Lhx6.Vwa5a	27
GSM2657770	Unknown	27
GSM2657771	Unknown	27
GSM2657772	Unknown	27
GSM2657773	Unknown	27
GSM2657774	Unknown	27
GSM2657775	Unknown	27
GSM2657776	Unknown	27
GSM2657777	Unknown	27
GSM2657778	Unknown	27
GSM2657779	Unknown	27
GSM2657780	Vip.Crh.Pcp4	27
GSM2657781	Ntng1.Chrm2	27
GSM2657782	Vip.Crh.Pcp4	27
GSM2657783	Sst.Pnoc.Calb1.Igfbp5	27
GSM2657784	Unknown	27
GSM2657785	Unknown	27
GSM2657786	Unknown	27
GSM2657787	Unknown	27
GSM2657788	Unknown	27
GSM2657789	Unknown	27
GSM2657790	Unknown	27
GSM2657791	Unknown	27
GSM2657792	Unknown	27
GSM2657793	Unknown	27
GSM2657794	Unknown	27
GSM2657795	Unknown	27
GSM2657796	Pvalb.Tac1.Sst	27
GSM2657797	Unknown	27
GSM2657798	Unknown	27
GSM2657799	Calb2.Cntnap5a.Vip	27
GSM2657800	Unknown	27
GSM2657801	Unknown	27
GSM2657802	Unknown	27
GSM2657803	Unknown	27
GSM2657804	Unknown	27
GSM2657805	Unknown	27
GSM2657806	Unknown	27
GSM2657807	Unknown	27
GSM2657808	Unknown	27
GSM2657809	Unknown	27
GSM2657810	Cck.Cxcl14.Calb1.Tnfaip8l3	27
GSM2657811	Pvalb.Tac1.Sst	27
GSM2657812	Unknown	27
GSM2657813	Unknown	27
GSM2657814	Unknown	27
GSM2657815	Pvalb.Tac1.Syt2	27
GSM2657816	Unknown	27
GSM2657817	Unknown	27
GSM2657818	Unknown	27
GSM2657819	Unknown	27
GSM2657820	Sst.Npy.Serpine2	27
GSM2657821	Unknown	27
GSM2657822	Unknown	27
GSM2657823	Unknown	27
GSM2657824	Unknown	27
GSM2657825	Unknown	27
GSM2657826	Pvalb.Tac1.Akr1c18	27
GSM2657827	Unknown	27
GSM2657828	Unknown	27
GSM2657829	Cck.Calca	27
GSM2657830	Sst.Npy.Cort	27
GSM2657831	Unknown	27
GSM2657832	Unknown	27
GSM2657833	Unknown	27
GSM2657834	Unknown	27
GSM2657835	Sst.Pnoc.Pvalb	27
GSM2657836	Unknown	27
GSM2657837	Unknown	27
GSM2657838	Unknown	27
GSM2657839	Unknown	27
GSM2657840	Unknown	27
GSM2657841	Unknown	27
GSM2657842	Unknown	27
GSM2657843	Unknown	27
GSM2657844	Unknown	27
GSM2657845	Cck.Calca	27
GSM2657846	Unknown	27
GSM2657847	Unknown	27
GSM2657848	Unknown	27
GSM2657849	Unknown	27
GSM2657850	Unknown	27
GSM2657851	Ntng1.Chrm2	27
GSM2657852	Unknown	27
GSM2657853	Unknown	27
GSM2657854	Unknown	27
GSM2657855	Unknown	27
GSM2657856	Unknown	27
GSM2657857	Unknown	27
GSM2657858	Unknown	27
GSM2657859	Unknown	27
GSM2657860	Pvalb.C1ql1.Pvalb	27
GSM2657861	Unknown	27
GSM2657862	Unknown	27
GSM2657863	Unknown	27
GSM2657864	Unknown	27
GSM2657865	Unknown	27
GSM2657866	Unknown	27
GSM2657867	Unknown	27
GSM2657868	Unknown	27
GSM2657869	Cacna2d1.Ndnf.Cxcl14	27
GSM2657870	Unknown	27
GSM2657871	Unknown	27
GSM2657872	Unknown	27
GSM2657873	Unknown	27
GSM2657874	Unknown	27
GSM2657875	Unknown	27
GSM2657876	Unknown	27
GSM2657877	Unknown	27
GSM2657878	Unknown	27
GSM2657879	Unknown	27
GSM2657880	Unknown	27
GSM2657881	Unknown	27
GSM2657882	Unknown	27
GSM2657883	Unknown	27
GSM2657884	Unknown	27
GSM2657885	Unknown	27
GSM2657886	Unknown	27
GSM2657887	Unknown	27
GSM2657888	Cacna2d1.Ndnf.Rgs10	27
GSM2657889	Unknown	27
GSM2657890	Unknown	27
GSM2657891	Unknown	27
GSM2657892	Unknown	27
GSM2657893	Unknown	27
GSM2657894	Unknown	27
GSM2657895	Unknown	27
GSM2657896	Unknown	27
GSM2657897	Unknown	27
GSM2657898	Unknown	27
GSM2657899	Unknown	27
GSM2657900	Unknown	27
GSM2657901	Unknown	27
GSM2657902	Unknown	27
GSM2657903	Unknown	27
GSM2657904	Unknown	27
GSM2657905	Unknown	27
GSM2657906	Unknown	27
GSM2657907	Unknown	27
GSM2657908	Sst.Npy.Zbtb20	27
GSM2657909	Unknown	27
GSM2657910	Unknown	27
GSM2657911	Unknown	27
GSM2657912	Unknown	27
GSM2657913	Calb2.Vip.Gpd1	27
GSM2657914	Unknown	27
GSM2657915	Unknown	27
GSM2657916	Unknown	27
GSM2657917	Unknown	27
GSM2657918	Unknown	27
GSM2657919	Unknown	27
GSM2657920	Unknown	27
GSM2657921	Unknown	27
GSM2657922	Unknown	27
GSM2657923	Unknown	27
GSM2657924	Unknown	27
GSM2657925	Sst.Erbb4.Th	27
GSM2657926	Calb2.Vip.Nos1	27
GSM2657927	Unknown	27
GSM2657928	Unknown	27
GSM2657929	Unknown	27
GSM2657930	Vip.Crh.Pcp4	27
GSM2657931	Unknown	27
GSM2657932	Unknown	27
GSM2657933	Cacna2d1.Lhx6.Reln	27
GSM2657934	Vip.Crh.Pcp4	27
GSM2657935	Sst.Npy.Serpine2	27
GSM2657936	Unknown	27
GSM2657937	Unknown	27
GSM2657938	Unknown	27
GSM2657939	Unknown	27
GSM2657940	Unknown	27
GSM2657941	Unknown	27
GSM2657942	Cck.Lmo1.Vip.Fam19a2	27
GSM2657943	Calb2.Vip.Igfbp4	27
GSM2657944	Sst.Pnoc.Pvalb	27
GSM2657945	Unknown	27
GSM2657946	Cck.Lmo1.Vip.Fam19a2	27
GSM2657947	Unknown	27
GSM2657948	Unknown	27
GSM2657949	Unknown	27
GSM2657950	Cck.Cxcl14.Slc17a8	27
GSM2657951	Unknown	27
GSM2657952	Unknown	27
GSM2657953	Unknown	27
GSM2657954	Unknown	27
GSM2657955	Unknown	27
GSM2657956	Unknown	27
GSM2657957	Unknown	27
GSM2657958	Unknown	27
GSM2657959	Sst.Npy.Serpine2	27
GSM2657960	Unknown	27
GSM2657961	Pvalb.C1ql1.Cpne5	27
GSM2657962	Unknown	27
GSM2657963	Unknown	27
GSM2657964	Unknown	27
GSM2657965	Unknown	27
GSM2657966	Cacna2d1.Ndnf.Cxcl14	27
GSM2657967	Unknown	27
GSM2657968	Unknown	27
GSM2657969	Unknown	27
GSM2657970	Unknown	27
GSM2657971	Unknown	27
GSM2657972	Unknown	27
GSM2657973	Unknown	27
GSM2657974	Unknown	27
GSM2657975	Unknown	27
GSM2657976	Unknown	27
GSM2657977	Unknown	27
GSM2657978	Unknown	27
GSM2657979	Unknown	27
GSM2657980	Unknown	27
GSM2657981	Unknown	27
GSM2657982	Unknown	27
GSM2657983	Cck.Lypd1	27
GSM2657984	Unknown	27
GSM2657985	Unknown	27
GSM2657986	Unknown	27
GSM2657987	Unknown	27
GSM2657988	Unknown	27
GSM2657989	Pvalb.Tac1.Syt2	27
GSM2657990	Unknown	27
GSM2657991	Unknown	27
GSM2657992	Unknown	27
GSM2657993	Unknown	27
GSM2657994	Unknown	27
GSM2657995	Unknown	27
GSM2657996	Sst.Npy.Cort	27
GSM2657997	Unknown	27
GSM2657998	Unknown	27
GSM2657999	Unknown	27
GSM2658000	Unknown	27
GSM2658001	Unknown	27
GSM2658002	Unknown	27
GSM2658003	Unknown	27
GSM2658004	Unknown	27
GSM2658005	Unknown	27
GSM2658006	Unknown	27
GSM2658007	Unknown	27
GSM2658008	Unknown	27
GSM2658009	Unknown	27
GSM2658010	Unknown	27
GSM2658011	Unknown	27
GSM2658012	Unknown	27
GSM2658013	Unknown	27
GSM2658014	Unknown	27
GSM2658015	Unknown	27
GSM2658016	Unknown	27
GSM2658017	Sst.Npy.Serpine2	27
GSM2658018	Unknown	27
GSM2658019	Cck.Cxcl14.Vip	27
GSM2658020	Unknown	27
GSM2658021	Unknown	27
GSM2658022	Unknown	27
GSM2658023	Unknown	27
GSM2658024	Unknown	27
GSM2658025	Unknown	27
GSM2658026	Unknown	27
GSM2658027	Sst.Npy.Zbtb20	27
GSM2658028	Unknown	27
GSM2658029	Unknown	27
GSM2658030	Unknown	27
GSM2658031	Unknown	27
GSM2658032	Unknown	27
GSM2658033	Unknown	27
GSM2658034	Unknown	27
GSM2658035	Unknown	27
GSM2658036	Unknown	27
GSM2658037	Unknown	27
GSM2658038	Unknown	27
GSM2658039	Unknown	27
GSM2658040	Unknown	27
GSM2658041	Unknown	27
GSM2658042	Unknown	27
GSM2658043	Unknown	27
GSM2658044	Unknown	27
GSM2658045	Pvalb.C1ql1.Npy	27
GSM2658046	Unknown	27
GSM2658047	Unknown	27
GSM2658048	Pvalb.C1ql1.Pvalb	27
GSM2658049	Unknown	27
GSM2658050	Ntng1.Chrm2	27
GSM2658051	Unknown	27
GSM2658052	Cacna2d1.Lhx6.Reln	27
GSM2658053	Cacna2d1.Lhx6.Reln	27
GSM2658054	Unknown	27
GSM2658055	Unknown	27
GSM2658056	Unknown	27
GSM2658057	Unknown	27
GSM2658058	Unknown	27
GSM2658059	Unknown	27
GSM2658060	Unknown	27
GSM2658061	Unknown	27
GSM2658062	Unknown	27
GSM2658063	Sst.Npy.Zbtb20	27
GSM2658064	Unknown	27
GSM2658065	Unknown	27
GSM2658066	Unknown	27
GSM2658067	Unknown	27
GSM2658068	Unknown	27
GSM2658069	Unknown	27
GSM2658070	Unknown	27
GSM2658071	Unknown	27
GSM2658072	Unknown	27
GSM2658073	Unknown	27
GSM2658074	Unknown	27
GSM2658075	Unknown	27
GSM2658076	Unknown	27
GSM2658077	Unknown	27
GSM2658078	Unknown	27
GSM2658079	Unknown	27
GSM2658080	Unknown	27
GSM2658081	Unknown	27
GSM2658082	Unknown	27
GSM2658083	Unknown	27
GSM2658084	Unknown	27
GSM2658085	Unknown	27
GSM2658086	Unknown	27
GSM2658087	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658088	Unknown	27
GSM2658089	Unknown	27
GSM2658090	Unknown	27
GSM2658091	Unknown	27
GSM2658092	Unknown	27
GSM2658093	Unknown	27
GSM2658094	Unknown	27
GSM2658095	Ntng1.Chrm2	27
GSM2658096	Pvalb.C1ql1.Pvalb	27
GSM2658097	Unknown	27
GSM2658098	Unknown	27
GSM2658099	Unknown	27
GSM2658100	Unknown	27
GSM2658101	Cacna2d1.Lhx6.Reln	27
GSM2658102	Unknown	27
GSM2658103	Unknown	27
GSM2658104	Cacna2d1.Lhx6.Vwa5a	27
GSM2658105	Unknown	27
GSM2658106	Unknown	27
GSM2658107	Unknown	27
GSM2658108	Unknown	27
GSM2658109	Sst.Pnoc.Calb1.Pvalb	27
GSM2658110	Unknown	27
GSM2658111	Unknown	27
GSM2658112	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658113	Unknown	27
GSM2658114	Vip.Crh.C1ql1	27
GSM2658115	Unknown	27
GSM2658116	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658117	Unknown	27
GSM2658118	Unknown	27
GSM2658119	Calb2.Vip.Gpd1	27
GSM2658120	Unknown	27
GSM2658121	Unknown	27
GSM2658122	Unknown	27
GSM2658123	Unknown	27
GSM2658124	Pvalb.Tac1.Syt2	27
GSM2658125	Unknown	27
GSM2658126	Unknown	27
GSM2658127	Unknown	27
GSM2658128	Unknown	27
GSM2658129	Unknown	27
GSM2658130	Unknown	27
GSM2658131	Calb2.Cntnap5a.Vip	27
GSM2658132	Unknown	27
GSM2658133	Unknown	27
GSM2658134	Unknown	27
GSM2658135	Unknown	27
GSM2658136	Unknown	27
GSM2658137	Unknown	27
GSM2658138	Unknown	27
GSM2658139	Unknown	27
GSM2658140	Unknown	27
GSM2658141	Unknown	27
GSM2658142	Unknown	27
GSM2658143	Sst.Pnoc.Pvalb	27
GSM2658144	Unknown	27
GSM2658145	Unknown	27
GSM2658146	Unknown	27
GSM2658147	Unknown	27
GSM2658148	Unknown	27
GSM2658149	Sst.Erbb4.Crh	27
GSM2658150	Unknown	27
GSM2658151	Unknown	27
GSM2658152	Unknown	27
GSM2658153	Unknown	27
GSM2658154	Cacna2d1.Lhx6.Reln	27
GSM2658155	Unknown	27
GSM2658156	Unknown	27
GSM2658157	Unknown	27
GSM2658158	Unknown	27
GSM2658159	Unknown	27
GSM2658160	Unknown	27
GSM2658161	Unknown	27
GSM2658162	Unknown	27
GSM2658163	Unknown	27
GSM2658164	Unknown	27
GSM2658165	Unknown	27
GSM2658166	Cck.Cxcl14.Calb1.Tnfaip8l3	27
GSM2658167	Unknown	27
GSM2658168	Unknown	27
GSM2658169	Unknown	27
GSM2658170	Unknown	27
GSM2658171	Unknown	27
GSM2658172	Unknown	27
GSM2658173	Unknown	27
GSM2658174	Unknown	27
GSM2658175	Unknown	27
GSM2658176	Unknown	27
GSM2658177	Unknown	27
GSM2658178	Unknown	27
GSM2658179	Unknown	27
GSM2658180	Unknown	27
GSM2658181	Unknown	27
GSM2658182	Unknown	27
GSM2658183	Unknown	27
GSM2658184	Unknown	27
GSM2658185	Unknown	27
GSM2658186	Unknown	27
GSM2658187	Unknown	27
GSM2658188	Cacna2d1.Lhx6.Vwa5a	27
GSM2658189	Unknown	27
GSM2658190	Unknown	27
GSM2658191	Calb2.Vip.Igfbp4	27
GSM2658192	Unknown	27
GSM2658193	Unknown	27
GSM2658194	Unknown	27
GSM2658195	Unknown	27
GSM2658196	Unknown	27
GSM2658197	Unknown	27
GSM2658198	Unknown	27
GSM2658199	Cck.Lmo1.Vip.Fam19a2	27
GSM2658200	Unknown	27
GSM2658201	Unknown	27
GSM2658202	Sst.Npy.Mgat4c	27
GSM2658203	Unknown	27
GSM2658204	Unknown	27
GSM2658205	Unknown	27
GSM2658206	Unknown	27
GSM2658207	Unknown	27
GSM2658208	Calb2.Vip.Gpd1	27
GSM2658209	Unknown	27
GSM2658210	Unknown	27
GSM2658211	Unknown	27
GSM2658212	Unknown	27
GSM2658213	Unknown	27
GSM2658214	Ntng1.Chrm2	27
GSM2658215	Unknown	27
GSM2658216	Unknown	27
GSM2658217	Unknown	27
GSM2658218	Calb2.Cntnap5a.Vip	27
GSM2658219	Unknown	27
GSM2658220	Unknown	27
GSM2658221	Unknown	27
GSM2658222	Unknown	27
GSM2658223	Unknown	27
GSM2658224	Unknown	27
GSM2658225	Calb2.Cryab	27
GSM2658226	Sst.Npy.Cort	27
GSM2658227	Unknown	27
GSM2658228	Unknown	27
GSM2658229	Unknown	27
GSM2658230	Unknown	27
GSM2658231	Unknown	27
GSM2658232	Cck.Sema5a	27
GSM2658233	Unknown	27
GSM2658234	Unknown	27
GSM2658235	Unknown	27
GSM2658236	Unknown	27
GSM2658237	Unknown	27
GSM2658238	Unknown	27
GSM2658239	Unknown	27
GSM2658240	Unknown	27
GSM2658241	Unknown	27
GSM2658242	Unknown	27
GSM2658243	Unknown	27
GSM2658244	Unknown	27
GSM2658245	Pvalb.Tac1.Syt2	27
GSM2658246	Unknown	27
GSM2658247	Unknown	27
GSM2658248	Sst.Nos1	27
GSM2658249	Unknown	27
GSM2658250	Unknown	27
GSM2658251	Unknown	27
GSM2658252	Unknown	27
GSM2658253	Cacna2d1.Ndnf.Cxcl14	27
GSM2658254	Unknown	27
GSM2658255	Unknown	27
GSM2658256	Unknown	27
GSM2658257	Sst.Pnoc.Pvalb	27
GSM2658258	Calb2.Vip.Gpd1	27
GSM2658259	Unknown	27
GSM2658260	Unknown	27
GSM2658261	Unknown	27
GSM2658262	Unknown	27
GSM2658263	Unknown	27
GSM2658264	Cck.Sema5a	27
GSM2658265	Unknown	27
GSM2658266	Unknown	27
GSM2658267	Unknown	27
GSM2658268	Unknown	27
GSM2658269	Unknown	27
GSM2658270	Unknown	27
GSM2658271	Calb2.Vip.Gpd1	27
GSM2658272	Unknown	27
GSM2658273	Unknown	27
GSM2658274	Sst.Pnoc.Pvalb	27
GSM2658275	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658276	Unknown	27
GSM2658277	Unknown	27
GSM2658278	Unknown	27
GSM2658279	Unknown	27
GSM2658280	Unknown	27
GSM2658281	Unknown	27
GSM2658282	Unknown	27
GSM2658283	Unknown	27
GSM2658284	Unknown	27
GSM2658285	Sst.Npy.Serpine2	27
GSM2658286	Unknown	27
GSM2658287	Unknown	27
GSM2658288	Unknown	27
GSM2658289	Unknown	27
GSM2658290	Unknown	27
GSM2658291	Unknown	27
GSM2658292	Unknown	27
GSM2658293	Unknown	27
GSM2658294	Unknown	27
GSM2658295	Cacna2d1.Lhx6.Reln	27
GSM2658296	Unknown	27
GSM2658297	Unknown	27
GSM2658298	Unknown	27
GSM2658299	Unknown	27
GSM2658300	Cacna2d1.Lhx6.Reln	27
GSM2658301	Unknown	27
GSM2658302	Unknown	27
GSM2658303	Unknown	27
GSM2658304	Unknown	27
GSM2658305	Unknown	27
GSM2658306	Cacna2d1.Lhx6.Vwa5a	27
GSM2658307	Unknown	27
GSM2658308	Unknown	27
GSM2658309	Unknown	27
GSM2658310	Unknown	27
GSM2658311	Unknown	27
GSM2658312	Cacna2d1.Lhx6.Vwa5a	27
GSM2658313	Unknown	27
GSM2658314	Unknown	27
GSM2658315	Unknown	27
GSM2658316	Unknown	27
GSM2658317	Unknown	27
GSM2658318	Unknown	27
GSM2658319	Unknown	27
GSM2658320	Unknown	27
GSM2658321	Unknown	27
GSM2658322	Unknown	27
GSM2658323	Unknown	27
GSM2658324	Unknown	27
GSM2658325	Unknown	27
GSM2658326	Unknown	27
GSM2658327	Unknown	27
GSM2658328	Unknown	27
GSM2658329	Unknown	27
GSM2658330	Unknown	27
GSM2658331	Unknown	27
GSM2658332	Unknown	27
GSM2658333	Unknown	27
GSM2658334	Cacna2d1.Lhx6.Reln	27
GSM2658335	Unknown	27
GSM2658336	Unknown	27
GSM2658337	Unknown	27
GSM2658338	Unknown	27
GSM2658339	Cacna2d1.Lhx6.Reln	27
GSM2658340	Unknown	27
GSM2658341	Unknown	27
GSM2658342	Unknown	27
GSM2658343	Unknown	27
GSM2658344	Unknown	27
GSM2658345	Unknown	27
GSM2658346	Unknown	27
GSM2658347	Calb2.Vip.Nos1	27
GSM2658348	Unknown	27
GSM2658349	Unknown	27
GSM2658350	Unknown	27
GSM2658351	Unknown	27
GSM2658352	Unknown	27
GSM2658353	Unknown	27
GSM2658354	Unknown	27
GSM2658355	Unknown	27
GSM2658356	Unknown	27
GSM2658357	Unknown	27
GSM2658358	Unknown	27
GSM2658359	Unknown	27
GSM2658360	Unknown	27
GSM2658361	Unknown	27
GSM2658362	Unknown	27
GSM2658363	Pvalb.Tac1.Syt2	27
GSM2658364	Cacna2d1.Lhx6.Reln	27
GSM2658365	Sst.Npy.Serpine2	27
GSM2658366	Unknown	27
GSM2658367	Unknown	27
GSM2658368	Unknown	27
GSM2658369	Cacna2d1.Lhx6.Reln	27
GSM2658370	Vip.Crh.C1ql1	27
GSM2658371	Unknown	27
GSM2658372	Unknown	27
GSM2658373	Unknown	27
GSM2658374	Unknown	27
GSM2658375	Cacna2d1.Ndnf.Npy	27
GSM2658376	Unknown	27
GSM2658377	Unknown	27
GSM2658378	Unknown	27
GSM2658379	Unknown	27
GSM2658380	Unknown	27
GSM2658381	Unknown	27
GSM2658382	Unknown	27
GSM2658383	Unknown	27
GSM2658384	Unknown	27
GSM2658385	Unknown	27
GSM2658386	Unknown	27
GSM2658387	Unknown	27
GSM2658388	Unknown	27
GSM2658389	Unknown	27
GSM2658390	Unknown	27
GSM2658391	Unknown	27
GSM2658392	Unknown	27
GSM2658393	Unknown	27
GSM2658394	Cck.Cxcl14.Calb1.Tnfaip8l3	27
GSM2658395	Unknown	27
GSM2658396	Unknown	27
GSM2658397	Unknown	27
GSM2658398	Calb2.Cryab	27
GSM2658399	Unknown	27
GSM2658400	Unknown	27
GSM2658401	Unknown	27
GSM2658402	Unknown	27
GSM2658403	Unknown	27
GSM2658404	Unknown	27
GSM2658405	Unknown	27
GSM2658406	Unknown	27
GSM2658407	Unknown	27
GSM2658408	Sst.Npy.Zbtb20	27
GSM2658409	Unknown	27
GSM2658410	Sst.Npy.Serpine2	27
GSM2658411	Unknown	27
GSM2658412	Unknown	27
GSM2658413	Unknown	27
GSM2658414	Unknown	27
GSM2658415	Unknown	27
GSM2658416	Unknown	27
GSM2658417	Unknown	27
GSM2658418	Unknown	27
GSM2658419	Unknown	27
GSM2658420	Unknown	27
GSM2658421	Unknown	27
GSM2658422	Unknown	27
GSM2658423	Unknown	27
GSM2658424	Sst.Npy.Cort	27
GSM2658425	Unknown	27
GSM2658426	Unknown	27
GSM2658427	Unknown	27
GSM2658428	Unknown	27
GSM2658429	Unknown	27
GSM2658430	Unknown	27
GSM2658431	Unknown	27
GSM2658432	Unknown	27
GSM2658433	Unknown	27
GSM2658434	Unknown	27
GSM2658435	Cck.Cxcl14.Slc17a8	27
GSM2658436	Unknown	27
GSM2658437	Unknown	27
GSM2658438	Unknown	27
GSM2658439	Unknown	27
GSM2658440	Unknown	27
GSM2658441	Calb2.Cryab	27
GSM2658442	Unknown	27
GSM2658443	Unknown	27
GSM2658444	Unknown	27
GSM2658445	Sst.Npy.Cort	27
GSM2658446	Unknown	27
GSM2658447	Unknown	27
GSM2658448	Unknown	27
GSM2658449	Unknown	27
GSM2658450	Unknown	27
GSM2658451	Unknown	27
GSM2658452	Unknown	27
GSM2658453	Unknown	27
GSM2658454	Unknown	27
GSM2658455	Unknown	27
GSM2658456	Unknown	27
GSM2658457	Unknown	27
GSM2658458	Unknown	27
GSM2658459	Calb2.Vip.Igfbp4	27
GSM2658460	Unknown	27
GSM2658461	Unknown	27
GSM2658462	Unknown	27
GSM2658463	Cck.Cxcl14.Calb1.Kctd12	27
GSM2658464	Sst.Pnoc.Pvalb	27
GSM2658465	Unknown	27
GSM2658466	Cacna2d1.Ndnf.Rgs10	27
GSM2658467	Unknown	27
GSM2658468	Unknown	27
GSM2658469	Unknown	27
GSM2658470	Unknown	27
GSM2658471	Unknown	27
GSM2658472	Unknown	27
GSM2658473	Unknown	27
GSM2658474	Unknown	27
GSM2658475	Unknown	27
GSM2658476	Unknown	27
GSM2658477	Unknown	27
GSM2658478	Unknown	27
GSM2658479	Vip.Crh.Pcp4	27
GSM2658480	Unknown	27
GSM2658481	Unknown	27
GSM2658482	Unknown	27
GSM2658483	Unknown	27
GSM2658484	Unknown	27
GSM2658485	Unknown	27
GSM2658486	Unknown	27
GSM2658487	Cacna2d1.Ndnf.Rgs10	27
GSM2658488	Unknown	27
GSM2658489	Unknown	27
GSM2658490	Unknown	27
GSM2658491	Unknown	27
GSM2658492	Unknown	27
GSM2658493	Unknown	27
GSM2658494	Unknown	27
GSM2658495	Unknown	27
GSM2658496	Ntng1.Chrm2	27
GSM2658497	Unknown	27
GSM2658498	Unknown	27
GSM2658499	Sst.Pnoc.Calb1.Igfbp5	27
GSM2658500	Unknown	27
GSM2658501	Unknown	27
GSM2658502	Unknown	27
GSM2658503	Cacna2d1.Lhx6.Reln	27
GSM2658504	Unknown	27
GSM2658505	Unknown	27
GSM2658506	Sst.Pnoc.Pvalb	27
GSM2658507	Sst.Npy.Zbtb20	27
GSM2658508	Unknown	27
GSM2658509	Unknown	27
GSM2658510	Cacna2d1.Ndnf.Npy	27
GSM2658511	Unknown	27
GSM2658512	Unknown	27
GSM2658513	Unknown	27
