Cell	CellType	Gender	Age
GSM1476832	ca1hippocampus	female	24
GSM1476833	ca1hippocampus	female	24
GSM1476834	ca1hippocampus	female	24
GSM1476835	ca1hippocampus	female	24
GSM1476836	ca1hippocampus	female	24
GSM1476837	ca1hippocampus	female	24
GSM1476838	ca1hippocampus	female	24
GSM1476839	ca1hippocampus	female	24
GSM1476840	ca1hippocampus	female	24
GSM1476841	ca1hippocampus	female	24
GSM1476842	ca1hippocampus	female	24
GSM1476843	ca1hippocampus	female	24
GSM1476844	ca1hippocampus	female	24
GSM1476845	ca1hippocampus	female	24
GSM1476846	ca1hippocampus	female	24
GSM1476847	ca1hippocampus	female	24
GSM1476848	ca1hippocampus	female	24
GSM1476849	ca1hippocampus	female	24
GSM1476850	ca1hippocampus	female	24
GSM1476851	ca1hippocampus	female	24
GSM1476852	ca1hippocampus	female	24
GSM1476853	ca1hippocampus	female	24
GSM1476854	ca1hippocampus	female	24
GSM1476855	ca1hippocampus	female	24
GSM1476856	ca1hippocampus	female	24
GSM1476857	ca1hippocampus	female	24
GSM1476858	ca1hippocampus	female	24
GSM1476859	ca1hippocampus	female	24
GSM1476860	ca1hippocampus	female	24
GSM1476861	ca1hippocampus	female	24
GSM1476862	ca1hippocampus	female	24
GSM1476863	ca1hippocampus	female	24
GSM1476864	ca1hippocampus	female	24
GSM1476865	ca1hippocampus	female	24
GSM1476866	ca1hippocampus	female	24
GSM1476867	ca1hippocampus	female	24
GSM1476868	ca1hippocampus	female	24
GSM1476869	ca1hippocampus	female	24
GSM1476870	ca1hippocampus	female	24
GSM1476871	ca1hippocampus	female	24
GSM1476872	ca1hippocampus	female	24
GSM1476873	ca1hippocampus	female	24
GSM1476874	ca1hippocampus	female	24
GSM1476875	ca1hippocampus	female	24
GSM1476876	ca1hippocampus	female	24
GSM1476877	ca1hippocampus	female	24
GSM1476878	ca1hippocampus	female	24
GSM1476879	ca1hippocampus	female	24
GSM1476880	ca1hippocampus	female	24
GSM1476881	ca1hippocampus	female	24
GSM1476882	ca1hippocampus	female	24
GSM1476883	ca1hippocampus	female	24
GSM1476884	ca1hippocampus	female	24
GSM1476885	ca1hippocampus	female	24
GSM1476886	ca1hippocampus	female	24
GSM1476887	ca1hippocampus	female	24
GSM1476888	ca1hippocampus	female	24
GSM1476889	ca1hippocampus	male	26
GSM1476890	ca1hippocampus	male	26
GSM1476891	ca1hippocampus	male	26
GSM1476892	ca1hippocampus	male	26
GSM1476893	ca1hippocampus	male	26
GSM1476894	ca1hippocampus	male	26
GSM1476895	ca1hippocampus	male	26
GSM1476896	ca1hippocampus	male	26
GSM1476897	ca1hippocampus	male	26
GSM1476898	ca1hippocampus	male	26
GSM1476899	ca1hippocampus	male	26
GSM1476900	ca1hippocampus	male	26
GSM1476901	ca1hippocampus	male	26
GSM1476902	ca1hippocampus	male	26
GSM1476903	ca1hippocampus	male	26
GSM1476904	ca1hippocampus	male	26
GSM1476905	ca1hippocampus	male	26
GSM1476906	ca1hippocampus	male	26
GSM1476907	ca1hippocampus	male	26
GSM1476908	ca1hippocampus	male	26
GSM1476909	ca1hippocampus	male	26
GSM1476910	ca1hippocampus	male	26
GSM1476911	ca1hippocampus	male	26
GSM1476912	ca1hippocampus	male	26
GSM1476913	ca1hippocampus	male	26
GSM1476914	ca1hippocampus	male	26
GSM1476915	ca1hippocampus	male	26
GSM1476916	ca1hippocampus	male	26
GSM1476917	ca1hippocampus	male	26
GSM1476918	ca1hippocampus	male	26
GSM1476919	ca1hippocampus	male	26
GSM1476920	ca1hippocampus	male	26
GSM1476921	ca1hippocampus	male	26
GSM1476922	ca1hippocampus	male	26
GSM1476923	ca1hippocampus	male	26
GSM1476924	ca1hippocampus	male	26
GSM1476925	sscortex	female	21
GSM1476926	sscortex	female	21
GSM1476927	sscortex	female	21
GSM1476928	sscortex	female	21
GSM1476929	sscortex	female	21
GSM1476930	sscortex	female	21
GSM1476931	sscortex	female	21
GSM1476932	sscortex	female	21
GSM1476933	sscortex	female	21
GSM1476934	sscortex	female	21
GSM1476935	sscortex	female	21
GSM1476936	sscortex	female	21
GSM1476937	sscortex	female	21
GSM1476938	sscortex	female	21
GSM1476939	sscortex	female	21
GSM1476941	sscortex	female	21
GSM1476942	sscortex	female	21
GSM1476943	sscortex	female	21
GSM1476944	sscortex	female	21
GSM1476945	sscortex	female	21
GSM1476946	sscortex	female	21
GSM1476947	sscortex	female	21
GSM1476948	sscortex	female	21
GSM1476949	sscortex	female	21
GSM1476950	sscortex	female	21
GSM1476951	sscortex	female	21
GSM1476952	sscortex	female	21
GSM1476953	sscortex	female	21
GSM1476954	sscortex	female	21
GSM1476955	sscortex	female	21
GSM1476956	sscortex	female	21
GSM1476957	sscortex	female	21
GSM1476958	sscortex	female	21
GSM1476959	sscortex	female	21
GSM1476960	sscortex	female	21
GSM1476961	sscortex	female	21
GSM1476962	sscortex	female	21
GSM1476963	sscortex	female	21
GSM1476964	sscortex	female	21
GSM1476965	sscortex	female	21
GSM1476966	sscortex	female	21
GSM1476967	sscortex	female	21
GSM1476968	sscortex	female	21
GSM1476969	sscortex	female	21
GSM1476970	sscortex	female	21
GSM1476971	sscortex	female	21
GSM1476972	sscortex	female	21
GSM1476973	sscortex	female	21
GSM1476974	sscortex	female	21
GSM1476975	sscortex	female	21
GSM1476976	sscortex	female	21
GSM1476977	sscortex	female	21
GSM1476978	sscortex	female	21
GSM1476979	sscortex	female	21
GSM1476980	sscortex	female	21
GSM1476981	sscortex	female	21
GSM1476982	sscortex	female	21
GSM1476983	sscortex	female	21
GSM1476984	sscortex	female	21
GSM1476985	sscortex	female	21
GSM1476986	sscortex	female	21
GSM1476987	sscortex	female	21
GSM1476988	sscortex	female	21
GSM1476989	sscortex	female	21
GSM1476990	sscortex	female	21
GSM1476991	sscortex	female	21
GSM1476992	sscortex	male	20
GSM1476993	sscortex	male	20
GSM1476994	sscortex	male	20
GSM1476995	sscortex	male	20
GSM1476996	sscortex	male	20
GSM1476997	sscortex	male	20
GSM1476998	sscortex	male	20
GSM1476999	sscortex	male	20
GSM1477000	sscortex	male	20
GSM1477001	sscortex	male	20
GSM1477002	sscortex	male	20
GSM1477003	sscortex	male	20
GSM1477004	sscortex	male	20
GSM1477005	sscortex	male	20
GSM1477006	sscortex	male	20
GSM1477007	sscortex	male	20
GSM1477008	sscortex	male	20
GSM1477009	sscortex	male	20
GSM1477010	sscortex	male	20
GSM1477011	sscortex	male	20
GSM1477012	sscortex	male	20
GSM1477013	sscortex	male	20
GSM1477014	sscortex	male	20
GSM1477015	sscortex	male	20
GSM1477016	sscortex	male	20
GSM1477017	sscortex	male	20
GSM1477018	sscortex	male	20
GSM1477019	sscortex	male	20
GSM1477020	sscortex	male	20
GSM1477021	sscortex	male	20
GSM1477022	sscortex	male	20
GSM1477023	sscortex	male	20
GSM1477024	sscortex	male	20
GSM1477025	sscortex	male	20
GSM1477026	sscortex	male	20
GSM1477027	sscortex	male	20
GSM1477028	sscortex	male	20
GSM1477029	sscortex	male	20
GSM1477030	sscortex	male	20
GSM1477031	sscortex	male	20
GSM1477032	sscortex	male	20
GSM1477033	sscortex	male	20
GSM1477034	sscortex	male	20
GSM1477035	sscortex	male	20
GSM1477036	ca1hippocampus	female	28
GSM1477037	ca1hippocampus	female	28
GSM1477038	ca1hippocampus	female	28
GSM1477039	ca1hippocampus	female	28
GSM1477040	ca1hippocampus	female	28
GSM1477041	ca1hippocampus	female	28
GSM1477042	ca1hippocampus	female	28
GSM1477043	ca1hippocampus	female	28
GSM1477044	ca1hippocampus	female	28
GSM1477045	ca1hippocampus	female	28
GSM1477046	ca1hippocampus	female	28
GSM1477047	ca1hippocampus	female	28
GSM1477048	ca1hippocampus	female	28
GSM1477049	ca1hippocampus	female	28
GSM1477050	ca1hippocampus	female	28
GSM1477051	ca1hippocampus	female	28
GSM1477052	ca1hippocampus	female	28
GSM1477053	ca1hippocampus	female	28
GSM1477054	ca1hippocampus	female	28
GSM1477055	ca1hippocampus	female	28
GSM1477056	ca1hippocampus	female	28
GSM1477057	ca1hippocampus	female	28
GSM1477058	ca1hippocampus	female	28
GSM1477059	ca1hippocampus	female	28
GSM1477060	ca1hippocampus	female	28
GSM1477061	ca1hippocampus	female	28
GSM1477062	ca1hippocampus	female	28
GSM1477063	ca1hippocampus	female	28
GSM1477064	ca1hippocampus	female	28
GSM1477065	ca1hippocampus	female	28
GSM1477066	ca1hippocampus	female	28
GSM1477067	ca1hippocampus	female	28
GSM1477068	ca1hippocampus	female	28
GSM1477069	ca1hippocampus	female	28
GSM1477070	ca1hippocampus	female	28
GSM1477071	ca1hippocampus	female	28
GSM1477072	ca1hippocampus	female	28
GSM1477073	ca1hippocampus	female	28
GSM1477074	ca1hippocampus	female	28
GSM1477075	ca1hippocampus	female	28
GSM1477076	ca1hippocampus	female	28
GSM1477077	ca1hippocampus	female	28
GSM1477078	ca1hippocampus	female	28
GSM1477079	ca1hippocampus	female	28
GSM1477080	ca1hippocampus	female	28
GSM1477081	ca1hippocampus	female	28
GSM1477082	ca1hippocampus	female	28
GSM1477083	ca1hippocampus	female	28
GSM1477084	ca1hippocampus	female	28
GSM1477085	ca1hippocampus	female	28
GSM1477086	ca1hippocampus	female	28
GSM1477087	ca1hippocampus	female	28
GSM1477088	ca1hippocampus	female	28
GSM1477089	ca1hippocampus	female	28
GSM1477090	ca1hippocampus	female	28
GSM1477091	ca1hippocampus	female	28
GSM1477092	ca1hippocampus	female	28
GSM1477093	ca1hippocampus	female	28
GSM1477094	ca1hippocampus	female	28
GSM1477095	ca1hippocampus	female	28
GSM1477096	ca1hippocampus	female	28
GSM1477097	ca1hippocampus	female	28
GSM1477098	ca1hippocampus	female	28
GSM1477099	ca1hippocampus	female	28
GSM1477100	ca1hippocampus	female	28
GSM1477101	ca1hippocampus	female	28
GSM1477102	ca1hippocampus	female	28
GSM1477103	ca1hippocampus	female	28
GSM1477104	ca1hippocampus	female	28
GSM1477105	ca1hippocampus	female	28
GSM1477107	ca1hippocampus	female	28
GSM1477108	ca1hippocampus	female	28
GSM1477109	ca1hippocampus	female	28
GSM1477110	ca1hippocampus	female	28
GSM1477111	ca1hippocampus	female	28
GSM1477112	ca1hippocampus	female	28
GSM1477113	ca1hippocampus	female	28
GSM1477114	sscortex	male	23
GSM1477115	sscortex	male	23
GSM1477116	sscortex	male	23
GSM1477117	sscortex	male	23
GSM1477118	sscortex	male	23
GSM1477119	sscortex	male	23
GSM1477120	sscortex	male	23
GSM1477121	sscortex	male	23
GSM1477122	sscortex	male	23
GSM1477123	sscortex	male	23
GSM1477124	sscortex	male	23
GSM1477126	sscortex	male	23
GSM1477129	sscortex	male	23
GSM1477130	sscortex	male	23
GSM1477131	sscortex	male	23
GSM1477134	sscortex	male	23
GSM1477135	sscortex	male	23
GSM1477137	sscortex	male	23
GSM1477138	sscortex	male	23
GSM1477139	sscortex	male	23
GSM1477140	sscortex	male	23
GSM1477141	sscortex	male	23
GSM1477142	sscortex	male	23
GSM1477143	sscortex	male	23
GSM1477144	sscortex	male	23
GSM1477146	sscortex	male	23
GSM1477147	sscortex	male	23
GSM1477148	sscortex	male	23
GSM1477149	sscortex	male	23
GSM1477150	sscortex	male	23
GSM1477151	sscortex	male	23
GSM1477153	sscortex	male	23
GSM1477154	sscortex	male	23
GSM1477155	sscortex	male	23
GSM1477156	sscortex	male	23
GSM1477157	sscortex	male	23
GSM1477158	sscortex	male	23
GSM1477159	sscortex	male	23
GSM1477161	sscortex	male	23
GSM1477164	sscortex	male	23
GSM1477166	sscortex	male	23
GSM1477167	sscortex	male	23
GSM1477168	sscortex	male	23
GSM1477169	sscortex	male	23
GSM1477170	sscortex	male	23
GSM1477171	sscortex	male	23
GSM1477172	sscortex	male	23
GSM1477173	sscortex	male	23
GSM1477175	sscortex	male	23
GSM1477176	sscortex	male	23
GSM1477177	sscortex	male	23
GSM1477178	sscortex	male	23
GSM1477179	sscortex	male	23
GSM1477180	sscortex	male	23
GSM1477181	sscortex	male	23
GSM1477182	sscortex	male	23
GSM1477183	sscortex	male	23
GSM1477184	sscortex	male	23
GSM1477185	sscortex	male	23
GSM1477186	sscortex	male	23
GSM1477187	sscortex	male	23
GSM1477188	sscortex	male	23
GSM1477189	sscortex	male	23
GSM1477190	sscortex	male	23
GSM1477191	sscortex	male	23
GSM1477192	sscortex	male	23
GSM1477193	sscortex	male	23
GSM1477194	sscortex	male	23
GSM1477196	sscortex	male	23
GSM1477197	sscortex	male	23
GSM1477198	sscortex	male	23
GSM1477199	sscortex	male	23
GSM1477200	sscortex	male	23
GSM1477201	sscortex	male	23
GSM1477202	ca1hippocampus	male	24
GSM1477203	ca1hippocampus	male	24
GSM1477204	ca1hippocampus	male	24
GSM1477205	ca1hippocampus	male	24
GSM1477206	ca1hippocampus	male	24
GSM1477207	ca1hippocampus	male	24
GSM1477208	ca1hippocampus	male	24
GSM1477209	ca1hippocampus	male	24
GSM1477210	ca1hippocampus	male	24
GSM1477211	ca1hippocampus	male	24
GSM1477212	ca1hippocampus	male	24
GSM1477213	ca1hippocampus	male	24
GSM1477214	ca1hippocampus	male	24
GSM1477215	ca1hippocampus	male	24
GSM1477216	ca1hippocampus	male	24
GSM1477217	ca1hippocampus	male	24
GSM1477218	ca1hippocampus	male	24
GSM1477219	ca1hippocampus	male	24
GSM1477220	ca1hippocampus	male	24
GSM1477221	ca1hippocampus	male	24
GSM1477222	ca1hippocampus	male	24
GSM1477223	ca1hippocampus	male	24
GSM1477224	ca1hippocampus	male	24
GSM1477225	ca1hippocampus	male	24
GSM1477226	ca1hippocampus	male	24
GSM1477227	ca1hippocampus	male	24
GSM1477229	ca1hippocampus	male	24
GSM1477230	ca1hippocampus	male	24
GSM1477231	ca1hippocampus	male	24
GSM1477232	ca1hippocampus	male	24
GSM1477233	ca1hippocampus	male	24
GSM1477234	ca1hippocampus	male	24
GSM1477235	ca1hippocampus	male	24
GSM1477236	ca1hippocampus	male	24
GSM1477237	ca1hippocampus	male	24
GSM1477238	ca1hippocampus	male	24
GSM1477239	ca1hippocampus	male	24
GSM1477240	ca1hippocampus	male	24
GSM1477241	ca1hippocampus	male	24
GSM1477242	ca1hippocampus	male	24
GSM1477243	ca1hippocampus	male	24
GSM1477245	ca1hippocampus	male	24
GSM1477246	ca1hippocampus	male	24
GSM1477247	ca1hippocampus	male	24
GSM1477248	ca1hippocampus	male	24
GSM1477249	ca1hippocampus	male	24
GSM1477250	ca1hippocampus	male	24
GSM1477251	ca1hippocampus	male	24
GSM1477252	ca1hippocampus	male	24
GSM1477253	ca1hippocampus	male	24
GSM1477254	ca1hippocampus	male	24
GSM1477255	ca1hippocampus	male	24
GSM1477256	ca1hippocampus	male	24
GSM1477257	ca1hippocampus	male	24
GSM1477258	ca1hippocampus	male	24
GSM1477259	ca1hippocampus	male	24
GSM1477260	ca1hippocampus	male	24
GSM1475066	sscortex	male	31
GSM1475402	sscortex	female	27
GSM1476671	sscortex	female	28
GSM1474465	sscortex	female	24
GSM1474611	sscortex	male	23
GSM1475801	ca1hippocampus	male	24
GSM1476545	sscortex	male	24
GSM1476768	ca1hippocampus		26
GSM1477162	sscortex	male	23
GSM1474510	sscortex	male	28
GSM1474516	sscortex	male	28
GSM1474758	sscortex	male	26
GSM1474825	sscortex	female	27
GSM1475163	sscortex	male	21
GSM1475190	sscortex	male	21
GSM1477136	sscortex	male	23
GSM1474660	sscortex	female	22
GSM1474721	sscortex	female	24
GSM1474732	sscortex	female	24
GSM1474767	sscortex	male	26
GSM1474780	sscortex	male	26
GSM1474834	sscortex	female	27
GSM1474838	sscortex	female	27
GSM1474876	sscortex	male	28
GSM1474921	sscortex	female	22
GSM1474922	sscortex	female	22
GSM1475164	sscortex	male	21
GSM1475335	sscortex	male	27
GSM1475907	ca1hippocampus	male	27
GSM1477127	sscortex	male	23
GSM1474492	sscortex	male	28
GSM1474526	sscortex	male	28
GSM1474679	sscortex	female	22
GSM1474731	sscortex	female	24
GSM1474737	sscortex	female	24
GSM1474748	sscortex	female	24
GSM1474815	sscortex	female	27
GSM1474818	sscortex	female	27
GSM1474819	sscortex	female	27
GSM1474855	sscortex	male	28
GSM1474859	sscortex	male	28
GSM1474900	sscortex	male	28
GSM1475071	sscortex	male	31
GSM1475072	sscortex	male	31
GSM1475137	sscortex	female	20
GSM1475174	sscortex	male	21
GSM1475308	sscortex	female	26
GSM1475337	sscortex	male	27
GSM1475380	sscortex	female	27
GSM1475385	sscortex	female	27
GSM1475446	sscortex	male	27
GSM1475489	sscortex	female	28
GSM1475508	sscortex	female	28
GSM1475756	ca1hippocampus	male	28
GSM1475996	ca1hippocampus	male	26
GSM1476004	ca1hippocampus	male	26
GSM1476390	ca1hippocampus	male	27
GSM1476456	ca1hippocampus	male	23
GSM1476639	sscortex	female	26
GSM1476736	ca1hippocampus		26
GSM1477132	sscortex	male	23
GSM1477163	sscortex	male	23
GSM1477195	sscortex	male	23
GSM1477244	ca1hippocampus	male	24
GSM1474714	sscortex	female	24
GSM1474861	sscortex	male	28
GSM1476234	sscortex	male	26
GSM1474520	sscortex	male	28
GSM1474799	sscortex	male	26
GSM1474868	sscortex	male	28
GSM1475093	sscortex	male	31
GSM1475107	sscortex	female	20
GSM1475151	sscortex	female	20
GSM1475510	sscortex	female	28
GSM1476294	ca1hippocampus	female	23
GSM1476302	ca1hippocampus	female	23
GSM1476470	ca1hippocampus	male	23
GSM1476540	sscortex	male	24
GSM1476551	sscortex	male	24
GSM1474253	sscortex	female	26
GSM1475496	sscortex	female	28
GSM1476323	ca1hippocampus	female	23
GSM1476709	sscortex	female	28
GSM1477160	sscortex	male	23
GSM1477228	ca1hippocampus	male	24
GSM1474487	sscortex	female	24
GSM1474521	sscortex	male	28
GSM1474863	sscortex	male	28
GSM1475374	sscortex	female	27
GSM1475905	ca1hippocampus	male	27
GSM1476489	ca1hippocampus	male	23
GSM1476614	sscortex	female	26
GSM1476644	sscortex	female	26
GSM1474491	sscortex	male	28
GSM1475076	sscortex	male	31
GSM1475146	sscortex	female	20
GSM1475397	sscortex	female	27
GSM1477165	sscortex	male	23
GSM1474461	sscortex	female	24
GSM1474695	sscortex	female	24
GSM1474824	sscortex	female	27
GSM1474853	sscortex	male	28
GSM1474931	sscortex	female	22
GSM1475147	sscortex	female	20
GSM1475223	sscortex	female	20
GSM1475396	sscortex	female	27
GSM1475485	sscortex	female	28
GSM1476483	ca1hippocampus	male	23
GSM1476670	sscortex	female	28
GSM1476713	sscortex	female	28
GSM1474945	sscortex	male	24
GSM1475109	sscortex	female	20
GSM1477128	sscortex	male	23
GSM1474890	sscortex	male	28
GSM1475084	sscortex	male	31
GSM1475197	sscortex	male	21
GSM1475398	sscortex	female	27
GSM1475443	sscortex	male	27
GSM1475467	sscortex	male	27
GSM1475494	sscortex	female	28
GSM1475555	ca1hippocampus	female	24
GSM1475951	ca1hippocampus	male	26
GSM1474586	sscortex	male	23
GSM1474865	sscortex	male	28
GSM1475189	sscortex	male	21
GSM1474693	sscortex	female	24
GSM1474710	sscortex	female	24
GSM1474883	sscortex	male	28
GSM1475094	sscortex	male	31
GSM1475167	sscortex	male	21
GSM1475868	ca1hippocampus	male	27
GSM1474498	sscortex	male	28
GSM1474612	sscortex	male	23
GSM1474700	sscortex	female	24
GSM1474813	sscortex	female	27
GSM1476195	ca1hippocampus	female	23
GSM1476940	sscortex	female	21
GSM1477145	sscortex	male	23
GSM1474760	sscortex	male	26
GSM1474798	sscortex	male	26
GSM1474849	sscortex	female	27
GSM1474978	sscortex	male	24
GSM1475136	sscortex	female	20
GSM1476159	ca1hippocampus	female	24
GSM1476600	sscortex	female	25
GSM1476608	sscortex	female	26
GSM1477152	sscortex	male	23
GSM1474627	sscortex	female	22
GSM1474781	sscortex	male	26
GSM1475168	sscortex	male	21
GSM1475329	sscortex	male	27
GSM1475387	sscortex	female	27
GSM1476087	ca1hippocampus	female	23
GSM1477106	ca1hippocampus	female	28
GSM1474513	sscortex	male	28
GSM1474827	sscortex	female	27
GSM1474919	sscortex	female	22
GSM1474942	sscortex	female	22
GSM1475483	sscortex	male	27
GSM1477174	sscortex	male	23
GSM1474450	sscortex	female	24
GSM1474593	sscortex	male	23
GSM1474738	sscortex	female	24
GSM1474955	sscortex	male	24
GSM1476015	ca1hippocampus	male	26
GSM1476708	sscortex	female	28
GSM1474453	sscortex	female	24
GSM1474507	sscortex	male	28
GSM1474677	sscortex	female	22
GSM1474766	sscortex	male	26
GSM1474835	sscortex	female	27
GSM1474923	sscortex	female	22
GSM1474927	sscortex	female	22
GSM1475454	sscortex	male	27
GSM1474452	sscortex	female	24
GSM1474472	sscortex	female	24
GSM1474585	sscortex	male	23
GSM1474624	sscortex	female	22
GSM1474709	sscortex	female	24
GSM1474717	sscortex	female	24
GSM1474762	sscortex	male	26
GSM1474806	sscortex	male	26
GSM1474837	sscortex	female	27
GSM1474844	sscortex	female	27
GSM1474852	sscortex	male	28
GSM1474898	sscortex	male	28
GSM1475447	sscortex	male	27
GSM1475670	ca1hippocampus	male	28
GSM1475740	ca1hippocampus	male	28
GSM1476707	sscortex	female	28
GSM1474278	sscortex	female	26
GSM1474909	sscortex	female	22
GSM1474950	sscortex	male	24
GSM1475999	ca1hippocampus	male	26
GSM1476694	sscortex	female	28
GSM1474255	sscortex	female	26
GSM1474804	sscortex	male	26
GSM1474836	sscortex	female	27
GSM1475376	sscortex	female	27
GSM1476462	ca1hippocampus	male	23
GSM1474703	sscortex	female	24
GSM1474964	sscortex	male	24
GSM1475149	sscortex	female	20
GSM1476473	ca1hippocampus	male	23
GSM1476676	sscortex	female	28
GSM1474869	sscortex	male	28
GSM1476493	ca1hippocampus	male	23
GSM1474508	sscortex	male	28
GSM1475106	sscortex	female	20
GSM1475218	sscortex	female	20
GSM1475399	sscortex	female	27
GSM1474617	sscortex	male	23
GSM1474625	sscortex	female	22
GSM1474959	sscortex	male	24
GSM1474967	sscortex	male	24
GSM1475175	sscortex	male	21
GSM1476535	sscortex	male	24
GSM1476662	sscortex	female	28
GSM1477125	sscortex	male	23
GSM1474605	sscortex	male	23
GSM1474850	sscortex	female	27
GSM1477133	sscortex	male	23
GSM1474790	sscortex	male	26
GSM1474961	sscortex	male	24
GSM1476320	ca1hippocampus	female	23
GSM1476522	sscortex	male	24
GSM1475138	sscortex	female	20
GSM1475453	sscortex	male	27
GSM1476513	sscortex	male	24
GSM1476630	sscortex	female	26
GSM1474881	sscortex	male	28
GSM1474734	sscortex	female	24
GSM1475858	ca1hippocampus	male	23
