Cell	CellType	Gender	Age
GSM1475263	sscortex	male	23
GSM1475264	sscortex	male	23
GSM1475265	sscortex	male	23
GSM1475266	sscortex	female	26
GSM1475267	sscortex	female	26
GSM1475268	sscortex	female	26
GSM1475269	sscortex	female	26
GSM1475270	sscortex	female	26
GSM1475271	sscortex	female	26
GSM1475272	sscortex	female	26
GSM1475273	sscortex	female	26
GSM1475274	sscortex	female	26
GSM1475275	sscortex	female	26
GSM1475276	sscortex	female	26
GSM1475277	sscortex	female	26
GSM1475278	sscortex	female	26
GSM1475279	sscortex	female	26
GSM1475280	sscortex	female	26
GSM1475281	sscortex	female	26
GSM1475282	sscortex	female	26
GSM1475283	sscortex	female	26
GSM1475284	sscortex	female	26
GSM1475285	sscortex	female	26
GSM1475286	sscortex	female	26
GSM1475287	sscortex	female	26
GSM1475288	sscortex	female	26
GSM1475289	sscortex	female	26
GSM1475290	sscortex	female	26
GSM1475291	sscortex	female	26
GSM1475292	sscortex	female	26
GSM1475293	sscortex	female	26
GSM1475294	sscortex	female	26
GSM1475295	sscortex	female	26
GSM1475296	sscortex	female	26
GSM1475297	sscortex	female	26
GSM1475298	sscortex	female	26
GSM1475299	sscortex	female	26
GSM1475300	sscortex	female	26
GSM1475301	sscortex	female	26
GSM1475302	sscortex	female	26
GSM1475303	sscortex	female	26
GSM1475304	sscortex	female	26
GSM1475305	sscortex	female	26
GSM1475306	sscortex	female	26
GSM1475307	sscortex	female	26
GSM1475309	sscortex	female	26
GSM1475310	sscortex	female	26
GSM1475311	sscortex	female	26
GSM1475312	sscortex	female	26
GSM1475313	sscortex	female	26
GSM1475314	sscortex	female	26
GSM1475315	sscortex	male	27
GSM1475316	sscortex	male	27
GSM1475317	sscortex	male	27
GSM1475318	sscortex	male	27
GSM1475319	sscortex	male	27
GSM1475320	sscortex	male	27
GSM1475321	sscortex	male	27
GSM1475322	sscortex	male	27
GSM1475323	sscortex	male	27
GSM1475324	sscortex	male	27
GSM1475325	sscortex	male	27
GSM1475326	sscortex	male	27
GSM1475327	sscortex	male	27
GSM1475328	sscortex	male	27
GSM1475330	sscortex	male	27
GSM1475331	sscortex	male	27
GSM1475332	sscortex	male	27
GSM1475333	sscortex	male	27
GSM1475334	sscortex	male	27
GSM1475336	sscortex	male	27
GSM1475338	sscortex	male	27
GSM1475339	sscortex	male	27
GSM1475340	sscortex	male	21
GSM1475341	sscortex	male	21
GSM1475342	sscortex	male	21
GSM1475343	sscortex	male	21
GSM1475344	sscortex	male	21
GSM1475345	sscortex	male	21
GSM1475346	sscortex	male	21
GSM1475347	sscortex	male	21
GSM1475348	sscortex	male	21
GSM1475349	sscortex	male	21
GSM1475350	sscortex	male	21
GSM1475351	sscortex	male	21
GSM1475352	sscortex	male	21
GSM1475353	sscortex	male	21
GSM1475354	sscortex	male	21
GSM1475355	sscortex	male	21
GSM1475356	sscortex	male	21
GSM1475357	sscortex	male	21
GSM1475358	sscortex	male	21
GSM1475359	sscortex	male	21
GSM1475360	sscortex	male	21
GSM1475361	sscortex	male	21
GSM1475362	sscortex	male	21
GSM1475363	sscortex	male	21
GSM1475364	sscortex	male	21
GSM1475365	sscortex	male	21
GSM1475366	sscortex	male	21
GSM1475367	sscortex	male	21
GSM1475368	sscortex	male	21
GSM1475369	sscortex	male	21
GSM1475370	sscortex	male	21
GSM1475371	sscortex	male	21
GSM1475372	sscortex	male	21
GSM1475373	sscortex	female	27
GSM1475375	sscortex	female	27
GSM1475377	sscortex	female	27
GSM1475378	sscortex	female	27
GSM1475379	sscortex	female	27
GSM1475381	sscortex	female	27
GSM1475382	sscortex	female	27
GSM1475383	sscortex	female	27
GSM1475384	sscortex	female	27
GSM1475386	sscortex	female	27
GSM1475388	sscortex	female	27
GSM1475389	sscortex	female	27
GSM1475390	sscortex	female	27
GSM1475391	sscortex	female	27
GSM1475392	sscortex	female	27
GSM1475393	sscortex	female	27
GSM1475394	sscortex	female	27
GSM1475395	sscortex	female	27
GSM1475400	sscortex	female	27
GSM1475401	sscortex	female	27
GSM1475403	sscortex	female	27
GSM1475404	sscortex	female	27
GSM1475405	sscortex	male	26
GSM1475406	sscortex	male	26
GSM1475407	sscortex	male	26
GSM1475408	sscortex	male	26
GSM1475409	sscortex	male	26
GSM1475410	sscortex	male	26
GSM1475411	sscortex	male	26
GSM1475412	sscortex	male	26
GSM1475413	sscortex	male	26
GSM1475414	sscortex	male	26
GSM1475415	sscortex	male	26
GSM1475416	sscortex	male	26
GSM1475417	sscortex	male	26
GSM1475418	sscortex	male	26
GSM1475419	sscortex	male	26
GSM1475420	sscortex	male	26
GSM1475421	sscortex	male	26
GSM1475422	sscortex	male	26
GSM1475423	sscortex	male	26
GSM1475424	sscortex	male	26
GSM1475425	sscortex	male	26
GSM1475426	sscortex	male	26
GSM1475427	sscortex	male	26
GSM1475428	sscortex	male	26
GSM1475429	sscortex	male	26
GSM1475430	sscortex	male	26
GSM1475431	sscortex	male	26
GSM1475432	sscortex	male	26
GSM1475433	sscortex	male	26
GSM1475434	sscortex	male	26
GSM1475435	sscortex	male	26
GSM1475436	sscortex	male	26
GSM1475437	sscortex	male	26
GSM1475438	sscortex	male	26
GSM1475439	sscortex	male	27
GSM1475440	sscortex	male	27
GSM1475441	sscortex	male	27
GSM1475442	sscortex	male	27
GSM1475444	sscortex	male	27
GSM1475445	sscortex	male	27
GSM1475448	sscortex	male	27
GSM1475449	sscortex	male	27
GSM1475450	sscortex	male	27
GSM1475451	sscortex	male	27
GSM1475452	sscortex	male	27
GSM1475455	sscortex	male	27
GSM1475456	sscortex	male	27
GSM1475457	sscortex	male	27
GSM1475458	sscortex	male	27
GSM1475459	sscortex	male	27
GSM1475460	sscortex	male	27
GSM1475461	sscortex	male	27
GSM1475462	sscortex	male	27
GSM1475463	sscortex	male	27
GSM1475464	sscortex	male	27
GSM1475465	sscortex	male	27
GSM1475466	sscortex	male	27
GSM1475468	sscortex	male	27
GSM1475469	sscortex	male	27
GSM1475470	sscortex	male	27
GSM1475471	sscortex	male	27
GSM1475472	sscortex	male	27
GSM1475473	sscortex	male	27
GSM1475474	sscortex	male	27
GSM1475475	sscortex	male	27
GSM1475476	sscortex	male	27
GSM1475477	sscortex	male	27
GSM1475478	sscortex	male	27
GSM1475479	sscortex	male	27
GSM1475480	sscortex	male	27
GSM1475481	sscortex	male	27
GSM1475482	sscortex	male	27
GSM1475484	sscortex	male	27
GSM1475486	sscortex	female	28
GSM1475487	sscortex	female	28
GSM1475488	sscortex	female	28
GSM1475490	sscortex	female	28
GSM1475491	sscortex	female	28
GSM1475492	sscortex	female	28
GSM1475493	sscortex	female	28
GSM1475495	sscortex	female	28
GSM1475497	sscortex	female	28
GSM1475498	sscortex	female	28
GSM1475499	sscortex	female	28
GSM1475500	sscortex	female	28
GSM1475501	sscortex	female	28
GSM1475502	sscortex	female	28
GSM1475503	sscortex	female	28
GSM1475504	sscortex	female	28
GSM1475505	sscortex	female	28
GSM1475506	sscortex	female	28
GSM1475507	sscortex	female	28
GSM1475509	sscortex	female	28
GSM1475511	sscortex	female	28
GSM1475512	sscortex	female	28
GSM1475513	sscortex	female	28
GSM1475514	sscortex	female	28
GSM1475515	sscortex	female	28
GSM1475516	ca1hippocampus	female	24
GSM1475517	ca1hippocampus	female	24
GSM1475518	ca1hippocampus	female	24
GSM1475519	ca1hippocampus	female	24
GSM1475520	ca1hippocampus	female	24
GSM1475521	ca1hippocampus	female	24
GSM1475522	ca1hippocampus	female	24
GSM1475523	ca1hippocampus	female	24
GSM1475524	ca1hippocampus	female	24
GSM1475525	ca1hippocampus	female	24
GSM1475526	ca1hippocampus	female	24
GSM1475527	ca1hippocampus	female	24
GSM1475528	ca1hippocampus	female	24
GSM1475529	ca1hippocampus	female	24
GSM1475530	ca1hippocampus	female	24
GSM1475531	ca1hippocampus	female	24
GSM1475532	ca1hippocampus	female	24
GSM1475533	ca1hippocampus	female	24
GSM1475534	ca1hippocampus	female	24
GSM1475535	ca1hippocampus	female	24
GSM1475536	ca1hippocampus	female	24
GSM1475537	ca1hippocampus	female	24
GSM1475538	ca1hippocampus	female	24
GSM1475539	ca1hippocampus	female	24
GSM1475540	ca1hippocampus	female	24
GSM1475541	ca1hippocampus	female	24
GSM1475542	ca1hippocampus	female	24
GSM1475543	ca1hippocampus	female	24
GSM1475544	ca1hippocampus	female	24
GSM1475545	ca1hippocampus	female	24
GSM1475546	ca1hippocampus	female	24
GSM1475547	ca1hippocampus	female	24
GSM1475548	ca1hippocampus	female	24
GSM1475549	ca1hippocampus	female	24
GSM1475550	ca1hippocampus	female	24
GSM1475551	ca1hippocampus	female	24
GSM1475552	ca1hippocampus	female	24
GSM1475553	ca1hippocampus	female	24
GSM1475554	ca1hippocampus	female	24
GSM1475556	ca1hippocampus	female	24
GSM1475557	ca1hippocampus	female	24
GSM1475558	ca1hippocampus	female	24
GSM1475559	ca1hippocampus	female	24
GSM1475560	ca1hippocampus	female	24
GSM1475561	ca1hippocampus	female	24
GSM1475562	ca1hippocampus	female	24
GSM1475563	ca1hippocampus	male	26
GSM1475564	ca1hippocampus	male	26
GSM1475565	ca1hippocampus	male	26
GSM1475566	ca1hippocampus	male	26
GSM1475567	ca1hippocampus	male	26
GSM1475568	ca1hippocampus	male	26
GSM1475569	ca1hippocampus	male	26
GSM1475570	ca1hippocampus	male	26
GSM1475571	ca1hippocampus	male	26
GSM1475572	ca1hippocampus	male	26
GSM1475573	ca1hippocampus	male	26
GSM1475574	ca1hippocampus	male	26
GSM1475575	ca1hippocampus	male	26
GSM1475576	ca1hippocampus	male	26
GSM1475577	ca1hippocampus	male	26
GSM1475578	ca1hippocampus	male	26
GSM1475579	ca1hippocampus	male	26
GSM1475580	ca1hippocampus	male	26
GSM1475581	ca1hippocampus	male	26
GSM1475582	ca1hippocampus	male	26
GSM1475583	ca1hippocampus	male	26
GSM1475584	ca1hippocampus	male	26
GSM1475585	ca1hippocampus	male	26
GSM1475586	ca1hippocampus	male	26
GSM1475587	ca1hippocampus	male	26
GSM1475588	ca1hippocampus	male	26
GSM1475589	ca1hippocampus	male	26
GSM1475590	ca1hippocampus	male	26
GSM1475591	ca1hippocampus	male	26
GSM1475592	ca1hippocampus	male	26
GSM1475593	ca1hippocampus	male	26
GSM1475594	ca1hippocampus	male	26
GSM1475595	ca1hippocampus	male	26
GSM1475596	ca1hippocampus	male	26
GSM1475597	ca1hippocampus	male	26
GSM1475598	ca1hippocampus	male	26
GSM1475599	ca1hippocampus	male	26
GSM1475600	ca1hippocampus	male	26
GSM1475601	ca1hippocampus	male	26
GSM1475602	ca1hippocampus	male	26
GSM1475603	ca1hippocampus	male	26
GSM1475604	ca1hippocampus	male	26
GSM1475605	ca1hippocampus	male	26
GSM1475606	ca1hippocampus	male	26
GSM1475607	ca1hippocampus	male	26
GSM1475608	ca1hippocampus	male	26
GSM1475609	ca1hippocampus	male	26
GSM1475610	ca1hippocampus	male	26
GSM1475611	ca1hippocampus	male	26
GSM1475612	ca1hippocampus	male	26
GSM1475613	ca1hippocampus	male	26
GSM1475614	ca1hippocampus	male	26
GSM1475615	ca1hippocampus	male	26
GSM1475616	ca1hippocampus	male	26
GSM1475617	ca1hippocampus	male	26
GSM1475618	ca1hippocampus	male	26
GSM1475619	ca1hippocampus	male	26
GSM1475620	ca1hippocampus	male	26
GSM1475621	ca1hippocampus	male	26
GSM1475622	ca1hippocampus	male	26
GSM1475623	ca1hippocampus	male	26
GSM1475624	ca1hippocampus	male	26
GSM1475625	ca1hippocampus	male	26
GSM1475626	ca1hippocampus	male	26
GSM1475627	ca1hippocampus	male	26
GSM1475628	ca1hippocampus	male	26
GSM1475629	ca1hippocampus	male	26
GSM1475630	ca1hippocampus	male	26
GSM1475631	ca1hippocampus	male	26
GSM1475632	ca1hippocampus	male	28
GSM1475633	ca1hippocampus	male	28
GSM1475634	ca1hippocampus	male	28
GSM1475635	ca1hippocampus	male	28
GSM1475636	ca1hippocampus	male	28
GSM1475637	ca1hippocampus	male	28
GSM1475638	ca1hippocampus	male	28
GSM1475639	ca1hippocampus	male	28
GSM1475640	ca1hippocampus	male	28
GSM1475641	ca1hippocampus	male	28
GSM1475642	ca1hippocampus	male	28
GSM1475643	ca1hippocampus	male	28
GSM1475644	ca1hippocampus	male	28
GSM1475645	ca1hippocampus	male	28
GSM1475646	ca1hippocampus	male	28
GSM1475647	ca1hippocampus	male	28
GSM1475648	ca1hippocampus	male	28
GSM1475649	ca1hippocampus	male	28
GSM1475650	ca1hippocampus	male	28
GSM1475651	ca1hippocampus	male	28
GSM1475652	ca1hippocampus	male	28
GSM1475653	ca1hippocampus	male	28
GSM1475654	ca1hippocampus	male	28
GSM1475655	ca1hippocampus	male	28
GSM1475656	ca1hippocampus	male	28
GSM1475657	ca1hippocampus	male	28
GSM1475658	ca1hippocampus	male	28
GSM1475659	ca1hippocampus	male	28
GSM1475660	ca1hippocampus	male	28
GSM1475661	ca1hippocampus	male	28
GSM1475662	ca1hippocampus	male	28
GSM1475663	ca1hippocampus	male	28
GSM1475664	ca1hippocampus	male	28
GSM1475665	ca1hippocampus	male	28
GSM1475666	ca1hippocampus	male	28
GSM1475667	ca1hippocampus	male	28
GSM1475668	ca1hippocampus	male	28
GSM1475669	ca1hippocampus	male	28
GSM1475671	ca1hippocampus	male	28
GSM1475672	ca1hippocampus	male	28
GSM1475673	ca1hippocampus	male	28
GSM1475674	ca1hippocampus	male	28
GSM1475675	ca1hippocampus	male	28
GSM1475676	ca1hippocampus	male	28
GSM1475677	ca1hippocampus	male	28
GSM1475678	ca1hippocampus	male	28
GSM1475679	ca1hippocampus	male	28
GSM1475680	ca1hippocampus	male	28
GSM1475681	ca1hippocampus	male	23
GSM1475682	ca1hippocampus	male	23
GSM1475683	ca1hippocampus	male	23
GSM1475684	ca1hippocampus	male	23
GSM1475685	ca1hippocampus	male	23
GSM1475686	ca1hippocampus	male	23
GSM1475687	ca1hippocampus	male	23
GSM1475688	ca1hippocampus	male	23
GSM1475689	ca1hippocampus	male	23
GSM1475690	ca1hippocampus	male	23
GSM1475691	ca1hippocampus	male	23
GSM1475692	ca1hippocampus	male	23
GSM1475693	ca1hippocampus	male	23
GSM1475694	ca1hippocampus	male	23
GSM1475695	ca1hippocampus	male	23
GSM1475696	ca1hippocampus	male	23
GSM1475697	ca1hippocampus	male	23
GSM1475698	ca1hippocampus	male	23
GSM1475699	ca1hippocampus	male	23
GSM1475700	ca1hippocampus	male	23
GSM1475701	ca1hippocampus	male	23
GSM1475702	ca1hippocampus	male	23
GSM1475703	ca1hippocampus	male	23
GSM1475704	ca1hippocampus	male	23
GSM1475705	ca1hippocampus	male	23
GSM1475706	ca1hippocampus	male	23
GSM1475707	ca1hippocampus	male	23
GSM1475708	ca1hippocampus	male	23
GSM1475709	ca1hippocampus	male	23
GSM1475710	ca1hippocampus	male	23
GSM1475711	ca1hippocampus	male	23
GSM1475712	ca1hippocampus	male	23
GSM1475713	ca1hippocampus	male	23
GSM1475714	ca1hippocampus	male	23
GSM1475715	ca1hippocampus	male	23
GSM1475716	ca1hippocampus	male	23
GSM1475717	ca1hippocampus	male	23
GSM1475718	ca1hippocampus	male	23
GSM1475719	ca1hippocampus	male	23
GSM1475720	ca1hippocampus	male	23
GSM1475721	ca1hippocampus	male	23
GSM1475722	ca1hippocampus	male	23
GSM1475723	ca1hippocampus	male	23
GSM1475724	ca1hippocampus	male	23
GSM1475725	ca1hippocampus	male	23
GSM1475726	ca1hippocampus	male	23
GSM1475727	ca1hippocampus	male	23
GSM1475728	ca1hippocampus	male	23
GSM1475729	ca1hippocampus	male	23
GSM1475730	ca1hippocampus	male	23
GSM1475731	ca1hippocampus	male	23
GSM1475732	ca1hippocampus	male	23
GSM1475733	ca1hippocampus	male	28
GSM1475734	ca1hippocampus	male	28
GSM1475735	ca1hippocampus	male	28
GSM1475736	ca1hippocampus	male	28
GSM1475737	ca1hippocampus	male	28
GSM1475738	ca1hippocampus	male	28
GSM1475739	ca1hippocampus	male	28
GSM1475741	ca1hippocampus	male	28
GSM1475742	ca1hippocampus	male	28
GSM1475743	ca1hippocampus	male	28
GSM1475744	ca1hippocampus	male	28
GSM1475745	ca1hippocampus	male	28
GSM1475746	ca1hippocampus	male	28
GSM1475747	ca1hippocampus	male	28
GSM1475748	ca1hippocampus	male	28
GSM1475749	ca1hippocampus	male	28
GSM1475750	ca1hippocampus	male	28
GSM1475751	ca1hippocampus	male	28
GSM1475752	ca1hippocampus	male	28
GSM1475753	ca1hippocampus	male	28
GSM1475754	ca1hippocampus	male	28
GSM1475755	ca1hippocampus	male	28
GSM1475757	ca1hippocampus	male	28
GSM1475758	ca1hippocampus	male	28
GSM1475759	ca1hippocampus	male	28
GSM1475760	ca1hippocampus	male	28
GSM1475761	ca1hippocampus	male	28
GSM1475762	ca1hippocampus	male	28
GSM1475763	ca1hippocampus	male	28
GSM1475764	ca1hippocampus	male	28
GSM1475765	ca1hippocampus	male	28
GSM1475766	ca1hippocampus	male	28
GSM1475767	ca1hippocampus	male	28
GSM1475768	ca1hippocampus	male	28
GSM1475769	ca1hippocampus	male	28
GSM1475770	ca1hippocampus	male	28
GSM1475771	ca1hippocampus	male	28
GSM1475772	ca1hippocampus	male	28
GSM1475773	ca1hippocampus	male	28
GSM1475774	ca1hippocampus	male	28
GSM1475775	ca1hippocampus	male	28
GSM1475776	ca1hippocampus	male	28
GSM1475777	ca1hippocampus	male	28
GSM1475778	ca1hippocampus	male	28
GSM1475779	ca1hippocampus	male	24
GSM1475780	ca1hippocampus	male	24
GSM1475781	ca1hippocampus	male	24
GSM1475782	ca1hippocampus	male	24
GSM1475783	ca1hippocampus	male	24
GSM1475784	ca1hippocampus	male	24
GSM1475785	ca1hippocampus	male	24
GSM1475786	ca1hippocampus	male	24
GSM1475787	ca1hippocampus	male	24
GSM1475788	ca1hippocampus	male	24
GSM1475789	ca1hippocampus	male	24
GSM1475790	ca1hippocampus	male	24
GSM1475791	ca1hippocampus	male	24
GSM1475792	ca1hippocampus	male	24
GSM1475793	ca1hippocampus	male	24
GSM1475794	ca1hippocampus	male	24
GSM1475795	ca1hippocampus	male	24
GSM1475796	ca1hippocampus	male	24
GSM1475797	ca1hippocampus	male	24
GSM1475798	ca1hippocampus	male	24
GSM1475799	ca1hippocampus	male	24
GSM1475800	ca1hippocampus	male	24
GSM1475802	ca1hippocampus	male	24
GSM1475803	ca1hippocampus	male	24
GSM1475804	ca1hippocampus	male	24
GSM1475805	ca1hippocampus	male	24
GSM1475806	ca1hippocampus	male	24
GSM1475807	ca1hippocampus	male	24
GSM1475808	ca1hippocampus	male	24
GSM1475809	ca1hippocampus	male	24
GSM1475810	ca1hippocampus	male	24
GSM1475811	ca1hippocampus	male	24
GSM1475812	ca1hippocampus	male	24
GSM1475813	ca1hippocampus	male	24
GSM1475814	ca1hippocampus	male	24
GSM1475815	ca1hippocampus	male	24
GSM1475816	ca1hippocampus	male	24
GSM1475817	ca1hippocampus	male	23
GSM1475818	ca1hippocampus	male	23
GSM1475819	ca1hippocampus	male	23
GSM1475820	ca1hippocampus	male	23
GSM1475821	ca1hippocampus	male	23
GSM1475822	ca1hippocampus	male	23
GSM1475823	ca1hippocampus	male	23
GSM1475824	ca1hippocampus	male	23
GSM1475825	ca1hippocampus	male	23
GSM1475826	ca1hippocampus	male	23
GSM1475827	ca1hippocampus	male	23
GSM1475828	ca1hippocampus	male	23
GSM1475829	ca1hippocampus	male	23
GSM1475830	ca1hippocampus	male	23
GSM1475831	ca1hippocampus	male	23
GSM1475832	ca1hippocampus	male	23
GSM1475833	ca1hippocampus	male	23
GSM1475834	ca1hippocampus	male	23
GSM1475835	ca1hippocampus	male	23
GSM1475836	ca1hippocampus	male	23
GSM1475837	ca1hippocampus	male	23
GSM1475838	ca1hippocampus	male	23
GSM1475839	ca1hippocampus	male	23
GSM1475840	ca1hippocampus	male	23
GSM1475841	ca1hippocampus	male	23
GSM1475842	ca1hippocampus	male	23
GSM1475843	ca1hippocampus	male	23
GSM1475844	ca1hippocampus	male	23
GSM1475845	ca1hippocampus	male	23
GSM1475846	ca1hippocampus	male	23
GSM1475847	ca1hippocampus	male	23
GSM1475848	ca1hippocampus	male	23
GSM1475849	ca1hippocampus	male	23
GSM1475850	ca1hippocampus	male	23
GSM1475851	ca1hippocampus	male	23
GSM1475852	ca1hippocampus	male	23
GSM1475853	ca1hippocampus	male	23
GSM1475854	ca1hippocampus	male	23
GSM1475855	ca1hippocampus	male	23
GSM1475856	ca1hippocampus	male	23
GSM1475857	ca1hippocampus	male	23
GSM1475859	ca1hippocampus	male	23
GSM1475860	ca1hippocampus	male	23
GSM1475861	ca1hippocampus	male	23
GSM1475862	ca1hippocampus	male	23
GSM1475863	ca1hippocampus	male	27
GSM1475864	ca1hippocampus	male	27
GSM1475865	ca1hippocampus	male	27
GSM1475866	ca1hippocampus	male	27
GSM1475867	ca1hippocampus	male	27
GSM1475869	ca1hippocampus	male	27
GSM1475870	ca1hippocampus	male	27
GSM1475871	ca1hippocampus	male	27
GSM1475872	ca1hippocampus	male	27
GSM1475873	ca1hippocampus	male	27
GSM1475874	ca1hippocampus	male	27
GSM1475875	ca1hippocampus	male	27
GSM1475876	ca1hippocampus	male	27
GSM1475877	ca1hippocampus	male	27
GSM1475878	ca1hippocampus	male	27
GSM1475879	ca1hippocampus	male	27
GSM1475880	ca1hippocampus	male	27
GSM1475881	ca1hippocampus	male	27
GSM1475882	ca1hippocampus	male	27
GSM1475883	ca1hippocampus	male	27
GSM1475884	ca1hippocampus	male	27
GSM1475885	ca1hippocampus	male	27
GSM1475886	ca1hippocampus	male	27
GSM1475887	ca1hippocampus	male	27
GSM1475888	ca1hippocampus	male	27
GSM1475889	ca1hippocampus	male	27
GSM1475890	ca1hippocampus	male	27
GSM1475891	ca1hippocampus	male	27
GSM1475892	ca1hippocampus	male	27
GSM1475893	ca1hippocampus	male	27
GSM1475894	ca1hippocampus	male	27
GSM1475895	ca1hippocampus	male	27
GSM1475896	ca1hippocampus	male	27
GSM1475897	ca1hippocampus	male	27
GSM1475898	ca1hippocampus	male	27
GSM1475899	ca1hippocampus	male	27
GSM1475900	ca1hippocampus	male	27
GSM1475901	ca1hippocampus	male	27
GSM1475902	ca1hippocampus	male	27
GSM1475903	ca1hippocampus	male	27
GSM1475904	ca1hippocampus	male	27
GSM1475906	ca1hippocampus	male	27
GSM1475908	ca1hippocampus	male	27
GSM1475909	ca1hippocampus	male	27
GSM1475910	ca1hippocampus	male	27
GSM1475911	ca1hippocampus	male	27
GSM1475912	ca1hippocampus	male	27
GSM1475913	ca1hippocampus	male	27
GSM1475914	ca1hippocampus	male	27
GSM1475915	ca1hippocampus	male	27
GSM1475916	ca1hippocampus	male	27
GSM1475917	ca1hippocampus	male	27
GSM1475918	ca1hippocampus	male	27
GSM1475919	ca1hippocampus	male	27
GSM1475920	ca1hippocampus	male	27
GSM1475921	ca1hippocampus	male	27
GSM1475922	ca1hippocampus	male	27
GSM1475923	ca1hippocampus	male	27
GSM1475924	ca1hippocampus	male	27
GSM1475925	ca1hippocampus	male	27
GSM1475926	ca1hippocampus	male	27
GSM1475927	ca1hippocampus	male	27
GSM1475928	ca1hippocampus	male	27
GSM1475929	ca1hippocampus	male	27
GSM1475930	ca1hippocampus	male	27
GSM1475931	ca1hippocampus	male	27
GSM1475932	ca1hippocampus	male	27
GSM1475933	ca1hippocampus	male	27
GSM1475934	ca1hippocampus	male	27
GSM1475935	ca1hippocampus	male	27
GSM1475936	ca1hippocampus	male	27
GSM1475937	ca1hippocampus	male	27
GSM1475938	ca1hippocampus	male	27
GSM1475939	ca1hippocampus	male	27
GSM1475940	ca1hippocampus	male	27
GSM1475941	ca1hippocampus	male	26
GSM1475942	ca1hippocampus	male	26
GSM1475943	ca1hippocampus	male	26
GSM1475944	ca1hippocampus	male	26
GSM1475945	ca1hippocampus	male	26
GSM1475946	ca1hippocampus	male	26
GSM1475947	ca1hippocampus	male	26
GSM1475948	ca1hippocampus	male	26
GSM1475949	ca1hippocampus	male	26
GSM1475950	ca1hippocampus	male	26
GSM1475952	ca1hippocampus	male	26
GSM1475953	ca1hippocampus	male	26
GSM1475954	ca1hippocampus	male	26
GSM1475955	ca1hippocampus	male	26
GSM1475956	ca1hippocampus	male	26
GSM1475957	ca1hippocampus	male	26
GSM1475958	ca1hippocampus	male	26
GSM1475959	ca1hippocampus	male	26
GSM1475960	ca1hippocampus	male	26
GSM1475961	ca1hippocampus	male	26
GSM1475962	ca1hippocampus	male	26
GSM1475963	ca1hippocampus	male	26
GSM1475964	ca1hippocampus	male	26
GSM1475965	ca1hippocampus	male	26
GSM1475966	ca1hippocampus	male	26
GSM1475967	ca1hippocampus	male	26
GSM1475968	ca1hippocampus	male	26
GSM1475969	ca1hippocampus	male	26
GSM1475970	ca1hippocampus	male	26
GSM1475971	ca1hippocampus	male	26
GSM1475972	ca1hippocampus	male	26
GSM1475973	ca1hippocampus	male	26
GSM1475974	ca1hippocampus	male	26
GSM1475975	ca1hippocampus	male	26
GSM1475976	ca1hippocampus	male	26
GSM1475977	ca1hippocampus	male	26
GSM1475978	ca1hippocampus	male	26
GSM1475979	ca1hippocampus	male	26
GSM1475980	ca1hippocampus	male	26
GSM1475981	ca1hippocampus	male	26
GSM1475982	ca1hippocampus	male	26
GSM1475983	ca1hippocampus	male	26
GSM1475984	ca1hippocampus	male	26
GSM1475985	ca1hippocampus	male	26
GSM1475986	ca1hippocampus	male	26
GSM1475987	ca1hippocampus	male	26
GSM1475988	ca1hippocampus	male	26
GSM1475989	ca1hippocampus	male	26
GSM1475990	ca1hippocampus	male	26
GSM1475991	ca1hippocampus	male	26
GSM1475992	ca1hippocampus	male	26
GSM1475993	ca1hippocampus	male	26
GSM1475994	ca1hippocampus	male	26
GSM1475995	ca1hippocampus	male	26
GSM1475997	ca1hippocampus	male	26
GSM1475998	ca1hippocampus	male	26
GSM1476000	ca1hippocampus	male	26
GSM1476001	ca1hippocampus	male	26
GSM1476002	ca1hippocampus	male	26
GSM1476003	ca1hippocampus	male	26
GSM1476005	ca1hippocampus	male	26
GSM1476006	ca1hippocampus	male	26
GSM1476007	ca1hippocampus	male	26
GSM1476008	ca1hippocampus	male	26
GSM1476009	ca1hippocampus	male	26
GSM1476010	ca1hippocampus	male	26
GSM1476011	ca1hippocampus	male	26
GSM1476012	ca1hippocampus	male	26
GSM1476013	ca1hippocampus	male	26
GSM1476014	ca1hippocampus	male	26
GSM1476016	ca1hippocampus	male	26
GSM1476017	ca1hippocampus	male	26
GSM1476018	ca1hippocampus	male	26
GSM1476019	ca1hippocampus	male	26
GSM1476020	ca1hippocampus	male	26
GSM1476021	ca1hippocampus	male	26
GSM1476022	ca1hippocampus	male	26
GSM1476023	ca1hippocampus	male	26
GSM1476024	ca1hippocampus	male	26
GSM1476025	ca1hippocampus	male	26
GSM1476026	ca1hippocampus	male	26
GSM1476027	ca1hippocampus	male	26
GSM1476028	ca1hippocampus	male	26
GSM1476029	ca1hippocampus	male	26
GSM1476030	ca1hippocampus	male	26
GSM1476031	ca1hippocampus	male	26
GSM1476032	ca1hippocampus	male	26
GSM1476033	ca1hippocampus	male	26
GSM1476034	ca1hippocampus	male	26
GSM1476035	ca1hippocampus	female	23
GSM1476036	ca1hippocampus	female	23
GSM1476037	ca1hippocampus	female	23
GSM1476038	ca1hippocampus	female	23
GSM1476039	ca1hippocampus	female	23
GSM1476040	ca1hippocampus	female	23
GSM1476041	ca1hippocampus	female	23
GSM1476042	ca1hippocampus	female	23
GSM1476043	ca1hippocampus	female	23
GSM1476044	ca1hippocampus	female	23
GSM1476045	ca1hippocampus	female	23
GSM1476046	ca1hippocampus	female	23
GSM1476047	ca1hippocampus	female	23
