Cell	O41	O89	O127	O132	O147	O149	O164	O31	O32	O44	O56	O76	O87	O134	O141	O165	O24	O61	O66	O71	O78	O104	O125	O151	O159	O427	O433	O36	O39	O46	O47	O48	O49	O52	O55	O60	O62	O73	O80	O90	O100	O103	O109	O111	O113	O117	O128	O129	O130	O131	O135	O137	O145	O160	O171	O430	O435	O454	O54	O58	O65	O102	O106	O162	O434	O439	O440	 
CellType	vAAC	vAAC	vAAC	vAAC	vAAC	vAAC	vAAC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	vBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	hBIC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	vBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	hBC	 
Cd164	7.729342033492182	0.0	6.827703451987614	8.401882144950788	7.689152367235434	6.1988496760096545	3.5803022905798185	0.39547525259582134	6.8338514904021865	7.049216891852232	7.99279108597799	0.0	8.772614794823067	7.463303660830398	6.295963576086134	0.0	3.10490523801379	0.0	2.632973102299086	5.111377751369506	6.0672794610444125	0.0	7.380963161127569	7.313309349291627	0.0	1.16531383998382	0.0	7.239073383378907	0.0	7.182256076501562	7.384205261247214	7.604694063339143	0.0	1.7994728023786668	0.0	0.0	8.070394695050465	5.923332239916127	6.7116394442371075	0.0	5.530716887919286	6.130290490625466	6.167169228101772	6.369038916325369	8.191419534760378	0.0	7.276347773020286	5.228591688618165	8.065475376187042	5.315508266316415	0.0	5.571434115876509	7.310121954665586	5.7290034303010575	7.399196733906686	7.291124642879108	0.4686458715331734	0.1607188678503968	0.0	6.813678595921809	6.946625601312177	7.65302417864669	7.238003404092311	7.6301517266536	5.447552749101318	0.17840870321969224	6.7031006996041596	
Clstn2	5.748002267052284	4.477074999697275	6.470334143086755	6.908500706259614	7.0022749584987345	6.084285883492641	7.261634237275701	0.0	0.0	4.365758491262115	0.0	0.0	0.0	0.7503286574620607	4.917699073185017	6.424693710585398	0.0	0.0	0.17749560264064876	2.8256146915509905	5.446861637691268	4.0305744476990295	0.0	1.655823032033542	2.992340633643038	6.709520409074668	0.0	5.910821532633395	0.03371491180718232	5.450732882222064	6.09699296840494	4.117628557495389	0.09758396494577762	5.013931037193539	0.0	0.0	0.0	0.20583163605747595	4.553526391438639	6.329320428194553	5.444024283060246	6.11076052075253	0.0	5.2488362010202145	3.27829407554669	0.0	6.760384158746792	3.754310308700723	5.673089960104778	0.0	6.7370109211289675	5.722638153951404	6.853074961916044	5.205689655043287	7.704623011701606	1.7967929241131553	3.9756605493180377	0.0	0.04095399367095556	5.7301752843847	3.571907088916154	0.3950265945489588	0.0	4.1038836495581945	5.202625373217035	6.4978550296337065	1.3352602829494549	
Epha10	0.0	4.609122580929639	5.005516764059499	5.7299488726264824	2.496827642905384	4.5692668686432	4.211913206973773	0.0	6.252339961579979	0.24047797815590316	7.354042165637765	0.0	0.0	5.205322128275343	1.9478974556568083	1.7849000938604183	5.517195681265914	1.1676726398793709	6.260823585961156	0.49781365191977855	5.380915486826165	0.0	0.0	3.8830735537906444	0.0	0.5831088900157544	4.8104482453008774	3.4763739102145146	0.12869355149141762	4.440779489390962	4.1413600330550935	0.0	0.43942633255255203	6.2409799146549325	0.0	0.0	5.1730114694072435	2.664629150439351	0.0	4.40853117321735	0.15028670844822473	6.062551329915859	4.732914956800821	4.947979345636882	0.0	0.3297964099631108	0.7897108915823592	1.802395903941935	5.007092391678548	0.0	0.0	0.5629196632308084	4.892633883424437	0.23831240388769662	0.6919185941576524	0.0	6.124340543449764	5.156489654159408	0.19896805926356748	4.416101995738488	4.961312948789728	6.3770282837149335	5.02949705825956	4.542827585161156	5.15143672448432	0.1070017733265645	5.0695217325516015	
Fam19a2	4.059868897154612	5.3394406468875575	7.705565347998348	7.505201802088728	7.387136757388511	7.25743121718564	6.74804253306625	0.0	6.925624458951696	7.7269238342094475	0.0	0.0	6.298462378250883	7.522223706359606	7.02415564665125	4.138378466053584	7.196726044217895	4.97916877686168	4.285199396921271	5.1361409271784995	2.816584673000866	8.004144606940951	7.518377249023469	7.044986486352075	0.10542947314834498	0.0	8.960829013919573	7.32022922328516	7.137062860671123	6.990144897798019	6.576312006722729	7.260222845945677	0.0	6.240562390486889	0.0	0.0	7.748615262533013	6.7629440570345265	8.40278782370569	6.173749081898519	7.132879086052132	6.900995980749564	7.715087531007152	7.495961246894208	0.0	0.0	7.127448597988397	5.319986688993926	5.23834550162381	0.0	0.0	0.110928428814503	0.0	7.666738132086063	6.49293169352084	6.310867945718429	0.0	7.164318669758781	0.11366049782346259	5.7665450746433065	5.992201254959505	4.660440480720967	6.1787281838041475	6.2602251798390816	6.325894916774084	0.0	5.0909795760869	
Igdcc4	0.0	0.0	1.201098710245364	0.2759570057071319	5.701074918985715	2.090153587504943	4.282342683006428	0.043988358970698964	0.8235284561899943	2.010874810067521	0.0	0.885935090641843	0.0	1.2226234401447693	5.236946555817626	3.7442088975096772	0.1084218168747042	0.8949062135630282	1.5368929508600944	2.728203521667434	3.2526728493027384	3.9015996799035517	0.0	0.05232643593779189	0.0	1.9685216340697695	0.0	0.08365616936427953	0.2969582065380906	3.232505305698864	3.8046706624746927	4.465406413914116	0.2483028690458668	1.1283521371694232	0.04487207062342966	1.0238208205122394	2.7101454108896874	6.194564968145291	4.006250513832735	5.824433866728829	1.9129979090140325	1.2305531210854728	5.237577485709178	1.181135635332378	0.0	0.0	0.03953836163871327	3.082138649653273	1.0465189988252919	0.0	0.0	4.182248139654765	3.516880756515068	0.23257492923022313	2.0857428027350506	0.15237295303955994	0.26411361886752704	0.8381942288171145	0.0	0.014456849419761155	4.5047458130789915	5.07282838226392	4.198112857733535	0.2611504592627542	0.10908475260715245	0.10324046625326565	0.6008509968280209	
Nxph1	8.846277045936487	7.838867960167508	9.173606686098209	9.31176872371728	7.612873656344542	8.545189220768405	7.622538445561661	1.2616090405909406	9.314901995383638	9.739105675608979	9.329175902010585	0.0	8.143495461757071	8.727503680072463	8.928443643347732	8.84698810759949	7.806892992482823	9.19520276537848	7.235399132984252	7.377302165731724	8.861063667559083	9.318254015840909	10.167121672903356	8.254703159346947	0.0	8.646771101101963	10.850215910080648	9.393258431398902	6.116753576484838	9.040543656845943	8.932695471772352	9.167342697180851	9.572789267294231	8.463009325041375	0.0	0.0	9.331030788280302	8.381254383318659	8.887521310635744	9.81552979958025	9.094254810822529	8.837498636674587	9.205219331095721	9.11320144471188	8.746914071534377	0.0	9.196102659822575	7.875676132212913	9.097932828445908	0.0	7.706533384328553	8.174157205316035	7.5667672916568085	9.561619411876089	8.621472772449778	9.440131959325525	8.317042168955425	8.915900287308043	8.762086326520913	9.096720688102739	8.455091552646676	8.84965373915408	9.67563071415423	8.66031328608916	8.23982967606057	0.10544972249450103	6.394585564979305	
Ptpn5	8.304939556608353	5.831285332914565	7.469855889974933	7.695367507460434	6.740493580509535	6.386467972544866	5.955929760316015	7.278400373229562	6.933524685321167	5.93161706596088	7.323937451592859	0.0	6.302309910682672	7.276654847213991	7.615106604365663	6.349778903170695	7.909292881782081	1.817825056992895	6.312865987639127	3.9989547495596143	7.104596657003294	5.653375357151121	7.746816662213234	6.439984849652744	0.0	6.742726435115092	0.188307231843495	6.743022788194334	5.465040294526112	7.265643539137161	6.652899625914556	7.568176549635823	8.161137079197086	8.51883861906527	1.6717553233008415	5.396752039866133	6.177416149271517	6.577613722860548	7.729513888401403	6.885393820972298	6.573007867583906	5.770777304786475	6.909424866756291	6.135159905835369	3.312277315823192	2.001225769906316	6.824477655937125	6.55878176279241	7.04643692755626	4.3641148993643695	0.0	4.359471552334544	5.51317488460363	7.117508502441151	5.714153457045358	5.785226016257057	7.089354713177987	4.183049749248063	0.320979066553747	8.559435370787334	6.621384847264316	7.979172299238168	5.290855845305069	5.688751055990037	6.016796701517694	8.151310377191413	6.8550852386133005	
Ptprn2	3.2969198766871264	5.4910417530188	3.862329384454796	7.477751548689769	0.0	2.520722951525096	5.222468418448517	0.8796955732921871	4.843787921599967	0.5759444605440639	5.690000765983404	0.0	0.0	2.1783287024916644	5.648801917582314	0.0	1.1926991779920597	7.851785889000652	7.678201516422922	1.545266613884518	5.634703615295576	5.075202767360159	6.209002940519149	6.257576417954784	0.0	0.8955422749581319	0.5245281126983186	3.3818024831687747	0.17080445670945965	5.483925385684526	3.508251157162213	6.35506032552875	0.0	5.179849391053946	0.05180585438636901	0.0	6.8970873126492656	0.0	1.14553399364082	0.2631582318440131	1.6012353507916863	0.0	5.963610063833596	0.7891149059555211	0.0	0.837647005000769	4.394935255249803	1.5563259153822493	6.0439481328613525	0.6453558129482948	0.0	5.2543672814408335	3.409693700596113	4.448402791860472	5.950538400892416	7.189215731703889	2.5147812665810054	5.847606123727146	0.0	7.563240515457622	0.3226100399035933	5.243231804388761	1.9003973426243363	0.0	5.630328290359014	4.438166410587524	2.4280137167862286	
Nectin2	0.0	0.0	5.733205182100333	0.0	0.0	0.0	0.0	0.0	0.0	4.31313844393327	5.830536756132272	0.0	6.303793531494248	4.096911189591187	3.6169340011266025	0.0	8.538216097540536	0.0	0.0	0.0	5.777580415165266	6.4412877084922595	0.5710068750853892	0.0	5.629655329035944	0.0	0.0	5.762821840000083	0.0	5.924308956728838	5.960166471034958	5.272415060520674	0.0	7.922505316181056	0.0	0.0	4.8330894466415195	0.0	6.5250648689138036	7.293251137466022	0.0	0.3551019886649065	5.133497767859607	5.654644620234638	0.0	0.0	5.2840217502758335	4.637233468853218	4.907770371279153	0.0	0.0	5.51854143344943	6.986706725677274	6.294611559721974	2.210828339422396	0.0	6.327134033385481	6.316185575190871	0.7057629738607198	0.3501362452800292	0.0	7.2385767059679065	4.922259704047662	0.0	0.14129675524641344	0.0	5.413560235000094	
																																																																				
Epha4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.024873158868268	0.26655389204620905	6.333317102026158	0.7851186201453408	2.7322945009807973	1.405891530823598	0.7310641708631294	0.2609123246376933	0.6597070785611834	1.7228533142421625	0.0	0.07081836281595676	4.806819479797982	0.09758303459212038	0.0	0.0	0.0	3.4357325923490447	0.0	0.016847287829670633	0.0	0.045846980635039836	0.0	4.9485952411545835	4.121916389394241	0.0	0.0	0.25835248508731135	3.8567178354043388	0.03711078001914044	0.0	0.0529655995178472	0.0	3.500827542143666	0.2551115306624521	0.0	0.0	0.015106679968376127	0.0	0.12007956780892597	0.07061395863053985	3.7545869628280646	0.040227677173672934	0.0	0.14164692957754382	0.17900777085021585	0.07198646871173896	4.861616479534638	0.10150661962964046	0.0	0.08891417506553768	0.0	0.0	1.5818433428049696	0.04047022543629198	0.0	0.0	
Pcdhgc5	0.0	0.0	0.0	0.0	1.0993221388829075	0.0	0.0	7.4004931008275685	3.329067610024567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5933585520661306	0.0	0.0	0.0	0.0	0.0	5.0108424854407385	3.808446834987954	0.0	0.0	0.0	0.0	0.0	0.0	1.593056834502308	5.451204516639924	0.0	5.760742564755259	0.0	0.0	0.0	0.0	3.3554702074585427	0.0	4.181447436119742	2.780601968514175	0.2836634267803758	0.0	0.0	0.0	0.06073901953599995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5390426462113282	0.0	4.913727173005176	1.935105159569542	2.289191157110629	0.0	0.0	0.0	
Sema3e	0.0	0.09864687280372673	0.0	0.6131214165954331	0.037945132257333786	0.0	0.049302046711730066	0.0	0.0	0.08987897748594117	0.0	0.0	2.3474417235823037	0.0	0.13914201914568902	0.0	0.0	0.0	0.49245826010801463	0.10276037602241019	0.03395265310965201	0.0	0.04541612967351163	0.0	0.0	0.0	0.0	0.0	0.01047096155530255	0.34957475891761297	0.0	0.0	0.0	0.24699659893417777	0.054608737063791726	0.2510585581751759	0.7170435545556066	0.0	0.0	1.499593353496774	0.0	0.22009960062966655	0.38032827475499587	0.0	0.0	0.0	0.0	0.02779087707342546	0.019444447787605353	0.030215430823136085	0.0	0.0	0.0	0.0	0.2705313344119636	1.121010824128459	0.0	0.19591322548235826	0.07500337477983288	0.06776026707168462	0.09057773421279738	0.3568886346617853	0.2034292125553695	0.0	0.0	0.0	0.0	
