SRA	Cell
SRR7321442	F0S4_160517_095_E01
SRR7321443	F0S4_160517_095_F01
SRR7322570	F0S4_160517_095_G01
SRR7322581	F0S4_160517_095_H01
SRR7330425	F2S4_160804_001_A01
SRR7330426	F2S4_160804_001_B01
SRR7330427	F2S4_160804_001_C01
SRR7330428	F2S4_160804_001_D01
SRR7330429	F2S4_160804_001_E01
SRR7330430	F2S4_160804_001_F01
SRR7330431	F2S4_160804_001_G01
SRR7330432	F2S4_160804_001_H01
SRR7330433	F2S4_160804_002_A01
SRR7330434	F2S4_160804_002_B01
SRR7330436	F2S4_160804_002_C01
SRR7330437	F2S4_160804_002_D01
SRR7330438	F2S4_160804_002_E01
SRR7330439	F2S4_160804_002_F01
SRR7330440	F2S4_160804_002_G01
SRR7330441	F2S4_160804_002_H01
SRR7323150	F0S4_160517_096_A01
SRR7323898	F0S4_160517_096_B01
SRR7323151	F0S4_160517_096_C01
SRR7323899	F0S4_160517_096_D01
SRR7321444	F0S4_160517_096_E01
SRR7321445	F0S4_160517_096_F01
SRR7322592	F0S4_160517_096_G01
SRR7322603	F0S4_160517_096_H01
SRR7330442	F2S4_160804_003_A01
SRR7330443	F2S4_160804_003_B01
SRR7330444	F2S4_160804_003_C01
SRR7330445	F2S4_160804_003_D01
SRR7330447	F2S4_160804_003_E01
SRR7330448	F2S4_160804_003_F01
SRR7330449	F2S4_160804_003_G01
SRR7330450	F2S4_160804_003_H01
SRR7330451	F2S4_160804_004_A01
SRR7330452	F2S4_160804_004_B01
SRR7330453	F2S4_160804_004_C01
SRR7330454	F2S4_160804_004_D01
SRR7330455	F2S4_160804_004_E01
SRR7330456	F2S4_160804_004_F01
SRR7330458	F2S4_160804_004_G01
SRR7330459	F2S4_160804_004_H01
SRR7323152	F0S4_160708_004_A01
SRR7323900	F0S4_160708_004_B01
SRR7323153	F0S4_160708_004_C01
SRR7323901	F0S4_160708_004_D01
SRR7321446	F0S4_160708_004_E01
SRR7321447	F0S4_160708_004_F01
SRR7322614	F0S4_160708_004_G01
SRR7322625	F0S4_160708_004_H01
SRR7330460	F2S4_160805_001_A01
SRR7330461	F2S4_160805_001_B01
SRR7330462	F2S4_160805_001_C01
SRR7330463	F2S4_160805_001_D01
SRR7330464	F2S4_160805_001_E01
SRR7330465	F2S4_160805_001_F01
SRR7330466	F2S4_160805_001_G01
SRR7330467	F2S4_160805_001_H01
SRR7330470	F2S4_160805_002_A01
SRR7330471	F2S4_160805_002_B01
SRR7330472	F2S4_160805_002_C01
SRR7330473	F2S4_160805_002_D01
SRR7330474	F2S4_160805_002_E01
SRR7330475	F2S4_160805_002_F01
SRR7330476	F2S4_160805_002_G01
SRR7330477	F2S4_160805_002_H01
SRR7330478	F2S4_160805_003_A01
SRR7330479	F2S4_160805_003_B01
SRR7330481	F2S4_160805_003_C01
SRR7330482	F2S4_160805_003_D01
SRR7330483	F2S4_160805_003_E01
SRR7330484	F2S4_160805_003_F01
SRR7330485	F2S4_160805_003_G01
SRR7330486	F2S4_160805_003_H01
SRR7315517	F2S4_160808_001_A01
SRR7315518	F2S4_160808_001_B01
SRR7315519	F2S4_160808_001_C01
SRR7315520	F2S4_160808_001_D01
SRR7315521	F2S4_160808_001_E01
SRR7315523	F2S4_160808_001_F01
SRR7315524	F2S4_160808_001_G01
SRR7315525	F2S4_160808_001_H01
SRR7315526	F2S4_160808_002_A01
SRR7315527	F2S4_160808_002_B01
SRR7315528	F2S4_160808_002_C01
SRR7315529	F2S4_160808_002_D01
SRR7315530	F2S4_160808_002_E01
SRR7315531	F2S4_160808_002_F01
SRR7315532	F2S4_160808_002_G01
SRR7315535	F2S4_160808_002_H01
SRR7315536	F2S4_160808_003_A01
SRR7315537	F2S4_160808_003_B01
SRR7315538	F2S4_160808_003_C01
SRR7315539	F2S4_160808_003_D01
SRR7315540	F2S4_160808_003_E01
SRR7315541	F2S4_160808_003_F01
SRR7315542	F2S4_160808_003_G01
SRR7315543	F2S4_160808_003_H01
SRR7315544	F2S4_160808_018_A01
SRR7315546	F2S4_160808_018_B01
SRR7315547	F2S4_160808_018_C01
SRR7315548	F2S4_160808_018_D01
SRR7315549	F2S4_160808_018_E01
SRR7315550	F2S4_160808_018_F01
SRR7315551	F2S4_160808_018_G01
SRR7315552	F2S4_160808_018_H01
SRR7315553	F2S4_160808_019_A01
SRR7315554	F2S4_160808_019_B01
SRR7315555	F2S4_160808_019_C01
SRR7315557	F2S4_160808_019_D01
SRR7315558	F2S4_160808_019_E01
SRR7315559	F2S4_160808_019_F01
SRR7315560	F2S4_160808_019_G01
SRR7315561	F2S4_160808_019_H01
SRR7315562	F2S4_160808_020_A01
SRR7315563	F2S4_160808_020_B01
SRR7315564	F2S4_160808_020_C01
SRR7315565	F2S4_160808_020_D01
SRR7315566	F2S4_160808_020_E01
SRR7315568	F2S4_160808_020_F01
SRR7315569	F2S4_160808_020_G01
SRR7315570	F2S4_160808_020_H01
SRR7315571	F2S4_160808_021_A01
SRR7315572	F2S4_160808_021_B01
SRR7315573	F2S4_160808_021_C01
SRR7315574	F2S4_160808_021_D01
SRR7315575	F2S4_160808_021_E01
SRR7315576	F2S4_160808_021_F01
SRR7315577	F2S4_160808_021_G01
SRR7315579	F2S4_160808_021_H01
SRR7326153	F2S4_160808_032_A01
SRR7326154	F2S4_160808_032_B01
SRR7326155	F2S4_160808_032_C01
SRR7326157	F2S4_160808_032_D01
SRR7326158	F2S4_160808_032_E01
SRR7326159	F2S4_160808_032_F01
SRR7326160	F2S4_160808_032_G01
SRR7326161	F2S4_160808_032_H01
SRR7323154	F0S4_160708_005_A01
SRR7323902	F0S4_160708_005_B01
SRR7323155	F0S4_160708_005_C01
SRR7323903	F0S4_160708_005_D01
SRR7321448	F0S4_160708_005_E01
SRR7321449	F0S4_160708_005_F01
SRR7322636	F0S4_160708_005_G01
SRR7322647	F0S4_160708_005_H01
SRR7330487	F2S4_160805_004_A01
SRR7330488	F2S4_160805_004_B01
SRR7330489	F2S4_160805_004_C01
SRR7330490	F2S4_160805_004_D01
SRR7330492	F2S4_160805_004_E01
SRR7330493	F2S4_160805_004_F01
SRR7330494	F2S4_160805_004_G01
SRR7330495	F2S4_160805_004_H01
SRR7330496	F2S4_160805_005_A01
SRR7330497	F2S4_160805_005_B01
SRR7330498	F2S4_160805_005_C01
SRR7330499	F2S4_160805_005_D01
SRR7330500	F2S4_160805_005_E01
SRR7330501	F2S4_160805_005_F01
SRR7330503	F2S4_160805_005_G01
SRR7330504	F2S4_160805_005_H01
SRR7330505	F2S4_160805_006_A01
SRR7330506	F2S4_160805_006_B01
SRR7330507	F2S4_160805_006_C01
SRR7330508	F2S4_160805_006_D01
SRR7330509	F2S4_160805_006_E01
SRR7330510	F2S4_160805_006_F01
SRR7330511	F2S4_160805_006_G01
SRR7330512	F2S4_160805_006_H01
SRR7315580	F2S4_160808_004_A01
SRR7315581	F2S4_160808_004_B01
SRR7315582	F2S4_160808_004_C01
SRR7315583	F2S4_160808_004_D01
SRR7315584	F2S4_160808_004_E01
SRR7315585	F2S4_160808_004_F01
SRR7315586	F2S4_160808_004_G01
SRR7315587	F2S4_160808_004_H01
SRR7315588	F2S4_160808_005_A01
SRR7315590	F2S4_160808_005_B01
SRR7315591	F2S4_160808_005_C01
SRR7315592	F2S4_160808_005_D01
SRR7315593	F2S4_160808_005_E01
SRR7315594	F2S4_160808_005_F01
SRR7315595	F2S4_160808_005_G01
SRR7315596	F2S4_160808_005_H01
SRR7315597	F2S4_160808_006_A01
SRR7315598	F2S4_160808_006_B01
SRR7315599	F2S4_160808_006_C01
SRR7315601	F2S4_160808_006_D01
SRR7315602	F2S4_160808_006_E01
SRR7315603	F2S4_160808_006_F01
SRR7315604	F2S4_160808_006_G01
SRR7315605	F2S4_160808_006_H01
SRR7315606	F2S4_160808_015_A01
SRR7315607	F2S4_160808_015_B01
SRR7315608	F2S4_160808_015_C01
SRR7315609	F2S4_160808_015_D01
SRR7315610	F2S4_160808_015_E01
SRR7315612	F2S4_160808_015_F01
SRR7315613	F2S4_160808_015_G01
SRR7315614	F2S4_160808_015_H01
SRR7315615	F2S4_160808_016_A01
SRR7315616	F2S4_160808_016_B01
SRR7315617	F2S4_160808_016_C01
SRR7315618	F2S4_160808_016_D01
SRR7315619	F2S4_160808_016_E01
SRR7315620	F2S4_160808_016_F01
SRR7315621	F2S4_160808_016_G01
SRR7315623	F2S4_160808_016_H01
SRR7315624	F2S4_160808_017_A01
SRR7315625	F2S4_160808_017_B01
SRR7315626	F2S4_160808_017_C01
SRR7315627	F2S4_160808_017_D01
SRR7315628	F2S4_160808_017_E01
SRR7315629	F2S4_160808_017_F01
SRR7315630	F2S4_160808_017_G01
SRR7315631	F2S4_160808_017_H01
SRR7315632	F2S4_160808_030_A01
SRR7315634	F2S4_160808_030_B01
SRR7315635	F2S4_160808_030_C01
SRR7315636	F2S4_160808_030_D01
SRR7315637	F2S4_160808_030_E01
SRR7315638	F2S4_160808_030_F01
SRR7315639	F2S4_160808_030_G01
SRR7315640	F2S4_160808_030_H01
SRR7315641	F2S4_160808_031_A01
SRR7315642	F2S4_160808_031_B01
SRR7315643	F2S4_160808_031_C01
SRR7315646	F2S4_160808_031_D01
SRR7315700	F2S4_160808_031_E01
SRR7315745	F2S4_160808_031_F01
SRR7315756	F2S4_160808_031_G01
SRR7315767	F2S4_160808_031_H01
SRR7323156	F0S4_160708_006_A01
SRR7323904	F0S4_160708_006_B01
SRR7323157	F0S4_160708_006_C01
SRR7323905	F0S4_160708_006_D01
SRR7321450	F0S4_160708_006_E01
SRR7321451	F0S4_160708_006_F01
SRR7322658	F0S4_160708_006_G01
SRR7322669	F0S4_160708_006_H01
SRR7330514	F2S4_160805_007_G01
SRR7330515	F2S4_160805_007_H01
SRR7330516	F2S4_160805_008_B01
SRR7330517	F2S4_160805_008_C01
SRR7330518	F2S4_160805_008_D01
SRR7330519	F2S4_160805_008_E01
SRR7330520	F2S4_160805_008_F01
SRR7330521	F2S4_160805_008_G01
SRR7330522	F2S4_160805_008_H01
SRR7330523	F2S4_160805_009_A01
SRR7330525	F2S4_160805_009_B01
SRR7330526	F2S4_160805_009_C01
SRR7330527	F2S4_160805_009_D01
SRR7330528	F2S4_160805_009_E01
SRR7330529	F2S4_160805_009_F01
SRR7330530	F2S4_160805_009_G01
SRR7330531	F2S4_160805_009_H01
SRR7315778	F2S4_160808_007_A01
SRR7315789	F2S4_160808_007_B01
SRR7315800	F2S4_160808_007_C01
SRR7315811	F2S4_160808_007_D01
SRR7315822	F2S4_160808_007_E01
SRR7315701	F2S4_160808_007_F01
SRR7315712	F2S4_160808_007_G01
SRR7315723	F2S4_160808_007_H01
SRR7315734	F2S4_160808_008_A01
SRR7315739	F2S4_160808_008_B01
SRR7315740	F2S4_160808_008_C01
SRR7315741	F2S4_160808_008_D01
SRR7315742	F2S4_160808_008_E01
SRR7315743	F2S4_160808_008_F01
SRR7315744	F2S4_160808_008_G01
SRR7315746	F2S4_160808_008_H01
SRR7315747	F2S4_160808_009_A01
SRR7315748	F2S4_160808_009_B01
SRR7315749	F2S4_160808_009_C01
SRR7315750	F2S4_160808_009_D01
SRR7315751	F2S4_160808_009_E01
SRR7315752	F2S4_160808_009_F01
SRR7315753	F2S4_160808_009_G01
SRR7315754	F2S4_160808_009_H01
SRR7315755	F2S4_160808_010_A01
SRR7315757	F2S4_160808_010_B01
SRR7315758	F2S4_160808_010_C01
SRR7315759	F2S4_160808_010_D01
SRR7315760	F2S4_160808_010_E01
SRR7315761	F2S4_160808_010_F01
SRR7315762	F2S4_160808_010_G01
SRR7315763	F2S4_160808_010_H01
SRR7315764	F2S4_160808_026_A01
SRR7315765	F2S4_160808_026_B01
SRR7315766	F2S4_160808_026_C01
SRR7315768	F2S4_160808_026_D01
SRR7315769	F2S4_160808_026_E01
SRR7315770	F2S4_160808_026_F01
SRR7315771	F2S4_160808_026_G01
SRR7315772	F2S4_160808_026_H01
SRR7315773	F2S4_160808_027_A01
SRR7315774	F2S4_160808_027_B01
SRR7315775	F2S4_160808_027_C01
SRR7315776	F2S4_160808_027_D01
SRR7315777	F2S4_160808_027_E01
SRR7315779	F2S4_160808_027_F01
SRR7315780	F2S4_160808_027_G01
SRR7315781	F2S4_160808_027_H01
SRR7315782	F2S4_160808_028_A01
SRR7315783	F2S4_160808_028_B01
SRR7315784	F2S4_160808_028_C01
SRR7315785	F2S4_160808_028_D01
SRR7315786	F2S4_160808_028_E01
SRR7315787	F2S4_160808_028_F01
SRR7315788	F2S4_160808_028_G01
SRR7315790	F2S4_160808_028_H01
SRR7315791	F2S4_160808_029_A01
SRR7315792	F2S4_160808_029_B01
SRR7315793	F2S4_160808_029_C01
SRR7315794	F2S4_160808_029_D01
SRR7315795	F2S4_160808_029_E01
SRR7315796	F2S4_160808_029_F01
SRR7315797	F2S4_160808_029_G01
SRR7315798	F2S4_160808_029_H01
SRR7323158	F0S4_160708_007_A01
SRR7323906	F0S4_160708_007_B01
SRR7323160	F0S4_160708_007_C01
SRR7323908	F0S4_160708_007_D01
SRR7321453	F0S4_160708_007_E01
SRR7321454	F0S4_160708_007_F01
SRR7322681	F0S4_160708_007_G01
SRR7322692	F0S4_160708_007_H01
SRR7315799	F2S4_160808_011_A01
SRR7315801	F2S4_160808_011_B01
SRR7315802	F2S4_160808_011_C01
SRR7315803	F2S4_160808_011_D01
SRR7315804	F2S4_160808_011_E01
SRR7315805	F2S4_160808_011_F01
SRR7315806	F2S4_160808_011_G01
SRR7315807	F2S4_160808_011_H01
SRR7315808	F2S4_160808_012_A01
SRR7315809	F2S4_160808_012_B01
SRR7315810	F2S4_160808_012_C01
SRR7315812	F2S4_160808_012_D01
SRR7315813	F2S4_160808_012_E01
SRR7315814	F2S4_160808_012_F01
SRR7315815	F2S4_160808_012_G01
SRR7315816	F2S4_160808_012_H01
SRR7315817	F2S4_160808_013_A01
SRR7315818	F2S4_160808_013_B01
SRR7315819	F2S4_160808_013_C01
SRR7315820	F2S4_160808_013_D01
SRR7315821	F2S4_160808_013_E01
SRR7315823	F2S4_160808_013_F01
SRR7315824	F2S4_160808_013_G01
SRR7315825	F2S4_160808_013_H01
SRR7315826	F2S4_160808_014_A01
SRR7315827	F2S4_160808_014_B01
SRR7315828	F2S4_160808_014_C01
SRR7315829	F2S4_160808_014_D01
SRR7315830	F2S4_160808_014_E01
SRR7315831	F2S4_160808_014_F01
SRR7315832	F2S4_160808_014_G01
SRR7315702	F2S4_160808_014_H01
SRR7315703	F2S4_160808_022_A01
SRR7315704	F2S4_160808_022_B01
SRR7315705	F2S4_160808_022_C01
SRR7315706	F2S4_160808_022_D01
SRR7315707	F2S4_160808_022_E01
SRR7315708	F2S4_160808_022_F01
SRR7315709	F2S4_160808_022_G01
SRR7315710	F2S4_160808_022_H01
SRR7315711	F2S4_160808_023_A01
SRR7315713	F2S4_160808_023_B01
SRR7315714	F2S4_160808_023_C01
SRR7315715	F2S4_160808_023_D01
SRR7315716	F2S4_160808_023_E01
SRR7315717	F2S4_160808_023_F01
SRR7315718	F2S4_160808_023_G01
SRR7315719	F2S4_160808_023_H01
SRR7315720	F2S4_160808_024_A01
SRR7315721	F2S4_160808_024_B01
SRR7315722	F2S4_160808_024_C01
SRR7315724	F2S4_160808_024_D01
SRR7315725	F2S4_160808_024_E01
SRR7315726	F2S4_160808_024_F01
SRR7315727	F2S4_160808_024_G01
SRR7315728	F2S4_160808_024_H01
SRR7315729	F2S4_160808_025_A01
SRR7315730	F2S4_160808_025_B01
SRR7315731	F2S4_160808_025_C01
SRR7315732	F2S4_160808_025_D01
SRR7315733	F2S4_160808_025_E01
SRR7315735	F2S4_160808_025_F01
SRR7315736	F2S4_160808_025_G01
SRR7315737	F2S4_160808_025_H01
SRR7323161	F0S4_160708_008_A01
SRR7323909	F0S4_160708_008_B01
SRR7323162	F0S4_160708_008_C01
SRR7323910	F0S4_160708_008_D01
SRR7321455	F0S4_160708_008_E01
SRR7321456	F0S4_160708_008_F01
SRR7322703	F0S4_160708_008_G01
SRR7322714	F0S4_160708_008_H01
SRR7326273	F2S4_160811_001_A01
SRR7326274	F2S4_160811_001_B01
SRR7326275	F2S4_160811_001_C01
SRR7326276	F2S4_160811_001_D01
SRR7326277	F2S4_160811_001_E01
SRR7326278	F2S4_160811_001_F01
SRR7326279	F2S4_160811_001_G01
SRR7326280	F2S4_160811_001_H01
SRR7326281	F2S4_160811_002_A01
SRR7326283	F2S4_160811_002_B01
SRR7326284	F2S4_160811_002_C01
SRR7326285	F2S4_160811_002_D01
SRR7326286	F2S4_160811_002_E01
SRR7326287	F2S4_160811_002_F01
SRR7326288	F2S4_160811_002_G01
SRR7326289	F2S4_160811_002_H01
SRR7323163	F0S4_160708_009_A01
SRR7323911	F0S4_160708_009_B01
SRR7323164	F0S4_160708_009_C01
SRR7323912	F0S4_160708_009_D01
SRR7321457	F0S4_160708_009_E01
SRR7321458	F0S4_160708_009_F01
SRR7322725	F0S4_160708_009_G01
SRR7322736	F0S4_160708_009_H01
SRR7326290	F2S4_160812_001_A01
SRR7326291	F2S4_160812_001_B01
SRR7326292	F2S4_160812_001_C01
SRR7326294	F2S4_160812_001_D01
SRR7326295	F2S4_160812_001_E01
SRR7326296	F2S4_160812_001_F01
SRR7326297	F2S4_160812_001_G01
SRR7326298	F2S4_160812_001_H01
SRR7326299	F2S4_160812_002_A01
SRR7326300	F2S4_160812_002_B01
SRR7326301	F2S4_160812_002_C01
SRR7326302	F2S4_160812_002_D01
SRR7326303	F2S4_160812_002_E01
SRR7326305	F2S4_160812_002_F01
SRR7326306	F2S4_160812_002_G01
SRR7326307	F2S4_160812_002_H01
SRR7326308	F2S4_160812_003_A01
SRR7326309	F2S4_160812_003_B01
SRR7326310	F2S4_160812_003_C01
SRR7326311	F2S4_160812_003_D01
SRR7326312	F2S4_160812_003_E01
SRR7326313	F2S4_160812_003_F01
SRR7326314	F2S4_160812_003_G01
SRR7326316	F2S4_160812_003_H01
SRR7323165	F0S4_160708_010_A01
SRR7323913	F0S4_160708_010_B01
SRR7323166	F0S4_160708_010_C01
SRR7323914	F0S4_160708_010_D01
SRR7321459	F0S4_160708_010_E01
SRR7321460	F0S4_160708_010_F01
SRR7322747	F0S4_160708_010_G01
SRR7322758	F0S4_160708_010_H01
SRR7326317	F2S4_160811_003_A01
SRR7326318	F2S4_160811_003_B01
SRR7326319	F2S4_160811_003_C01
SRR7326320	F2S4_160811_003_D01
SRR7326321	F2S4_160811_003_E01
SRR7326322	F2S4_160811_003_F01
SRR7326323	F2S4_160811_003_G01
SRR7326324	F2S4_160811_003_H01
SRR7312591	F2S4_160811_004_A01
SRR7312702	F2S4_160811_004_B01
SRR7312758	F2S4_160811_004_C01
SRR7312769	F2S4_160811_004_D01
SRR7312780	F2S4_160811_004_E01
SRR7326325	F2S4_160811_004_F01
SRR7326327	F2S4_160811_004_G01
SRR7326328	F2S4_160811_004_H01
SRR7312791	F2S4_160811_005_A01
SRR7312802	F2S4_160811_005_B01
SRR7312813	F2S4_160811_005_C01
SRR7312824	F2S4_160811_005_D01
SRR7312592	F2S4_160811_005_E01
SRR7312603	F2S4_160811_005_F01
SRR7312614	F2S4_160811_005_G01
SRR7312625	F2S4_160811_005_H01
SRR7323167	F0S4_160708_011_A01
SRR7323915	F0S4_160708_011_B01
SRR7323168	F0S4_160708_011_C01
SRR7323916	F0S4_160708_011_D01
SRR7321461	F0S4_160708_011_E01
SRR7321462	F0S4_160708_011_F01
SRR7322769	F0S4_160708_011_G01
SRR7322780	F0S4_160708_011_H01
SRR7312532	F2S4_160815_001_A01
SRR7312543	F2S4_160815_001_B01
SRR7312554	F2S4_160815_001_C01
SRR7312565	F2S4_160815_001_D01
SRR7312575	F2S4_160815_001_E01
SRR7312576	F2S4_160815_001_F01
SRR7312577	F2S4_160815_001_G01
SRR7312578	F2S4_160815_001_H01
SRR7323169	F0S4_160708_020_A01
SRR7323917	F0S4_160708_020_B01
SRR7323171	F0S4_160708_020_C01
SRR7323919	F0S4_160708_020_D01
SRR7321464	F0S4_160708_020_E01
SRR7321465	F0S4_160708_020_F01
SRR7322792	F0S4_160708_020_G01
SRR7322803	F0S4_160708_020_H01
SRR7331390	F2S4_160818_001_A01
SRR7331391	F2S4_160818_001_B01
SRR7331392	F2S4_160818_001_C01
SRR7331393	F2S4_160818_001_D01
SRR7331394	F2S4_160818_001_E01
SRR7331395	F2S4_160818_001_F01
SRR7331396	F2S4_160818_001_G01
SRR7331397	F2S4_160818_001_H01
SRR7331398	F2S4_160818_002_A01
SRR7331400	F2S4_160818_002_B01
SRR7331401	F2S4_160818_002_C01
SRR7331402	F2S4_160818_002_D01
SRR7331403	F2S4_160818_002_E01
SRR7331404	F2S4_160818_002_F01
SRR7331405	F2S4_160818_002_G01
SRR7331406	F2S4_160818_002_H01
SRR7331407	F2S4_160818_003_A01
SRR7331408	F2S4_160818_003_B01
SRR7331409	F2S4_160818_003_C01
SRR7331411	F2S4_160818_003_D01
SRR7331412	F2S4_160818_003_E01
SRR7331413	F2S4_160818_003_F01
SRR7331414	F2S4_160818_003_G01
SRR7331415	F2S4_160818_003_H01
SRR7331416	F2S4_160818_008_A01
SRR7331417	F2S4_160818_008_B01
SRR7331418	F2S4_160818_008_C01
SRR7331419	F2S4_160818_008_D01
SRR7331420	F2S4_160818_008_E01
SRR7331422	F2S4_160818_008_F01
SRR7331423	F2S4_160818_008_G01
SRR7331424	F2S4_160818_008_H01
SRR7331425	F2S4_160818_009_A01
SRR7331426	F2S4_160818_009_B01
SRR7331427	F2S4_160818_009_C01
SRR7331428	F2S4_160818_009_D01
SRR7331429	F2S4_160818_009_E01
SRR7331430	F2S4_160818_009_F01
SRR7331431	F2S4_160818_009_G01
SRR7331433	F2S4_160818_009_H01
SRR7330532	F2S4_160824_049_A01
SRR7330533	F2S4_160824_049_B01
SRR7330534	F2S4_160824_049_C01
SRR7330536	F2S4_160824_049_D01
SRR7330537	F2S4_160824_049_E01
SRR7330538	F2S4_160824_049_F01
SRR7330539	F2S4_160824_049_G01
SRR7330540	F2S4_160824_049_H01
SRR7330541	F2S4_160824_050_A01
SRR7330542	F2S4_160824_050_B01
SRR7330543	F2S4_160824_050_C01
SRR7330544	F2S4_160824_050_D01
SRR7330545	F2S4_160824_050_E01
SRR7330547	F2S4_160824_050_F01
SRR7330548	F2S4_160824_050_G01
SRR7330549	F2S4_160824_050_H01
SRR7330550	F2S4_160824_051_A01
SRR7330551	F2S4_160824_051_B01
SRR7330552	F2S4_160824_051_C01
SRR7330553	F2S4_160824_051_D01
SRR7330554	F2S4_160824_051_E01
SRR7330555	F2S4_160824_051_F01
SRR7330556	F2S4_160824_051_G01
SRR7330558	F2S4_160824_051_H01
SRR7330559	F2S4_160826_002_A01
SRR7330560	F2S4_160826_002_B01
SRR7330561	F2S4_160826_002_C01
SRR7330562	F2S4_160826_002_D01
SRR7330563	F2S4_160826_002_E01
SRR7330564	F2S4_160826_002_F01
SRR7330565	F2S4_160826_002_G01
SRR7330566	F2S4_160826_002_H01
SRR7330567	F2S4_160826_003_A01
SRR7330569	F2S4_160826_003_B01
SRR7330570	F2S4_160826_003_C01
SRR7330571	F2S4_160826_003_D01
SRR7330572	F2S4_160826_003_E01
SRR7330573	F2S4_160826_003_F01
SRR7330574	F2S4_160826_003_G01
SRR7330575	F2S4_160826_003_H01
SRR7330576	F2S4_160826_004_A01
SRR7330577	F2S4_160826_004_B01
SRR7330578	F2S4_160826_004_C01
SRR7330581	F2S4_160826_004_D01
SRR7330582	F2S4_160826_004_E01
SRR7330583	F2S4_160826_004_F01
SRR7330584	F2S4_160826_004_G01
SRR7330585	F2S4_160826_004_H01
SRR7323172	F0S4_160708_022_A01
SRR7323920	F0S4_160708_022_B01
SRR7323173	F0S4_160708_022_C01
SRR7323921	F0S4_160708_022_D01
SRR7321466	F0S4_160708_022_E01
SRR7321467	F0S4_160708_022_F01
SRR7322814	F0S4_160708_022_G01
SRR7322819	F0S4_160708_022_H01
SRR7331434	F2S4_160818_004_A01
SRR7331435	F2S4_160818_004_B01
SRR7331436	F2S4_160818_004_C01
SRR7331437	F2S4_160818_004_D01
SRR7331438	F2S4_160818_004_E01
SRR7331439	F2S4_160818_004_F01
SRR7331440	F2S4_160818_004_G01
SRR7331441	F2S4_160818_004_H01
SRR7331442	F2S4_160818_005_A01
SRR7331444	F2S4_160818_005_B01
SRR7331445	F2S4_160818_005_C01
SRR7331446	F2S4_160818_005_D01
SRR7331447	F2S4_160818_005_E01
SRR7331448	F2S4_160818_005_F01
SRR7331449	F2S4_160818_005_G01
SRR7331450	F2S4_160818_005_H01
SRR7331451	F2S4_160818_006_A01
SRR7331452	F2S4_160818_006_B01
SRR7331453	F2S4_160818_006_C01
SRR7331455	F2S4_160818_006_D01
SRR7331456	F2S4_160818_006_E01
SRR7331457	F2S4_160818_006_F01
SRR7331458	F2S4_160818_006_G01
SRR7331459	F2S4_160818_006_H01
SRR7331460	F2S4_160818_007_A01
SRR7331461	F2S4_160818_007_B01
SRR7331462	F2S4_160818_007_C01
SRR7331463	F2S4_160818_007_D01
SRR7331464	F2S4_160818_007_E01
SRR7331466	F2S4_160818_007_F01
SRR7331467	F2S4_160818_007_G01
SRR7331468	F2S4_160818_007_H01
SRR7330586	F2S4_160824_052_A01
SRR7330587	F2S4_160824_052_B01
SRR7330588	F2S4_160824_052_C01
SRR7330589	F2S4_160824_052_D01
SRR7330590	F2S4_160824_052_E01
SRR7330592	F2S4_160824_052_F01
SRR7330593	F2S4_160824_052_G01
SRR7330594	F2S4_160824_052_H01
SRR7330595	F2S4_160824_053_A01
SRR7330596	F2S4_160824_053_B01
SRR7330597	F2S4_160824_053_C01
SRR7330598	F2S4_160824_053_D01
SRR7330599	F2S4_160824_053_E01
SRR7330600	F2S4_160824_053_F01
SRR7330601	F2S4_160824_053_G01
SRR7330603	F2S4_160824_053_H01
SRR7330604	F2S4_160824_054_A01
SRR7330605	F2S4_160824_054_B01
SRR7330606	F2S4_160824_054_C01
SRR7330607	F2S4_160824_054_D01
SRR7330608	F2S4_160824_054_E01
SRR7330609	F2S4_160824_054_F01
SRR7330610	F2S4_160825_055_A01
SRR7330611	F2S4_160825_055_B01
SRR7330612	F2S4_160825_055_C01
SRR7330614	F2S4_160825_055_D01
SRR7330615	F2S4_160825_055_E01
SRR7330616	F2S4_160825_055_F01
SRR7330617	F2S4_160825_055_G01
SRR7330618	F2S4_160825_055_H01
SRR7330619	F2S4_160825_056_A01
SRR7330620	F2S4_160825_056_B01
SRR7330621	F2S4_160825_056_C01
SRR7330622	F2S4_160825_056_D01
SRR7330623	F2S4_160825_056_E01
SRR7330625	F2S4_160825_056_F01
SRR7330626	F2S4_160825_056_G01
SRR7330627	F2S4_160825_056_H01
SRR7330628	F2S4_160825_057_A01
SRR7330629	F2S4_160825_057_B01
SRR7330630	F2S4_160825_057_C01
SRR7330631	F2S4_160825_057_D01
SRR7330632	F2S4_160825_057_E01
SRR7330633	F2S4_160825_057_F01
SRR7330634	F2S4_160825_057_G01
SRR7330636	F2S4_160825_057_H01
SRR7330637	F2S4_160826_001_A01
SRR7330638	F2S4_160826_001_B01
SRR7330639	F2S4_160826_001_C01
SRR7330640	F2S4_160826_001_D01
SRR7330641	F2S4_160826_001_E01
SRR7330642	F2S4_160826_001_F01
SRR7330643	F2S4_160826_001_G01
SRR7330644	F2S4_160826_001_H01
SRR7323174	F0S4_160708_023_A01
SRR7323922	F0S4_160708_023_B01
SRR7323175	F0S4_160708_023_C01
SRR7323923	F0S4_160708_023_D01
SRR7321468	F0S4_160708_023_E01
SRR7321469	F0S4_160708_023_F01
SRR7322820	F0S4_160708_023_G01
SRR7322821	F0S4_160708_023_H01
