SRA	Cell
SRR7329357	F2S4_170516_004_D01
SRR7329358	F2S4_170516_004_E01
SRR7329360	F2S4_170516_004_F01
SRR7329361	F2S4_170516_004_G01
SRR7329362	F2S4_170516_004_H01
SRR7329363	F2S4_170516_005_A01
SRR7329364	F2S4_170516_005_B01
SRR7329365	F2S4_170516_005_C01
SRR7329366	F2S4_170516_005_D01
SRR7329367	F2S4_170516_005_E01
SRR7329368	F2S4_170516_005_F01
SRR7329369	F2S4_170516_005_G01
SRR7329371	F2S4_170516_005_H01
SRR7329372	F2S4_170516_006_A01
SRR7329373	F2S4_170516_006_B01
SRR7329374	F2S4_170516_006_C01
SRR7329375	F2S4_170516_006_D01
SRR7329376	F2S4_170516_006_E01
SRR7329377	F2S4_170516_006_F01
SRR7329378	F2S4_170516_006_G01
SRR7329379	F2S4_170516_006_H01
SRR7323613	F0S4_170317_038_A01
SRR7324348	F0S4_170317_038_B01
SRR7323614	F0S4_170317_038_C01
SRR7324350	F0S4_170317_038_D01
SRR7321731	F0S4_170317_038_E01
SRR7321732	F0S4_170317_038_F01
SRR7322637	F0S4_170317_038_G01
SRR7322638	F0S4_170317_038_H01
SRR7329380	F2S4_170516_007_A01
SRR7329382	F2S4_170516_007_B01
SRR7329383	F2S4_170516_007_C01
SRR7329384	F2S4_170516_007_D01
SRR7329385	F2S4_170516_007_E01
SRR7329386	F2S4_170516_007_F01
SRR7329387	F2S4_170516_007_G01
SRR7329388	F2S4_170516_007_H01
SRR7329389	F2S4_170516_008_A01
SRR7329390	F2S4_170516_008_B01
SRR7329391	F2S4_170516_008_C01
SRR7329393	F2S4_170516_008_D01
SRR7329394	F2S4_170516_008_E01
SRR7329395	F2S4_170516_008_F01
SRR7329396	F2S4_170516_008_G01
SRR7329397	F2S4_170516_008_H01
SRR7329398	F2S4_170516_009_A01
SRR7329399	F2S4_170516_009_B01
SRR7329400	F2S4_170516_009_C01
SRR7329401	F2S4_170516_009_D01
SRR7329402	F2S4_170516_009_E01
SRR7329404	F2S4_170516_009_F01
SRR7329405	F2S4_170516_009_G01
SRR7329406	F2S4_170516_009_H01
SRR7323615	F0S4_170317_039_A01
SRR7324351	F0S4_170317_039_B01
SRR7323616	F0S4_170317_039_C01
SRR7324352	F0S4_170317_039_D01
SRR7321733	F0S4_170317_039_E01
SRR7321734	F0S4_170317_039_F01
SRR7322639	F0S4_170317_039_G01
SRR7322640	F0S4_170317_039_H01
SRR7329407	F2S4_170516_010_A01
SRR7329408	F2S4_170516_010_B01
SRR7329409	F2S4_170516_010_C01
SRR7329410	F2S4_170516_010_D01
SRR7329411	F2S4_170516_010_E01
SRR7329412	F2S4_170516_010_F01
SRR7329413	F2S4_170516_010_G01
SRR7329415	F2S4_170516_010_H01
SRR7329416	F2S4_170516_011_A01
SRR7329417	F2S4_170516_011_B01
SRR7329418	F2S4_170516_011_C01
SRR7329419	F2S4_170516_011_D01
SRR7329420	F2S4_170516_011_E01
SRR7329421	F2S4_170516_011_F01
SRR7329422	F2S4_170516_011_G01
SRR7329423	F2S4_170516_011_H01
SRR7329424	F2S4_170516_012_A01
SRR7329426	F2S4_170516_012_B01
SRR7329427	F2S4_170516_012_C01
SRR7329428	F2S4_170516_012_D01
SRR7329429	F2S4_170516_012_E01
SRR7329430	F2S4_170516_012_F01
SRR7329431	F2S4_170516_012_G01
SRR7329432	F2S4_170516_012_H01
SRR7323617	F0S4_170317_040_A01
SRR7324353	F0S4_170317_040_B01
SRR7323619	F0S4_170317_040_C01
SRR7324354	F0S4_170317_040_D01
SRR7321735	F0S4_170317_040_E01
SRR7321736	F0S4_170317_040_F01
SRR7322641	F0S4_170317_040_G01
SRR7322642	F0S4_170317_040_H01
SRR7329433	F2S4_170516_013_A01
SRR7329434	F2S4_170516_013_B01
SRR7329435	F2S4_170516_013_C01
SRR7329332	F2S4_170516_013_D01
SRR7329333	F2S4_170516_013_E01
SRR7329334	F2S4_170516_013_F01
SRR7329335	F2S4_170516_013_G01
SRR7329336	F2S4_170516_013_H01
SRR7329337	F2S4_170516_014_G01
SRR7329338	F2S4_170516_014_H01
SRR7323620	F0S4_170317_042_A01
SRR7324355	F0S4_170317_042_B01
SRR7323621	F0S4_170317_042_C01
SRR7324356	F0S4_170317_042_D01
SRR7321737	F0S4_170317_042_E01
SRR7321738	F0S4_170317_042_F01
SRR7322643	F0S4_170317_042_G01
SRR7322644	F0S4_170317_042_H01
SRR7330118	F2S4_170518_001_A01
SRR7330158	F2S4_170518_001_B01
SRR7330169	F2S4_170518_001_C01
SRR7330180	F2S4_170518_001_D01
SRR7330191	F2S4_170518_001_E01
SRR7330202	F2S4_170518_001_F01
SRR7330213	F2S4_170518_001_G01
SRR7330224	F2S4_170518_001_H01
SRR7330235	F2S4_170518_002_A01
SRR7330119	F2S4_170518_002_B01
SRR7330130	F2S4_170518_002_C01
SRR7330141	F2S4_170518_002_D01
SRR7330151	F2S4_170518_002_E01
SRR7330152	F2S4_170518_002_F01
SRR7330153	F2S4_170518_002_G01
SRR7330154	F2S4_170518_002_H01
SRR7330155	F2S4_170518_006_A01
SRR7330156	F2S4_170518_006_B01
SRR7330157	F2S4_170518_006_C01
SRR7330159	F2S4_170518_006_D01
SRR7330160	F2S4_170518_006_E01
SRR7330161	F2S4_170518_006_F01
SRR7330162	F2S4_170518_006_G01
SRR7330163	F2S4_170518_006_H01
SRR7330164	F2S4_170518_007_A01
SRR7330165	F2S4_170518_007_B01
SRR7330166	F2S4_170518_007_C01
SRR7330167	F2S4_170518_007_D01
SRR7330168	F2S4_170518_007_E01
SRR7330170	F2S4_170518_007_F01
SRR7330171	F2S4_170518_007_G01
SRR7330172	F2S4_170518_007_H01
SRR7323622	F0S4_170317_043_A01
SRR7324357	F0S4_170317_043_B01
SRR7323623	F0S4_170317_043_C01
SRR7324358	F0S4_170317_043_D01
SRR7321739	F0S4_170317_043_E01
SRR7321740	F0S4_170317_043_F01
SRR7322645	F0S4_170317_043_G01
SRR7322646	F0S4_170317_043_H01
SRR7330173	F2S4_170518_011_A01
SRR7330174	F2S4_170518_011_B01
SRR7330175	F2S4_170518_011_C01
SRR7330176	F2S4_170518_011_D01
SRR7330177	F2S4_170518_011_E01
SRR7330178	F2S4_170518_011_F01
SRR7330179	F2S4_170518_011_G01
SRR7330181	F2S4_170518_011_H01
SRR7330182	F2S4_170518_012_A01
SRR7330183	F2S4_170518_012_B01
SRR7330184	F2S4_170518_012_C01
SRR7330185	F2S4_170518_012_D01
SRR7330186	F2S4_170518_012_E01
SRR7330187	F2S4_170518_012_F01
SRR7330188	F2S4_170518_012_G01
SRR7330189	F2S4_170518_012_H01
SRR7330190	F2S4_170518_016_A01
SRR7330192	F2S4_170518_016_B01
SRR7330193	F2S4_170518_016_C01
SRR7330194	F2S4_170518_016_D01
SRR7330195	F2S4_170518_016_E01
SRR7330196	F2S4_170518_016_F01
SRR7330197	F2S4_170518_016_G01
SRR7330198	F2S4_170518_016_H01
SRR7330199	F2S4_170518_017_A01
SRR7330200	F2S4_170518_017_B01
SRR7330201	F2S4_170518_017_C01
SRR7330203	F2S4_170518_017_D01
SRR7330204	F2S4_170518_017_E01
SRR7330205	F2S4_170518_017_F01
SRR7330206	F2S4_170518_017_G01
SRR7330207	F2S4_170518_017_H01
SRR7323624	F0S4_170317_044_A01
SRR7324359	F0S4_170317_044_B01
SRR7323625	F0S4_170317_044_C01
SRR7324361	F0S4_170317_044_D01
SRR7321742	F0S4_170317_044_E01
SRR7321743	F0S4_170317_044_F01
SRR7322648	F0S4_170317_044_G01
SRR7322649	F0S4_170317_044_H01
SRR7330208	F2S4_170519_001_A01
SRR7330209	F2S4_170519_001_B01
SRR7330210	F2S4_170519_001_C01
SRR7330211	F2S4_170519_001_D01
SRR7330212	F2S4_170519_001_E01
SRR7330214	F2S4_170519_001_F01
SRR7330215	F2S4_170519_001_G01
SRR7330216	F2S4_170519_001_H01
SRR7330217	F2S4_170519_002_A01
SRR7330218	F2S4_170519_002_B01
SRR7330219	F2S4_170519_002_C01
SRR7330220	F2S4_170519_002_D01
SRR7330221	F2S4_170519_002_E01
SRR7330222	F2S4_170519_002_F01
SRR7330223	F2S4_170519_002_G01
SRR7330225	F2S4_170519_002_H01
SRR7330226	F2S4_170519_005_A01
SRR7330227	F2S4_170519_005_B01
SRR7330228	F2S4_170519_005_C01
SRR7330229	F2S4_170519_005_D01
SRR7330230	F2S4_170519_005_E01
SRR7330231	F2S4_170519_005_F01
SRR7330232	F2S4_170519_005_G01
SRR7330233	F2S4_170519_005_H01
SRR7330234	F2S4_170519_006_A01
SRR7330236	F2S4_170519_006_B01
SRR7330237	F2S4_170519_006_C01
SRR7330238	F2S4_170519_006_D01
SRR7330239	F2S4_170519_006_E01
SRR7330240	F2S4_170519_006_F01
SRR7330241	F2S4_170519_006_G01
SRR7330242	F2S4_170519_006_H01
SRR7323626	F0S4_170317_045_A01
SRR7324362	F0S4_170317_045_B01
SRR7323627	F0S4_170317_045_C01
SRR7324363	F0S4_170317_045_D01
SRR7321744	F0S4_170317_045_E01
SRR7321745	F0S4_170317_045_F01
SRR7322650	F0S4_170317_045_G01
SRR7322651	F0S4_170317_045_H01
SRR7330243	F2S4_170519_003_A01
SRR7330244	F2S4_170519_003_B01
SRR7330245	F2S4_170519_003_C01
SRR7330120	F2S4_170519_003_D01
SRR7330121	F2S4_170519_003_E01
SRR7330122	F2S4_170519_003_F01
SRR7330123	F2S4_170519_003_G01
SRR7330124	F2S4_170519_003_H01
SRR7330125	F2S4_170519_004_A01
SRR7330126	F2S4_170519_004_B01
SRR7330127	F2S4_170519_004_C01
SRR7330128	F2S4_170519_004_D01
SRR7330129	F2S4_170519_004_E01
SRR7330131	F2S4_170519_004_F01
SRR7330132	F2S4_170519_004_G01
SRR7330133	F2S4_170519_004_H01
SRR7330134	F2S4_170519_007_A01
SRR7330135	F2S4_170519_007_B01
SRR7330136	F2S4_170519_007_C01
SRR7330137	F2S4_170519_007_D01
SRR7330138	F2S4_170519_007_E01
SRR7330139	F2S4_170519_007_F01
SRR7330140	F2S4_170519_007_G01
SRR7330142	F2S4_170519_007_H01
SRR7330143	F2S4_170519_008_A01
SRR7330144	F2S4_170519_008_B01
SRR7330145	F2S4_170519_008_C01
SRR7330146	F2S4_170519_008_D01
SRR7330147	F2S4_170519_008_E01
SRR7330148	F2S4_170519_008_F01
SRR7330149	F2S4_170519_008_G01
SRR7330150	F2S4_170519_008_H01
SRR7323628	F0S4_170317_053_A01
SRR7324364	F0S4_170317_053_B01
SRR7323383	F0S4_170317_053_C01
SRR7324365	F0S4_170317_053_D01
SRR7321746	F0S4_170317_053_E01
SRR7321747	F0S4_170317_053_F01
SRR7322652	F0S4_170317_053_G01
SRR7322653	F0S4_170317_053_H01
SRR7333794	F2S4_170526_001_A01
SRR7333866	F2S4_170526_001_B01
SRR7333877	F2S4_170526_001_C01
SRR7333888	F2S4_170526_001_D01
SRR7333899	F2S4_170526_001_E01
SRR7333910	F2S4_170526_001_F01
SRR7333921	F2S4_170526_001_G01
SRR7333932	F2S4_170526_001_H01
SRR7333943	F2S4_170526_002_A01
SRR7333795	F2S4_170526_002_B01
SRR7333806	F2S4_170526_002_C01
SRR7333817	F2S4_170526_002_D01
SRR7333828	F2S4_170526_002_E01
SRR7333839	F2S4_170526_002_F01
SRR7333850	F2S4_170526_002_G01
SRR7333861	F2S4_170526_002_H01
SRR7333863	F2S4_170526_005_A01
SRR7333864	F2S4_170526_005_B01
SRR7333865	F2S4_170526_005_C01
SRR7333867	F2S4_170526_005_D01
SRR7333868	F2S4_170526_005_E01
SRR7333869	F2S4_170526_005_F01
SRR7333870	F2S4_170526_005_G01
SRR7333871	F2S4_170526_005_H01
SRR7333872	F2S4_170526_006_A01
SRR7333873	F2S4_170526_006_B01
SRR7333874	F2S4_170526_006_C01
SRR7333875	F2S4_170526_006_D01
SRR7333876	F2S4_170526_006_E01
SRR7333878	F2S4_170526_006_F01
SRR7333879	F2S4_170526_006_G01
SRR7333880	F2S4_170526_006_H01
SRR7333881	F2S4_170526_009_A01
SRR7333882	F2S4_170526_009_B01
SRR7333883	F2S4_170526_009_C01
SRR7333884	F2S4_170526_009_D01
SRR7333885	F2S4_170526_009_E01
SRR7333886	F2S4_170526_009_F01
SRR7333887	F2S4_170526_009_G01
SRR7333889	F2S4_170526_009_H01
SRR7333890	F2S4_170526_010_A01
SRR7333891	F2S4_170526_010_B01
SRR7333892	F2S4_170526_010_C01
SRR7333893	F2S4_170526_010_D01
SRR7333894	F2S4_170526_010_E01
SRR7333895	F2S4_170526_010_F01
SRR7333896	F2S4_170526_010_G01
SRR7333897	F2S4_170526_010_H01
SRR7333898	F2S4_170526_011_A01
SRR7333900	F2S4_170526_011_B01
SRR7333901	F2S4_170526_011_C01
SRR7333902	F2S4_170526_011_D01
SRR7333903	F2S4_170526_011_E01
SRR7333904	F2S4_170526_011_F01
SRR7333905	F2S4_170526_011_G01
SRR7333906	F2S4_170526_011_H01
SRR7333907	F2S4_170526_012_A01
SRR7333908	F2S4_170526_012_B01
SRR7333909	F2S4_170526_012_C01
SRR7333911	F2S4_170526_012_D01
SRR7333912	F2S4_170526_012_E01
SRR7333913	F2S4_170526_012_F01
SRR7333914	F2S4_170526_012_G01
SRR7333915	F2S4_170526_012_H01
SRR7333916	F2S4_170526_018_A01
SRR7333917	F2S4_170526_018_B01
SRR7333918	F2S4_170526_018_C01
SRR7333919	F2S4_170526_018_D01
SRR7333920	F2S4_170526_018_E01
SRR7333922	F2S4_170526_018_F01
SRR7333923	F2S4_170526_018_G01
SRR7333924	F2S4_170526_018_H01
SRR7333925	F2S4_170526_019_A01
SRR7333926	F2S4_170526_019_B01
SRR7333927	F2S4_170526_019_C01
SRR7333928	F2S4_170526_019_D01
SRR7333929	F2S4_170526_019_E01
SRR7333930	F2S4_170526_019_F01
SRR7333931	F2S4_170526_019_G01
SRR7333933	F2S4_170526_019_H01
SRR7333934	F2S4_170526_020_A01
SRR7333935	F2S4_170526_020_B01
SRR7333936	F2S4_170526_020_C01
SRR7333937	F2S4_170526_020_D01
SRR7333938	F2S4_170526_020_E01
SRR7333939	F2S4_170526_020_F01
SRR7333940	F2S4_170526_020_G01
SRR7333941	F2S4_170526_020_H01
SRR7323384	F0S4_170317_054_A01
SRR7324366	F0S4_170317_054_B01
SRR7323385	F0S4_170317_054_C01
SRR7324367	F0S4_170317_054_D01
SRR7321748	F0S4_170317_054_E01
SRR7321749	F0S4_170317_054_F01
SRR7322654	F0S4_170317_054_G01
SRR7322655	F0S4_170317_054_H01
SRR7333942	F2S4_170526_003_A01
SRR7333944	F2S4_170526_003_B01
SRR7333945	F2S4_170526_003_C01
SRR7333946	F2S4_170526_003_D01
SRR7333947	F2S4_170526_003_E01
SRR7333948	F2S4_170526_003_F01
SRR7333949	F2S4_170526_003_G01
SRR7333950	F2S4_170526_003_H01
SRR7333951	F2S4_170526_004_A01
SRR7333952	F2S4_170526_004_B01
SRR7333953	F2S4_170526_004_C01
SRR7333796	F2S4_170526_004_D01
SRR7333797	F2S4_170526_004_E01
SRR7333798	F2S4_170526_004_F01
SRR7333799	F2S4_170526_004_G01
SRR7333800	F2S4_170526_004_H01
SRR7333801	F2S4_170526_007_A01
SRR7333802	F2S4_170526_007_B01
SRR7333803	F2S4_170526_007_C01
SRR7333804	F2S4_170526_007_D01
SRR7333805	F2S4_170526_007_E01
SRR7333807	F2S4_170526_007_F01
SRR7333808	F2S4_170526_007_G01
SRR7333809	F2S4_170526_007_H01
SRR7333810	F2S4_170526_008_A01
SRR7333811	F2S4_170526_008_B01
SRR7333812	F2S4_170526_008_C01
SRR7333813	F2S4_170526_008_D01
SRR7333814	F2S4_170526_008_E01
SRR7333815	F2S4_170526_008_F01
SRR7333816	F2S4_170526_008_G01
SRR7333818	F2S4_170526_008_H01
SRR7333819	F2S4_170526_013_A01
SRR7333820	F2S4_170526_013_B01
SRR7333821	F2S4_170526_013_C01
SRR7333822	F2S4_170526_013_D01
SRR7333823	F2S4_170526_013_E01
SRR7333824	F2S4_170526_013_F01
SRR7333825	F2S4_170526_013_G01
SRR7333826	F2S4_170526_013_H01
SRR7333827	F2S4_170526_014_A01
SRR7333829	F2S4_170526_014_B01
SRR7333830	F2S4_170526_014_C01
SRR7333831	F2S4_170526_014_D01
SRR7333832	F2S4_170526_014_E01
SRR7333833	F2S4_170526_014_F01
SRR7333834	F2S4_170526_014_G01
SRR7333835	F2S4_170526_014_H01
SRR7333836	F2S4_170526_015_A01
SRR7333837	F2S4_170526_015_B01
SRR7333838	F2S4_170526_015_C01
SRR7333840	F2S4_170526_015_D01
SRR7333841	F2S4_170526_015_E01
SRR7333842	F2S4_170526_015_F01
SRR7333843	F2S4_170526_015_G01
SRR7333844	F2S4_170526_015_H01
SRR7333845	F2S4_170526_016_A01
SRR7333846	F2S4_170526_016_B01
SRR7333847	F2S4_170526_016_C01
SRR7333848	F2S4_170526_016_D01
SRR7333849	F2S4_170526_016_E01
SRR7333851	F2S4_170526_016_F01
SRR7333852	F2S4_170526_016_G01
SRR7333853	F2S4_170526_016_H01
SRR7333854	F2S4_170526_017_A01
SRR7333855	F2S4_170526_017_B01
SRR7333856	F2S4_170526_017_C01
SRR7333857	F2S4_170526_017_D01
SRR7333858	F2S4_170526_017_E01
SRR7333859	F2S4_170526_017_F01
SRR7333860	F2S4_170526_017_G01
SRR7333862	F2S4_170526_017_H01
SRR7323386	F0S4_170526_003_A01
SRR7324368	F0S4_170526_003_B01
SRR7323387	F0S4_170526_003_C01
SRR7324369	F0S4_170526_003_D01
SRR7321750	F0S4_170526_003_E01
SRR7321751	F0S4_170526_003_F01
SRR7322656	F0S4_170526_003_G01
SRR7322657	F0S4_170526_003_H01
SRR7326681	F2S4_170605_001_A01
SRR7326735	F2S4_170605_001_B01
SRR7326746	F2S4_170605_001_C01
SRR7326757	F2S4_170605_001_D01
SRR7326768	F2S4_170605_001_E01
SRR7326779	F2S4_170605_001_F01
SRR7326790	F2S4_170605_001_G01
SRR7326801	F2S4_170605_001_H01
SRR7326812	F2S4_170605_002_A01
SRR7326682	F2S4_170605_002_B01
SRR7326693	F2S4_170605_002_C01
SRR7326704	F2S4_170605_002_D01
SRR7326715	F2S4_170605_002_E01
SRR7326726	F2S4_170605_002_F01
SRR7326730	F2S4_170605_002_G01
SRR7326731	F2S4_170605_002_H01
SRR7326732	F2S4_170605_003_A01
SRR7326733	F2S4_170605_003_B01
SRR7326734	F2S4_170605_003_C01
SRR7326736	F2S4_170605_003_D01
SRR7326737	F2S4_170605_003_E01
SRR7326738	F2S4_170605_003_F01
SRR7326739	F2S4_170605_003_G01
SRR7326740	F2S4_170605_003_H01
SRR7326741	F2S4_170605_004_A01
SRR7326742	F2S4_170605_004_B01
SRR7326743	F2S4_170605_004_C01
SRR7326744	F2S4_170605_004_D01
SRR7326745	F2S4_170605_004_E01
SRR7326747	F2S4_170605_004_F01
SRR7326748	F2S4_170605_004_G01
SRR7326749	F2S4_170605_004_H01
SRR7326750	F2S4_170605_010_A01
SRR7326751	F2S4_170605_010_B01
SRR7326752	F2S4_170605_010_C01
SRR7326753	F2S4_170605_010_D01
SRR7326754	F2S4_170605_010_E01
SRR7326755	F2S4_170605_010_F01
SRR7326756	F2S4_170605_010_G01
SRR7326758	F2S4_170605_010_H01
SRR7326759	F2S4_170605_011_A01
SRR7326760	F2S4_170605_011_B01
SRR7326761	F2S4_170605_011_C01
SRR7326762	F2S4_170605_011_D01
SRR7326763	F2S4_170605_011_E01
SRR7326764	F2S4_170605_011_F01
SRR7326765	F2S4_170605_011_G01
SRR7326766	F2S4_170605_011_H01
SRR7326767	F2S4_170605_012_A01
SRR7326769	F2S4_170605_012_B01
SRR7326770	F2S4_170605_012_C01
SRR7326771	F2S4_170605_012_D01
SRR7326772	F2S4_170605_012_E01
SRR7326773	F2S4_170605_012_F01
SRR7326774	F2S4_170605_012_G01
SRR7326775	F2S4_170605_012_H01
SRR7326776	F2S4_170605_016_A01
SRR7326777	F2S4_170605_016_B01
SRR7326778	F2S4_170605_016_C01
SRR7326780	F2S4_170605_016_D01
SRR7326781	F2S4_170605_016_E01
SRR7326782	F2S4_170605_016_F01
SRR7326783	F2S4_170605_016_G01
SRR7326784	F2S4_170605_016_H01
SRR7326785	F2S4_170605_017_A01
SRR7326786	F2S4_170605_017_B01
SRR7326787	F2S4_170605_017_C01
SRR7326788	F2S4_170605_017_D01
SRR7326789	F2S4_170605_017_E01
SRR7326791	F2S4_170605_017_F01
SRR7326792	F2S4_170605_017_G01
SRR7326793	F2S4_170605_017_H01
SRR7323388	F0S4_170526_004_A01
SRR7324370	F0S4_170526_004_B01
SRR7323389	F0S4_170526_004_C01
SRR7324131	F0S4_170526_004_D01
SRR7321753	F0S4_170526_004_E01
SRR7321754	F0S4_170526_004_F01
SRR7322659	F0S4_170526_004_G01
SRR7322660	F0S4_170526_004_H01
SRR7326794	F2S4_170605_005_A01
SRR7326795	F2S4_170605_005_B01
SRR7326796	F2S4_170605_005_C01
SRR7326797	F2S4_170605_005_D01
SRR7326798	F2S4_170605_005_E01
SRR7326799	F2S4_170605_005_F01
SRR7326800	F2S4_170605_005_G01
SRR7326802	F2S4_170605_005_H01
SRR7326803	F2S4_170605_006_A01
SRR7326804	F2S4_170605_006_B01
SRR7326805	F2S4_170605_006_C01
SRR7326806	F2S4_170605_006_D01
SRR7326807	F2S4_170605_006_E01
SRR7326808	F2S4_170605_006_F01
SRR7326809	F2S4_170605_006_G01
SRR7326810	F2S4_170605_006_H01
SRR7326811	F2S4_170605_007_A01
SRR7326813	F2S4_170605_007_B01
SRR7326814	F2S4_170605_007_C01
SRR7326815	F2S4_170605_007_D01
SRR7326816	F2S4_170605_007_E01
SRR7326817	F2S4_170605_007_F01
SRR7326818	F2S4_170605_007_G01
SRR7326819	F2S4_170605_007_H01
SRR7326820	F2S4_170605_008_A01
SRR7326821	F2S4_170605_008_B01
SRR7326822	F2S4_170605_008_C01
SRR7326683	F2S4_170605_008_D01
SRR7326684	F2S4_170605_008_E01
SRR7326685	F2S4_170605_008_F01
SRR7326686	F2S4_170605_008_G01
SRR7326687	F2S4_170605_008_H01
SRR7326688	F2S4_170605_009_A01
SRR7326689	F2S4_170605_009_B01
SRR7326690	F2S4_170605_009_C01
SRR7326691	F2S4_170605_009_D01
SRR7326692	F2S4_170605_009_E01
SRR7326694	F2S4_170605_009_F01
SRR7326695	F2S4_170605_009_G01
SRR7326696	F2S4_170605_009_H01
SRR7326697	F2S4_170605_013_A01
SRR7326698	F2S4_170605_013_B01
SRR7326699	F2S4_170605_013_C01
SRR7326700	F2S4_170605_013_D01
SRR7326701	F2S4_170605_013_E01
SRR7326702	F2S4_170605_013_F01
SRR7326703	F2S4_170605_013_G01
SRR7326705	F2S4_170605_013_H01
SRR7326706	F2S4_170605_014_A01
SRR7326707	F2S4_170605_014_B01
SRR7326708	F2S4_170605_014_C01
SRR7326709	F2S4_170605_014_D01
SRR7326710	F2S4_170605_014_E01
SRR7326711	F2S4_170605_014_F01
SRR7326712	F2S4_170605_014_G01
SRR7326713	F2S4_170605_014_H01
SRR7326714	F2S4_170605_015_A01
SRR7326716	F2S4_170605_015_B01
SRR7326717	F2S4_170605_015_C01
SRR7326718	F2S4_170605_015_D01
SRR7326719	F2S4_170605_015_E01
SRR7326720	F2S4_170605_015_F01
SRR7326721	F2S4_170605_015_G01
SRR7326722	F2S4_170605_015_H01
SRR7323390	F0S4_170526_007_A01
SRR7324132	F0S4_170526_007_B01
SRR7323391	F0S4_170526_007_C01
SRR7324133	F0S4_170526_007_D01
SRR7321755	F0S4_170526_007_E01
SRR7321756	F0S4_170526_007_F01
SRR7322661	F0S4_170526_007_G01
SRR7322662	F0S4_170526_007_H01
SRR7326823	F2S4_170609_001_A01
SRR7326834	F2S4_170609_001_B01
SRR7326845	F2S4_170609_001_C01
SRR7326856	F2S4_170609_001_D01
SRR7326867	F2S4_170609_001_E01
SRR7326875	F2S4_170609_001_F01
SRR7326876	F2S4_170609_001_G01
SRR7326877	F2S4_170609_001_H01
SRR7326878	F2S4_170609_002_A01
SRR7326824	F2S4_170609_002_B01
SRR7326825	F2S4_170609_002_C01
SRR7326826	F2S4_170609_002_D01
SRR7326827	F2S4_170609_002_E01
SRR7326828	F2S4_170609_002_F01
SRR7326829	F2S4_170609_002_G01
SRR7326830	F2S4_170609_002_H01
SRR7326831	F2S4_170609_005_A01
SRR7326832	F2S4_170609_005_B01
SRR7326833	F2S4_170609_005_C01
SRR7326835	F2S4_170609_005_D01
SRR7326836	F2S4_170609_005_E01
SRR7326837	F2S4_170609_005_F01
SRR7326838	F2S4_170609_005_G01
SRR7326839	F2S4_170609_005_H01
SRR7326840	F2S4_170609_006_A01
SRR7326841	F2S4_170609_006_B01
SRR7326842	F2S4_170609_006_C01
SRR7326843	F2S4_170609_006_D01
SRR7326844	F2S4_170609_006_E01
SRR7326846	F2S4_170609_006_F01
SRR7326847	F2S4_170609_006_G01
SRR7326848	F2S4_170609_006_H01
SRR7323392	F0S4_170526_008_A01
SRR7324134	F0S4_170526_008_B01
SRR7323394	F0S4_170526_008_C01
SRR7324135	F0S4_170526_008_D01
SRR7321757	F0S4_170526_008_E01
SRR7321758	F0S4_170526_008_F01
SRR7322663	F0S4_170526_008_G01
SRR7322664	F0S4_170526_008_H01
SRR7326849	F2S4_170609_003_A01
SRR7326850	F2S4_170609_003_B01
SRR7326851	F2S4_170609_003_C01
SRR7326852	F2S4_170609_003_D01
SRR7326853	F2S4_170609_003_E01
SRR7326854	F2S4_170609_003_F01
SRR7326855	F2S4_170609_003_G01
SRR7326857	F2S4_170609_003_H01
SRR7326858	F2S4_170609_004_A01
SRR7326859	F2S4_170609_004_B01
SRR7326860	F2S4_170609_004_C01
SRR7326861	F2S4_170609_004_D01
SRR7326862	F2S4_170609_004_E01
SRR7326863	F2S4_170609_004_F01
SRR7326864	F2S4_170609_004_G01
SRR7326865	F2S4_170609_004_H01
SRR7326866	F2S4_170609_007_A01
SRR7326868	F2S4_170609_007_B01
SRR7326869	F2S4_170609_007_C01
SRR7326870	F2S4_170609_007_D01
SRR7326871	F2S4_170609_007_E01
SRR7326872	F2S4_170609_007_F01
SRR7326873	F2S4_170609_007_G01
SRR7326874	F2S4_170609_007_H01
SRR7323395	F0S4_170526_010_A01
SRR7324136	F0S4_170526_010_B01
SRR7323396	F0S4_170526_010_C01
SRR7324137	F0S4_170526_010_D01
SRR7321759	F0S4_170526_010_E01
SRR7321760	F0S4_170526_010_F01
SRR7322665	F0S4_170526_010_G01
SRR7322666	F0S4_170526_010_H01
SRR7325757	F2S4_170612_001_A01
SRR7325758	F2S4_170612_001_B01
SRR7325759	F2S4_170612_001_C01
SRR7325760	F2S4_170612_001_D01
SRR7325761	F2S4_170612_001_E01
SRR7325762	F2S4_170612_001_F01
SRR7325763	F2S4_170612_001_G01
SRR7325764	F2S4_170612_001_H01
SRR7323397	F0S4_170526_013_A01
SRR7324138	F0S4_170526_013_B01
SRR7323398	F0S4_170526_013_C01
SRR7324139	F0S4_170526_013_D01
SRR7321761	F0S4_170526_013_E01
SRR7321762	F0S4_170526_013_F01
SRR7322667	F0S4_170526_013_G01
SRR7322668	F0S4_170526_013_H01
SRR7326723	F2S4_170605_018_C01
SRR7326724	F2S4_170605_018_D01
SRR7326725	F2S4_170605_018_E01
SRR7326727	F2S4_170605_018_F01
SRR7326728	F2S4_170605_018_G01
SRR7326729	F2S4_170605_018_H01
SRR7325765	F2S4_170612_002_A01
SRR7323399	F0S4_170526_034_A01
SRR7324140	F0S4_170526_034_B01
SRR7323400	F0S4_170526_034_C01
SRR7324142	F0S4_170526_034_D01
SRR7321764	F0S4_170526_034_E01
